GeneID	WTHPmock_1	WTHPmock_2	WTHPmock_3	WTHPmock_4	WTHPmyc_1	WTHPmyc_2	WTHPmyc_3	WTHPmyc_4
AGIS_Os01g004690	10	112	108	121	94	114	122	62
AGIS_Os01g004700	8	223	76	170	72	129	180	200
AGIS_Os01g004710	28	32	4	1	0	6	0	14
AGIS_Os01g004720	22	0	0	1	8	2	0	12
AGIS_Os01g004730	6883	5599	5629	6300	8299	4445	2918	5972
AGIS_Os01g004740	8	69	20	127	40	42	92	30
AGIS_Os01g004750	0	9	29	56	16	45	41	44
AGIS_Os01g004760	7403	7089	6874	7766	11492	6644	4243	7779
AGIS_Os01g004770	0	0	0	0	0	0	0	0
AGIS_Os01g004780	26	108	62	258	54	73	165	61
AGIS_Os01g004790	4704	4245	3422	3678	5871	3233	2036	4055
AGIS_Os01g004800	98	149	127	274	80	129	176	129
AGIS_Os01g004810	0	0	0	0	14	0	0	0
AGIS_Os01g004820	0	0	0	0	0	8	0	0
AGIS_Os01g004830	192	235	179	353	191	244	215	408
AGIS_Os01g004840	14	48	36	8	0	0	3	28
AGIS_Os01g004850	0	0	0	0	0	0	0	0
AGIS_Os01g004860	0	0	0	0	0	0	0	0
AGIS_Os01g004870	0	0	0	0	0	0	0	0
AGIS_Os01g004880	0	0	0	0	0	0	0	0
AGIS_Os01g004890	0	0	0	0	0	0	0	0
AGIS_Os01g004900	0	0	0	0	0	0	0	0
AGIS_Os01g004910	0	30	8	0	0	10	0	0
AGIS_Os01g004920	0	0	0	2	0	0	0	1
AGIS_Os01g004930	6	0	0	0	11	0	0	1
AGIS_Os01g004940	0	0	0	0	0	0	0	0
AGIS_Os01g004950	0	0	0	0	0	0	0	0
AGIS_Os01g004960	0	0	0	0	0	0	0	0
AGIS_Os01g004970	0	0	0	0	0	0	0	0
AGIS_Os01g004980	0	0	0	0	0	0	0	0
AGIS_Os01g004990	1466	1162	827	1021	2049	1318	937	1337
AGIS_Os01g005000	69	53	10	64	117	70	13	51
AGIS_Os01g005010	0	0	0	0	0	0	0	0
AGIS_Os01g005020	200	87	83	87	58	138	70	157
AGIS_Os01g005030	0	0	0	0	0	0	0	0
AGIS_Os01g005040	77	352	99	573	122	329	398	355
AGIS_Os01g005050	2652	2305	1835	2532	2737	1250	1261	1721
AGIS_Os01g005060	2825	2240	1931	3307	3099	1764	1827	2230
AGIS_Os01g005070	0	0	0	0	0	0	0	0
AGIS_Os01g005080	5179	4721	2833	2807	3467	1365	3886	1719
AGIS_Os01g005090	0	0	0	0	0	0	0	0
AGIS_Os01g005100	0	0	0	0	0	0	0	0
AGIS_Os01g005110	0	2	0	0	0	0	0	8
AGIS_Os01g005120	0	0	0	0	0	0	0	0
AGIS_Os01g005130	0	0	0	0	0	0	0	0
AGIS_Os01g005140	0	2	0	0	0	0	1	0
AGIS_Os01g005150	0	0	0	0	0	0	0	0
AGIS_Os01g005160	0	0	0	0	0	0	0	0
AGIS_Os01g005170	0	0	0	0	0	0	0	0
AGIS_Os01g005180	0	0	0	0	0	0	0	0
AGIS_Os01g005190	4	0	0	0	0	0	0	0
AGIS_Os01g005200	0	16	0	1	0	0	0	5
AGIS_Os01g005210	18	8	0	7	0	4	0	0
AGIS_Os01g005220	1	138	5	150	26	111	36	124
AGIS_Os01g005230	0	70	13	110	18	41	56	38
AGIS_Os01g005240	4854	3561	2660	3463	5162	2327	1774	2882
AGIS_Os01g005250	529	931	497	1062	859	839	735	984
AGIS_Os01g005260	988	1116	808	1074	1118	861	786	894
AGIS_Os01g005270	24	140	110	149	156	56	119	48
AGIS_Os01g005280	0	20	10	91	0	42	62	40
AGIS_Os01g005290	126	341	156	433	125	270	293	359
AGIS_Os01g005300	0	10	0	6	0	2	6	0
AGIS_Os01g005310	0	0	0	0	0	0	0	0
AGIS_Os01g005320	444	925	352	855	511	417	663	809
AGIS_Os01g005330	0	72	14	12	8	16	30	14
AGIS_Os01g005340	0	0	0	0	0	0	0	0
AGIS_Os01g005350	671	1310	1324	1986	1721	949	382	1143
AGIS_Os01g005360	270	651	322	619	445	623	699	620
AGIS_Os01g005370	542	1135	761	1327	716	929	1144	998
AGIS_Os01g005380	0	0	0	0	0	0	0	0
AGIS_Os01g005390	0	0	0	0	0	0	0	0
AGIS_Os01g005400	0	4	0	3	512	1	2	0
AGIS_Os01g005410	203	333	184	283	360	322	412	409
AGIS_Os01g005420	0	0	0	0	0	0	0	0
AGIS_Os01g005430	605	498	258	474	559	606	502	559
AGIS_Os01g005440	0	0	0	0	0	0	0	0
AGIS_Os01g005450	127	218	128	302	162	256	146	135
AGIS_Os01g005460	0	0	0	0	0	0	0	0
AGIS_Os01g005470	0	0	0	0	0	0	0	0
AGIS_Os01g005480	0	0	0	0	0	0	0	0
AGIS_Os01g005490	0	0	0	0	0	0	0	0
AGIS_Os01g005500	0	10	20	6	0	7	10	28
AGIS_Os01g005510	4	22	8	45	28	135	118	26
AGIS_Os01g005520	4	12	0	0	0	0	2	0
AGIS_Os01g005530	0	0	0	0	0	0	0	0
AGIS_Os01g005540	0	0	0	0	0	0	0	0
AGIS_Os01g005550	0	0	0	0	0	0	0	0
AGIS_Os01g005560	0	20	0	14	0	0	0	0
AGIS_Os01g005570	0	0	0	0	0	0	0	0
AGIS_Os01g005580	0	0	0	0	0	0	0	0
AGIS_Os01g005590	0	0	0	0	0	0	0	0
AGIS_Os01g005600	0	0	0	8	0	0	4	0
AGIS_Os01g005610	0	0	0	0	0	0	0	0
AGIS_Os01g005620	0	0	0	0	0	8	0	0
AGIS_Os01g005630	0	0	0	0	0	0	9	10
AGIS_Os01g005640	0	0	0	0	0	0	0	0
AGIS_Os01g005650	6	19	0	37	20	17	4	18
AGIS_Os01g005660	92	42	22	59	149	104	72	50
AGIS_Os01g005670	8	18	0	7	20	11	22	16
AGIS_Os01g005680	0	62	8	66	22	32	85	44
AGIS_Os01g005690	29	0	18	30	0	0	2	28
AGIS_Os01g005700	0	0	0	0	0	0	0	0
AGIS_Os01g005710	0	4	0	29	0	2	2	0
AGIS_Os01g005720	0	0	0	0	0	0	0	0
AGIS_Os01g005730	14	0	0	0	0	10	0	0
AGIS_Os01g005740	72	17	12	130	149	24	40	89
AGIS_Os01g005750	0	0	0	0	0	0	0	0
AGIS_Os01g005760	0	8	0	10	0	0	1	0
AGIS_Os01g005770	0	0	0	19	0	2	20	7
AGIS_Os01g005780	102	40	8	39	36	14	30	34
AGIS_Os01g005790	14	8	0	12	0	7	2	8
AGIS_Os01g005800	25	14	23	72	10	25	11	31
AGIS_Os01g005810	131	145	135	98	248	176	60	141
AGIS_Os01g005820	488	819	658	825	832	481	555	623
AGIS_Os01g005830	58	332	159	352	180	254	302	250
AGIS_Os01g005840	4	36	18	82	72	22	20	46
AGIS_Os01g005850	57	296	146	341	160	125	150	214
AGIS_Os01g005860	16	33	0	82	12	19	20	31
AGIS_Os01g005870	229	578	231	659	604	520	589	928
AGIS_Os01g005880	108	124	123	254	165	229	236	287
AGIS_Os01g005890	49	124	74	178	57	137	140	140
AGIS_Os01g005900	594	302	176	382	287	206	59	182
AGIS_Os01g005910	0	0	0	0	0	0	0	0
AGIS_Os01g005920	64	143	69	334	47	150	348	97
AGIS_Os01g005930	0	0	0	0	0	0	0	0
AGIS_Os01g005940	0	0	0	0	0	0	0	0
AGIS_Os01g005950	694	1395	860	1397	1503	904	721	1207
AGIS_Os01g005960	148	106	157	130	231	222	130	193
AGIS_Os01g005970	770	437	415	639	732	415	99	422
AGIS_Os01g005980	102	1184	597	1329	514	1271	597	1102
AGIS_Os01g005990	96	325	390	382	130	344	286	349
AGIS_Os01g006000	56	34	0	20	20	19	0	54
AGIS_Os01g006010	13	66	42	38	24	13	28	41
AGIS_Os01g006020	263	352	372	326	332	252	159	391
AGIS_Os01g006030	1831	3400	2657	4454	2727	2602	2478	2809
AGIS_Os01g006040	22	17	40	14	26	46	16	7
AGIS_Os01g006050	1	24	5	132	4	106	75	43
AGIS_Os01g006060	128	70	65	84	186	78	77	144
AGIS_Os01g006070	52	120	142	167	85	140	143	177
AGIS_Os01g006080	100	296	72	358	365	304	277	333
AGIS_Os01g006090	0	0	0	0	0	0	0	0
AGIS_Os01g006100	760	1374	1092	2023	1369	1829	1442	2194
AGIS_Os01g006110	284	674	462	394	679	589	398	487
AGIS_Os01g006120	518	769	643	790	830	552	450	728
AGIS_Os01g006130	2015	1557	858	2109	3075	1225	1336	1941
AGIS_Os01g006140	707	804	711	1231	1364	806	733	1106
AGIS_Os01g006150	376	933	406	1153	738	720	569	890
AGIS_Os01g006160	3869	3249	2824	3527	3793	2060	1157	2300
AGIS_Os01g006170	116	89	93	273	113	148	128	100
AGIS_Os01g006180	590	595	384	458	466	517	105	311
AGIS_Os01g006190	25	45	0	25	107	32	14	22
AGIS_Os01g006200	0	0	0	0	0	0	0	0
AGIS_Os01g006210	222	124	68	112	95	50	123	158
AGIS_Os01g006220	401	1847	353	2900	468	1818	2745	2405
AGIS_Os01g006230	1332	1745	1175	1476	1656	1046	754	1609
AGIS_Os01g006240	0	0	0	0	0	0	0	0
AGIS_Os01g006250	2328	2059	1553	2249	3322	1311	1598	2512
AGIS_Os01g006260	1010	905	547	861	965	610	302	775
AGIS_Os01g006270	44	51	58	106	57	56	41	72
AGIS_Os01g006280	0	0	0	0	0	0	0	0
AGIS_Os01g006290	1265	1632	1293	2135	1611	1172	1043	1565
AGIS_Os01g006300	390	652	455	862	444	450	408	585
AGIS_Os01g006310	162	213	94	301	218	226	171	190
AGIS_Os01g006320	68	80	49	146	72	15	49	116
AGIS_Os01g006330	162	175	78	144	227	121	183	251
AGIS_Os01g006340	0	39	36	4	0	6	12	46
AGIS_Os01g006350	253	793	616	1219	826	668	664	817
AGIS_Os01g006360	0	0	0	0	0	8	0	0
AGIS_Os01g006370	0	0	0	0	0	0	0	0
AGIS_Os01g006380	0	0	0	0	0	0	0	0
AGIS_Os01g006390	0	0	0	0	0	0	0	0
AGIS_Os01g006400	0	0	0	0	0	0	0	0
AGIS_Os01g006410	391	371	276	524	465	302	215	287
AGIS_Os01g006420	0	0	0	0	0	0	0	0
AGIS_Os01g006430	624	805	583	943	815	555	674	776
AGIS_Os01g006440	247	306	284	280	396	236	188	309
AGIS_Os01g006450	374	843	574	906	665	705	658	685
AGIS_Os01g006460	76	313	204	394	206	309	251	224
AGIS_Os01g006470	11945	9928	9003	10445	14141	7352	7286	9714
AGIS_Os01g006480	458	193	149	372	409	122	79	173
AGIS_Os01g006490	1482	653	587	966	1600	515	330	722
AGIS_Os01g006500	16	2	27	26	17	1	15	0
AGIS_Os01g006510	46	25	53	129	50	34	44	24
AGIS_Os01g006520	794	791	753	863	880	633	437	685
AGIS_Os01g006530	0	0	0	0	0	0	0	0
AGIS_Os01g006540	0	0	0	0	0	0	0	0
AGIS_Os01g006550	0	0	0	0	0	0	0	0
AGIS_Os01g006560	72	98	30	99	72	28	28	45
AGIS_Os01g006570	0	0	0	0	0	0	0	0
AGIS_Os01g006580	597	939	437	840	1098	817	921	802
AGIS_Os01g006590	20	131	97	171	200	108	64	63
AGIS_Os01g006600	152	172	144	273	456	122	105	253
AGIS_Os01g006610	18	8	0	42	7	16	19	6
AGIS_Os01g006620	591	1056	1140	1130	1452	933	761	1122
AGIS_Os01g006630	28	136	68	226	23	99	73	116
AGIS_Os01g006640	0	0	0	0	0	0	0	0
AGIS_Os01g006650	109	147	88	151	145	61	104	146
AGIS_Os01g006660	282	586	313	461	562	381	320	401
AGIS_Os01g006670	2098	1774	1937	2179	2512	1208	1043	1465
AGIS_Os01g006680	801	653	712	864	2011	919	682	1375
AGIS_Os01g006690	0	0	0	0	0	0	0	0
AGIS_Os01g006700	0	0	0	0	0	0	0	0
AGIS_Os01g006710	18	12	0	0	4	3	5	16
AGIS_Os01g006720	60	109	68	117	234	23	95	142
AGIS_Os01g006730	21	8	6	6	4	0	6	22
AGIS_Os01g006740	0	0	0	0	0	0	0	0
AGIS_Os01g006750	0	0	0	0	0	0	0	0
AGIS_Os01g006760	0	0	0	0	0	0	0	0
AGIS_Os01g006770	535	674	422	760	880	672	537	733
AGIS_Os01g006780	0	28	5	18	12	26	28	25
AGIS_Os01g006790	206	324	229	443	279	269	235	262
AGIS_Os01g006800	12	18	0	3	1	82	63	24
AGIS_Os01g006810	1798	632	468	903	1424	561	259	576
AGIS_Os01g006820	960	661	490	643	788	324	174	379
AGIS_Os01g006830	134	487	458	585	387	573	306	678
AGIS_Os01g006840	156	283	276	171	212	105	129	157
AGIS_Os01g006850	1315	1408	923	1469	1165	998	618	1125
AGIS_Os01g006860	0	0	0	0	0	0	0	0
AGIS_Os01g006870	1	32	0	14	14	6	6	0
AGIS_Os01g006880	489	1554	878	1997	954	1368	1488	1754
AGIS_Os01g006890	211	201	531	653	1327	359	902	857
AGIS_Os01g006900	0	0	0	0	0	0	0	0
AGIS_Os01g006910	0	0	0	0	0	0	0	0
AGIS_Os01g006920	14	9	14	32	11	6	29	8
AGIS_Os01g006930	376	1184	430	1902	448	1222	1277	1085
AGIS_Os01g006940	66	301	218	416	290	228	240	368
AGIS_Os01g006950	247	240	230	691	382	300	279	467
AGIS_Os01g006960	33	117	41	36	120	45	45	79
AGIS_Os01g006970	209	282	251	351	279	149	184	197
AGIS_Os01g006980	490	554	482	637	938	468	454	573
AGIS_Os01g006990	0	0	0	0	0	0	0	0
AGIS_Os01g007000	39	233	222	470	292	257	215	372
AGIS_Os01g007010	0	0	0	0	0	0	0	0
AGIS_Os01g007020	0	0	0	0	0	0	0	0
AGIS_Os01g007030	26	118	50	164	44	53	138	150
AGIS_Os01g007040	2891	1393	1432	1512	3405	1006	1265	1628
AGIS_Os01g007050	0	0	0	0	0	0	0	0
AGIS_Os01g007060	1092	1507	1332	1782	1725	1303	1123	1520
AGIS_Os01g007070	1889	2280	2175	2526	3036	2166	1598	2578
AGIS_Os01g007080	35	144	8	355	30	152	391	257
AGIS_Os01g007090	301	1706	417	1716	433	1451	1218	1683
AGIS_Os01g007100	343	208	220	135	480	357	126	294
AGIS_Os01g007110	528	1104	1171	1110	1104	964	516	913
AGIS_Os01g007120	6	44	76	78	52	56	59	18
AGIS_Os01g007130	22	0	24	0	14	4	0	0
AGIS_Os01g007140	503	714	375	672	726	422	309	404
AGIS_Os01g007150	0	0	0	0	0	0	0	0
AGIS_Os01g007160	0	0	0	0	0	0	0	0
AGIS_Os01g007170	0	0	0	0	0	0	0	0
AGIS_Os01g007180	65	108	0	225	56	105	188	142
AGIS_Os01g007190	344	301	328	304	296	167	115	228
AGIS_Os01g007200	0	0	0	0	8	1	0	6
AGIS_Os01g007210	106	240	158	263	132	169	207	171
AGIS_Os01g007220	34	146	60	135	110	112	87	121
AGIS_Os01g007230	2924	5384	5074	5997	4040	4576	3822	4855
AGIS_Os01g007240	0	0	0	0	0	0	0	0
AGIS_Os01g007250	822	646	575	673	1070	471	368	817
AGIS_Os01g007260	0	0	0	0	0	0	0	0
AGIS_Os01g007270	61	65	94	61	31	15	20	81
AGIS_Os01g007280	0	0	0	0	0	0	0	0
AGIS_Os01g007290	0	0	0	0	0	0	0	0
AGIS_Os01g007300	0	0	0	4	0	0	0	0
AGIS_Os01g007310	0	0	0	0	0	0	0	0
AGIS_Os01g007320	487	477	461	429	694	370	280	540
AGIS_Os01g007330	2302	2074	1699	2204	2950	1423	961	2039
AGIS_Os01g007340	1007	459	382	501	724	412	266	523
AGIS_Os01g007350	38	120	54	248	85	194	70	104
AGIS_Os01g007360	24	216	147	181	193	148	146	234
AGIS_Os01g007370	13615	25935	14807	32645	29996	22306	25532	32803
AGIS_Os01g007380	9	103	52	92	22	24	20	43
AGIS_Os01g007390	0	0	0	0	0	0	0	0
AGIS_Os01g007400	0	0	0	0	0	0	0	0
AGIS_Os01g007410	0	0	0	0	0	2	1	0
AGIS_Os01g007420	195	874	128	1584	303	889	1568	1062
AGIS_Os01g007430	482	564	336	534	616	511	422	472
AGIS_Os01g007440	302	692	652	769	798	442	476	503
AGIS_Os01g007450	1433	953	705	933	1844	934	672	1192
AGIS_Os01g007460	1	42	68	40	102	0	24	36
AGIS_Os01g007470	17	22	27	11	22	24	2	16
AGIS_Os01g007480	2212	1257	848	1350	1640	933	618	1559
AGIS_Os01g007490	311	292	233	392	594	381	163	432
AGIS_Os01g007500	36	100	48	91	48	69	60	103
AGIS_Os01g007510	2094	2855	1776	2829	3601	2477	2202	3613
AGIS_Os01g007520	88	0	15	35	89	15	18	10
AGIS_Os01g007530	256	288	220	461	459	241	338	369
AGIS_Os01g007540	411	325	368	303	338	160	129	145
AGIS_Os01g007550	13	0	0	10	0	0	29	8
AGIS_Os01g007560	2	13	0	44	0	32	39	26
AGIS_Os01g007570	149	180	24	240	94	100	125	120
AGIS_Os01g007580	0	8	0	10	0	14	36	25
AGIS_Os01g007590	238	446	388	597	399	382	489	615
AGIS_Os01g007600	0	0	0	0	0	0	0	3
AGIS_Os01g007610	472	701	531	550	739	443	438	502
AGIS_Os01g007620	1144	1393	1227	1273	1684	1110	845	1050
AGIS_Os01g007630	562	3045	1347	3571	1446	2587	3243	3387
AGIS_Os01g007640	0	0	0	0	0	0	0	0
AGIS_Os01g007650	4	12	8	45	12	4	8	6
AGIS_Os01g007660	1616	3731	1634	4832	2802	3530	3797	4895
AGIS_Os01g007670	9744	7016	6915	9921	11302	6240	4787	6673
AGIS_Os01g007680	607	1112	701	1228	1319	988	978	1642
AGIS_Os01g007690	490	262	153	425	204	188	115	146
AGIS_Os01g007700	0	0	0	0	0	0	0	0
AGIS_Os01g007710	0	0	0	0	0	0	0	0
AGIS_Os01g007720	5022	4322	2794	5153	5720	3996	2182	5227
AGIS_Os01g007730	0	0	0	0	0	0	6	0
AGIS_Os01g007740	235	148	76	146	458	100	288	229
AGIS_Os01g007750	0	0	0	0	0	0	0	0
AGIS_Os01g007760	599	737	490	905	613	471	359	493
AGIS_Os01g007770	0	0	0	0	0	2	0	0
AGIS_Os01g007780	0	6	0	0	38	0	0	0
AGIS_Os01g007790	144	83	57	73	107	60	14	109
AGIS_Os01g007800	0	0	0	0	0	0	0	0
AGIS_Os01g007810	0	0	0	0	0	0	0	0
AGIS_Os01g007820	0	0	0	0	0	0	0	0
AGIS_Os01g007830	0	0	0	0	6	0	1	16
AGIS_Os01g007840	1289	2956	2145	4118	2109	2579	2343	2960
AGIS_Os01g007850	0	0	0	0	0	0	0	0
AGIS_Os01g007860	0	0	0	0	0	0	0	0
AGIS_Os01g007870	935	722	1658	384	1246	172	321	894
AGIS_Os01g007880	100	28	33	42	114	28	41	52
AGIS_Os01g007890	0	0	0	0	0	0	0	0
AGIS_Os01g007900	1164	2162	1250	3180	1815	2155	2771	3179
AGIS_Os01g007910	88	370	105	690	323	403	515	497
AGIS_Os01g007920	147	304	201	232	276	228	122	239
AGIS_Os01g007930	18	10	37	36	53	14	17	21
AGIS_Os01g007940	192	450	256	460	328	357	434	350
AGIS_Os01g007950	88	20	19	19	109	37	7	8
AGIS_Os01g007960	761	1026	707	1118	1733	982	1041	1486
AGIS_Os01g007970	37	62	17	107	8	68	72	95
AGIS_Os01g007980	8	44	38	190	20	54	108	58
AGIS_Os01g007990	6860	4754	4769	6366	8241	4028	4457	5081
AGIS_Os01g008000	0	0	0	0	0	0	0	0
AGIS_Os01g008010	38	6	0	19	0	23	0	0
AGIS_Os01g008020	0	0	0	0	0	0	2	0
AGIS_Os01g008030	0	0	0	0	0	6	0	0
AGIS_Os01g008040	20	21	0	30	12	16	19	8
AGIS_Os01g008050	0	0	0	1	0	0	0	0
AGIS_Os01g008060	0	0	0	0	0	0	0	0
AGIS_Os01g008070	37	0	0	10	0	0	0	0
AGIS_Os01g008080	824	561	403	531	757	404	318	939
AGIS_Os01g008090	1834	984	739	1232	1290	625	605	1034
AGIS_Os01g008100	0	0	0	0	0	0	0	0
AGIS_Os01g008110	489	562	350	408	621	183	485	444
AGIS_Os01g008120	64	152	150	283	114	116	160	212
AGIS_Os01g008130	191	158	248	363	169	185	90	232
AGIS_Os01g008140	0	0	0	0	0	0	0	0
AGIS_Os01g008150	0	0	0	0	0	0	0	0
AGIS_Os01g008160	0	1	6	55	0	12	11	0
AGIS_Os01g008170	4554	5869	8057	6546	8004	5981	3632	4126
AGIS_Os01g008180	0	0	0	0	0	0	0	0
AGIS_Os01g008190	0	0	0	0	0	0	0	0
AGIS_Os01g008200	6	22	22	47	0	2	60	44
AGIS_Os01g008210	194	296	135	541	202	299	335	383
AGIS_Os01g008220	3658	5827	4764	6492	5435	4623	4245	4817
AGIS_Os01g008230	4080	4561	2516	5221	6586	3777	3340	5665
AGIS_Os01g008240	124	387	529	354	344	481	188	327
AGIS_Os01g008250	2514	1943	1459	2363	2493	1308	1305	1839
AGIS_Os01g008260	0	0	0	0	0	0	0	0
AGIS_Os01g008270	0	0	0	0	0	0	1	0
AGIS_Os01g008280	7807	6415	4382	6539	8172	3247	3645	6328
AGIS_Os01g008290	4554	2781	1716	2979	4614	1879	1766	3049
AGIS_Os01g008300	0	0	5	0	0	0	0	0
AGIS_Os01g008310	567	262	216	274	498	238	129	335
AGIS_Os01g008320	6	101	38	46	8	6	22	7
AGIS_Os01g008330	172	371	251	409	232	271	187	309
AGIS_Os01g008340	0	0	0	0	0	0	0	0
AGIS_Os01g008350	0	0	0	0	0	0	0	0
AGIS_Os01g008360	62	99	50	136	136	46	64	58
AGIS_Os01g008370	0	0	0	0	0	0	0	0
AGIS_Os01g008380	0	0	0	0	0	0	0	0
AGIS_Os01g008390	108	95	67	150	171	67	81	107
AGIS_Os01g008400	180	123	196	143	264	134	141	278
AGIS_Os01g008410	56	104	66	187	90	136	220	115
AGIS_Os01g008420	21	520	71	837	116	465	531	478
AGIS_Os01g008430	2005	1529	1349	1735	2371	1497	638	1561
AGIS_Os01g008440	235	266	310	333	358	265	176	222
AGIS_Os01g008450	2607	1801	1386	1857	3509	1690	1543	2522
AGIS_Os01g008460	0	0	0	0	0	0	0	0
AGIS_Os01g008470	5664	3044	2409	3199	5131	2215	1555	2632
AGIS_Os01g008480	1141	1677	834	1682	2122	944	1186	1525
AGIS_Os01g008490	314	551	353	805	252	603	528	501
AGIS_Os01g008500	39	0	14	8	32	0	14	11
AGIS_Os01g008510	1649	1396	1658	1834	1862	855	543	1262
AGIS_Os01g008520	1441	1630	1386	1929	2030	1245	874	1526
AGIS_Os01g008530	40	0	0	0	0	0	20	14
AGIS_Os01g008540	22	4	0	12	0	0	0	0
AGIS_Os01g008550	0	0	0	0	0	0	0	0
AGIS_Os01g008560	0	0	0	0	0	0	0	0
AGIS_Os01g008570	0	0	0	0	0	0	0	0
AGIS_Os01g008580	0	0	0	0	0	0	0	0
AGIS_Os01g008590	1187	1069	546	1048	955	947	608	1065
AGIS_Os01g008600	0	8	0	0	0	7	4	0
AGIS_Os01g008610	591	445	495	697	738	388	261	326
AGIS_Os01g008620	739	685	643	886	941	446	411	651
AGIS_Os01g008630	0	0	0	0	0	0	0	0
AGIS_Os01g008640	96	197	69	163	60	76	47	124
AGIS_Os01g008650	368	851	491	859	591	705	631	907
AGIS_Os01g008660	0	0	14	0	0	0	0	10
AGIS_Os01g008670	54	165	57	90	99	42	35	56
AGIS_Os01g008680	277	213	262	269	327	214	106	298
AGIS_Os01g008690	40	9	14	30	72	21	36	42
AGIS_Os01g008700	53	101	96	145	173	52	98	146
AGIS_Os01g008710	212	48	31	38	68	10	18	21
AGIS_Os01g008720	0	0	0	0	0	0	0	0
AGIS_Os01g008730	0	0	0	0	0	0	14	14
AGIS_Os01g008740	0	72	52	108	19	88	95	63
AGIS_Os01g008750	660	2038	1066	2872	1745	1879	1844	2294
AGIS_Os01g008760	0	0	0	0	0	0	0	0
AGIS_Os01g008770	0	0	0	0	0	0	0	0
AGIS_Os01g008780	3724	1898	1522	2031	3860	981	739	2174
AGIS_Os01g008790	64	90	24	91	76	32	32	66
AGIS_Os01g008800	0	0	0	0	0	0	0	0
AGIS_Os01g008810	749	258	118	258	702	220	287	256
AGIS_Os01g008820	100	40	28	18	36	0	28	62
AGIS_Os01g008830	0	0	0	0	0	0	0	0
AGIS_Os01g008840	336	438	377	742	821	433	559	701
AGIS_Os01g008850	0	0	0	0	0	0	0	0
AGIS_Os01g008860	0	0	0	0	0	0	1	6
AGIS_Os01g008870	298	459	387	599	371	396	416	534
AGIS_Os01g008880	706	1318	1044	1343	1340	1063	790	1095
AGIS_Os01g008890	0	26	14	84	16	39	17	41
AGIS_Os01g008900	8	0	22	14	21	12	4	0
AGIS_Os01g008910	428	612	438	856	647	489	425	533
AGIS_Os01g008920	64	296	255	290	233	201	136	246
AGIS_Os01g008930	379	377	430	314	523	326	316	526
AGIS_Os01g008940	0	14	12	2	26	1	4	0
AGIS_Os01g008950	0	0	0	0	0	0	0	0
AGIS_Os01g008960	0	0	0	0	0	0	0	0
AGIS_Os01g008970	2766	1713	2711	2035	2988	766	1713	1931
AGIS_Os01g008980	0	0	0	0	0	0	0	0
AGIS_Os01g008990	0	0	0	0	0	0	0	0
AGIS_Os01g009000	657	1016	718	1244	1000	701	845	1103
AGIS_Os01g009010	431	209	163	110	704	225	388	744
AGIS_Os01g009020	1703	1676	1084	1777	2388	1419	1218	1636
AGIS_Os01g009030	342	157	202	345	427	137	140	284
AGIS_Os01g009040	0	0	0	0	0	0	0	0
AGIS_Os01g009050	0	0	0	0	0	0	0	0
AGIS_Os01g009060	0	0	0	0	0	0	0	0
AGIS_Os01g009070	0	12	2	16	12	18	8	30
AGIS_Os01g009080	12	32	16	43	38	25	3	40
AGIS_Os01g009090	196	462	116	957	512	311	513	480
AGIS_Os01g009100	0	0	0	0	0	0	0	0
AGIS_Os01g009110	0	0	0	0	0	0	0	0
AGIS_Os01g009120	975	641	503	939	911	510	343	806
AGIS_Os01g009130	0	0	0	0	8	10	6	0
AGIS_Os01g009140	36	57	16	90	43	33	63	31
AGIS_Os01g009150	1728	1438	1275	1762	2432	1284	1165	1647
AGIS_Os01g009160	49	62	27	46	38	46	44	36
AGIS_Os01g009170	6	20	9	36	6	30	41	30
AGIS_Os01g009180	0	0	0	0	0	0	0	0
AGIS_Os01g009190	0	0	0	0	0	0	0	0
AGIS_Os01g009200	0	0	0	0	0	0	4	0
AGIS_Os01g009210	3165	1536	1321	1702	2868	1233	966	1848
AGIS_Os01g009220	90	175	105	343	122	194	174	162
AGIS_Os01g009230	0	0	0	0	0	0	0	0
AGIS_Os01g009240	0	0	0	0	0	0	0	0
AGIS_Os01g009250	0	0	0	0	0	0	0	0
AGIS_Os01g009260	0	0	0	0	0	0	4	0
AGIS_Os01g009270	0	0	0	0	0	0	0	0
AGIS_Os01g009280	0	0	0	0	0	0	0	0
AGIS_Os01g009290	0	0	0	0	0	0	0	0
AGIS_Os01g009300	0	0	0	0	0	0	0	0
AGIS_Os01g009310	106	266	97	306	127	223	216	334
AGIS_Os01g009320	0	70	56	133	139	87	119	67
AGIS_Os01g009330	0	0	0	0	0	0	0	0
AGIS_Os01g009340	2996	3706	3575	3525	4443	2771	1999	2475
AGIS_Os01g009350	599	212	232	388	566	140	129	295
AGIS_Os01g009360	1210	1546	1289	1668	2082	1306	1228	1552
AGIS_Os01g009370	102	142	144	144	198	161	114	170
AGIS_Os01g009380	74	80	80	73	172	55	141	137
AGIS_Os01g009390	7	5	20	7	16	25	27	14
AGIS_Os01g009400	209	289	198	250	412	156	76	233
AGIS_Os01g009410	83	54	20	106	36	50	44	126
AGIS_Os01g009420	4	30	6	22	54	26	22	32
AGIS_Os01g009430	0	0	0	0	0	0	0	0
AGIS_Os01g009440	0	0	0	0	0	0	2	0
AGIS_Os01g009450	261	343	321	364	390	236	188	277
AGIS_Os01g009460	1	0	0	0	0	0	0	0
AGIS_Os01g009470	729	548	379	616	783	287	177	546
