,genes,logFC,logCPM,F,PValue,FDR,change,CPM.WTHPmock_1,CPM.WTHPmock_2,CPM.WTHPmock_3,CPM.WTHPmock_4,CPM.WTHPmyc_1,CPM.WTHPmyc_2,CPM.WTHPmyc_3,CPM.WTHPmyc_4
31244,AGIS_Os06g036820, 4.082302e-01, 3.1432923303, 2.131301e+00,1.804812e-01,0.671218427,Not_significant,5.183158e+00,9.209631e+00,4.973626e+00,1.135108e+01,6.293863e+00,9.992237e+00,1.244697e+01,1.093399e+01
31245,AGIS_Os06g036830,-2.273363e-01, 3.5526403224, 1.278141e+00,2.893183e-01,0.739282859,Not_significant,1.657754e+01,1.177706e+01,1.134173e+01,1.109439e+01,1.098859e+01,1.019784e+01,1.057764e+01,1.103279e+01
31246,AGIS_Os06g036840, 8.522314e-01, 0.2736911020, 2.255582e+00,1.695535e-01,0.664702825,Not_significant,7.282123e-01,1.176050e+00,5.113073e-01,9.982102e-01,1.555127e+00,1.336410e+00,1.732545e+00,1.333815e+00
31247,AGIS_Os06g036850, 4.503395e-01, 1.0342940519, 9.401185e-01,3.591851e-01,0.776450847,Not_significant,9.423924e-01,2.153331e+00,2.417089e+00,1.426015e+00,2.229993e+00,3.084024e+00,1.436188e+00,2.404161e+00
31254,AGIS_Os06g036920,-5.099418e-01, 4.0520100779, 7.560204e+00,2.383112e-02,0.508903588,Not_significant,1.850516e+01,2.297439e+01,1.652452e+01,1.994994e+01,1.357068e+01,1.231554e+01,1.390595e+01,1.465550e+01
31255,AGIS_Os06g036930, 6.139905e-01, 2.1256326378, 6.451608e-01,4.473440e-01,0.819284265,Not_significant,1.970457e+00,2.120203e+00,1.231786e+00,8.812770e+00,1.540456e+00,5.530683e+00,1.025849e+01,3.161636e+00
31261,AGIS_Os06g036990, 2.922496e-02, 8.9037824790, 2.362855e-02,8.814427e-01,0.969431657,Not_significant,8.289840e+02,3.654203e+02,3.948920e+02,3.373237e+02,6.758347e+02,4.542767e+02,3.008473e+02,4.738667e+02
31262,AGIS_Os06g037000, 3.744089e-02, 3.3421010966, 3.066768e-02,8.651087e-01,0.966718770,Not_significant,1.781978e+01,8.977734e+00,5.880034e+00,8.256624e+00,1.357068e+01,1.046512e+01,6.474246e+00,9.386107e+00
31263,AGIS_Os06g037010,-4.369192e-01,-1.3447635719, 1.498216e-01,7.082751e-01,0.918983722,Not_significant,1.499261e-01,5.797430e-01,3.718599e-01,5.133652e-01,2.053941e-01,5.756844e-01,3.647463e-01,9.880113e-02
31264,AGIS_Os06g037020, 4.360623e-01,-0.2887108304, 1.897502e-01,6.740413e-01,0.907743127,Not_significant,3.855242e-01,8.778965e-01,3.486186e-01,5.704058e-01,5.868404e-02,1.171929e+00,1.732545e+00,1.136213e+00
31265,AGIS_Os06g037030, 1.028769e+00,-1.5019703583, 5.060749e-01,4.960142e-01,0.839182346,Not_significant,0.000000e+00,4.969225e-01,6.042723e-01,8.556087e-02,1.907231e-01,2.467219e-01,6.611026e-01,2.799365e-01
31266,AGIS_Os06g037040, 5.944773e-01,-1.3761810208, 3.295100e-01,5.809062e-01,0.872610629,Not_significant,2.998521e-01,2.815894e-01,2.324124e-01,2.852029e-01,3.374332e-01,5.551243e-01,4.787295e-01,3.293371e-01
31267,AGIS_Os06g037050, 2.068078e+00, 4.2630695930, 5.560869e+01,5.419875e-05,0.048769553,UP,1.156572e+01,1.209178e+00,7.228026e+00,1.122273e+01,5.312373e+01,7.607259e+00,3.800200e+01,2.333353e+01
31270,AGIS_Os06g037080,-7.328588e-01, 2.5027051881, 4.141057e+00,7.439787e-02,0.583794047,Not_significant,1.291506e+01,6.344044e+00,5.554657e+00,4.249523e+00,3.550384e+00,3.700829e+00,4.012209e+00,4.742454e+00
31271,AGIS_Os06g037090, 1.176069e-01, 2.4714270081, 1.419466e-01,7.156415e-01,0.920783482,Not_significant,4.026586e+00,3.991944e+00,4.717972e+00,9.012412e+00,4.914788e+00,5.427882e+00,6.838992e+00,5.137659e+00
31272,AGIS_Os06g037100, 2.971090e-01, 4.0137203072, 1.362546e+00,2.749856e-01,0.731180337,Not_significant,5.932788e+00,1.608373e+01,1.826762e+01,2.016385e+01,1.365871e+01,1.733221e+01,2.092732e+01,1.656566e+01
31273,AGIS_Os06g037110,-6.749547e-01, 2.8702430715, 7.071475e+00,2.751208e-02,0.515976122,Not_significant,1.304357e+01,7.785120e+00,8.436571e+00,6.588187e+00,7.232808e+00,6.435330e+00,3.784242e+00,4.907123e+00
31282,AGIS_Os06g037200,-3.475067e-01, 3.2852610330, 2.104439e+00,1.829663e-01,0.672385290,Not_significant,1.516395e+01,9.309016e+00,1.106283e+01,8.213844e+00,1.006431e+01,8.265184e+00,6.291873e+00,9.336707e+00
31295,AGIS_Os06g037330, 2.092379e-01, 3.0909415717, 7.398867e-01,4.134407e-01,0.805950635,Not_significant,8.395859e+00,7.636043e+00,7.437198e+00,7.629178e+00,7.188795e+00,8.470785e+00,1.269773e+01,8.431030e+00
31298,AGIS_Os06g037360,-2.898998e-02, 2.8869449897, 1.593466e-02,9.025007e-01,0.975245545,Not_significant,9.980792e+00,5.698045e+00,6.670237e+00,7.386755e+00,1.003497e+01,6.743732e+00,6.291873e+00,6.076270e+00
31299,AGIS_Os06g037370, 3.700334e-02, 2.6845491624, 2.488404e-02,8.783620e-01,0.969018395,Not_significant,4.519200e+00,6.741582e+00,7.088579e+00,6.873390e+00,4.694723e+00,7.442777e+00,7.545688e+00,6.240938e+00
31300,AGIS_Os06g037380,-2.688161e-01, 1.6740305566, 7.351834e-01,4.148692e-01,0.807062379,Not_significant,2.612997e+00,3.975380e+00,4.043976e+00,3.137232e+00,2.582098e+00,3.454107e+00,3.351106e+00,2.091291e+00
31301,AGIS_Os06g037390, 4.588001e-02, 3.9140340466, 3.977875e-02,8.466312e-01,0.962024128,Not_significant,8.545785e+00,1.669660e+01,1.185303e+01,2.268789e+01,8.626554e+00,1.585188e+01,1.983308e+01,1.620339e+01
31302,AGIS_Os06g037400, 2.874914e-01, 4.7710617119, 2.177507e+00,1.763114e-01,0.669101153,Not_significant,3.551106e+01,1.510645e+01,2.400820e+01,2.331534e+01,4.677118e+01,2.530956e+01,1.985587e+01,2.825712e+01
31305,AGIS_Os06g037430, 1.205269e+00, 2.5238065357, 9.574642e+00,1.384707e-02,0.449364325,UP,3.855242e-01,5.797430e+00,3.114327e+00,6.816350e+00,2.024599e+00,1.023896e+01,9.802555e+00,7.541820e+00
31310,AGIS_Os06g037480, 1.439282e+00,-1.3685148954, 6.690641e-01,4.358401e-01,0.813629786,Not_significant,0.000000e+00,9.938451e-02,2.556537e-01,3.279834e-01,1.247036e+00,4.112032e-01,2.963563e-01,1.317348e-01
31312,AGIS_Os06g037500, 3.713347e-01,-0.6576908908, 2.148065e-01,6.547337e-01,0.902073850,Not_significant,1.028064e+00,1.987690e-01,6.507548e-01,3.137232e-01,9.682866e-01,2.672821e-01,7.750858e-01,5.928068e-01
31315,AGIS_Os06g037530,-2.487599e-01, 3.4691486923, 1.239496e+00,2.962407e-01,0.742700765,Not_significant,1.235819e+01,1.065071e+01,1.540894e+01,9.739680e+00,1.126734e+01,1.126697e+01,8.731113e+00,8.892102e+00
31316,AGIS_Os06g037540,-1.180737e-01, 0.8424000144, 6.593063e-02,8.035000e-01,0.948404646,Not_significant,1.413589e+00,1.060101e+00,3.393221e+00,1.696957e+00,2.127296e+00,1.048568e+00,1.664155e+00,1.663152e+00
31320,AGIS_Os06g037580,-2.517336e-01, 1.8134875159, 1.015582e-01,7.588631e-01,0.934737264,Not_significant,1.884785e+00,3.577842e+00,2.207918e+00,4.905490e+00,1.320391e-01,4.523235e+00,5.813143e+00,4.791855e+00
31321,AGIS_Os06g037590,-1.062181e+00,-1.5157481938, 2.750356e-01,6.134534e-01,0.884964108,Not_significant,1.349335e+00,2.153331e-01,0.000000e+00,3.137232e-01,1.026971e-01,2.056016e-01,3.191530e-01,3.293371e-02
31322,AGIS_Os06g037600, 7.471337e-01, 2.0142997778, 1.138280e+00,3.192257e-01,0.755769403,Not_significant,1.841949e+00,2.418356e+00,8.599260e-01,6.531147e+00,1.144339e+00,5.098919e+00,9.232639e+00,4.907123e+00
31323,AGIS_Os06g037610, 2.161802e+00, 2.2875105807, 2.743126e+00,1.414783e-01,0.642930962,Not_significant,0.000000e+00,4.439175e+00,2.788949e-01,7.643438e+00,9.389446e-01,5.510123e+00,1.431629e+01,5.648131e+00
31325,AGIS_Os06g037630, 3.545310e+00,-1.1259995555, 3.955219e+00,8.002912e-02,0.592624127,Not_significant,0.000000e+00,9.938451e-02,0.000000e+00,5.561457e-01,1.467101e-01,1.315850e+00,9.118656e-01,3.622708e-01
31326,AGIS_Os06g037640,-7.484284e-01, 2.6434942369, 9.246274e+00,1.505531e-02,0.458427758,Not_significant,5.825698e+00,8.397991e+00,9.133808e+00,7.885861e+00,3.917160e+00,4.769957e+00,4.399752e+00,5.368195e+00
31327,AGIS_Os06g037650,-3.877881e-01,-0.2501899607, 1.758618e-01,6.854153e-01,0.911130125,Not_significant,3.855242e-01,1.242306e+00,4.183424e-01,1.283413e+00,2.640782e-01,2.261617e-01,1.686951e+00,9.221439e-01
31329,AGIS_Os06g037670, 3.715253e-01, 3.8915660621, 2.298907e+00,1.659519e-01,0.663180378,Not_significant,6.104132e+00,1.752480e+01,1.229462e+01,1.771110e+01,1.327726e+01,1.492668e+01,1.725706e+01,1.933209e+01
31330,AGIS_Os06g037680, 5.070478e-02, 0.1916982507, 5.410946e-03,9.430732e-01,0.986231719,Not_significant,1.156572e+00,9.110247e-01,1.417716e+00,7.272674e-01,1.540456e+00,1.151369e+00,3.875429e-01,1.547884e+00
31331,AGIS_Os06g037690, 3.004114e-01, 2.6293923788, 7.595529e-01,4.075531e-01,0.802418683,Not_significant,2.141801e+00,6.029327e+00,4.903902e+00,8.242364e+00,2.450059e+00,6.743732e+00,1.301688e+01,5.697532e+00
31333,AGIS_Os06g037710,-4.751804e-01, 5.0064632729, 6.368583e+00,3.415226e-02,0.530071094,Not_significant,5.977766e+01,2.921905e+01,3.725571e+01,2.504082e+01,3.663351e+01,2.611140e+01,1.969630e+01,2.313593e+01
31334,AGIS_Os06g037720,-1.126730e-02, 3.9282730676, 3.801561e-03,9.522700e-01,0.988759242,Not_significant,1.790546e+01,1.311876e+01,1.306158e+01,1.721200e+01,1.552193e+01,1.507060e+01,1.477222e+01,1.483664e+01
31335,AGIS_Os06g037730, 2.253455e-01, 4.4613084272, 1.866385e+00,2.071465e-01,0.687455061,Not_significant,3.007088e+01,1.765731e+01,1.603646e+01,1.838133e+01,2.872584e+01,2.241057e+01,2.083613e+01,2.181858e+01
31337,AGIS_Os06g037750, 1.539950e-01, 2.8889134571, 3.183715e-01,5.872523e-01,0.875216008,Not_significant,5.590100e+00,7.967325e+00,8.622501e+00,5.761099e+00,9.653524e+00,5.880205e+00,8.229587e+00,7.261883e+00
31340,AGIS_Os06g037780, 1.502973e-01, 3.5526245724, 5.981089e-01,4.603914e-01,0.825002001,Not_significant,1.216543e+01,1.078322e+01,1.036559e+01,1.099457e+01,1.186885e+01,1.406315e+01,1.219620e+01,1.114806e+01
31342,AGIS_Os06g037800,-4.896832e-01, 1.0433545031, 7.493397e-01,4.105936e-01,0.803633157,Not_significant,1.863367e+00,2.799330e+00,1.162062e+00,2.809249e+00,4.445316e+00,9.252071e-01,9.574589e-01,1.185614e+00
31344,AGIS_Os06g037820, 1.451786e+00,-0.7200732907, 1.246417e+00,2.949835e-01,0.742121438,Not_significant,0.000000e+00,3.975380e-01,3.253774e-01,1.012470e+00,3.521042e-01,8.429665e-01,1.208222e+00,4.281382e-01
31347,AGIS_Os06g037850, 9.119573e-01,-0.5698467859, 1.068899e+00,3.298811e-01,0.759563200,Not_significant,5.568682e-01,2.650254e-01,5.810311e-01,3.422435e-01,6.161824e-01,1.151369e+00,4.559328e-01,1.136213e+00
31349,AGIS_Os06g037870, 3.698467e-01, 5.3542716572, 4.992919e+00,5.418578e-02,0.559493765,Not_significant,2.664400e+01,3.842868e+01,3.265395e+01,4.621713e+01,4.124021e+01,4.227169e+01,5.008422e+01,4.941703e+01
31350,AGIS_Os06g037880, 9.011043e-01, 0.1397808187, 4.290175e-01,5.318719e-01,0.854834201,Not_significant,0.000000e+00,8.447683e-01,6.507548e-01,9.411696e-01,3.755778e+00,7.401657e-01,6.383059e-01,8.892102e-01
31354,AGIS_Os06g037920, 2.824183e+00,-1.8065041567, 2.037045e+00,1.894068e-01,0.676842753,Not_significant,0.000000e+00,2.650254e-01,1.394475e-01,0.000000e+00,2.640782e-01,3.289625e-01,2.279664e-01,7.574753e-01
31355,AGIS_Os06g037930, 4.670223e-01, 5.3194855603, 2.868513e+00,1.293744e-01,0.632034583,Not_significant,1.679172e+01,3.736858e+01,2.519351e+01,5.307626e+01,2.008461e+01,4.385482e+01,7.511493e+01,4.768801e+01
31356,AGIS_Os06g037940,-9.055371e-02, 5.6786491144, 3.815721e-01,5.530469e-01,0.862542793,Not_significant,7.984634e+01,3.541401e+01,5.505850e+01,4.225281e+01,6.926184e+01,3.301961e+01,4.782735e+01,4.679880e+01
31358,AGIS_Os06g037960, 8.099476e-01,-0.8860802378, 2.764536e-01,6.125547e-01,0.884963736,Not_significant,0.000000e+00,5.963071e-01,2.324124e-01,1.226373e+00,3.521042e-01,4.934438e-01,8.662723e-01,2.470028e-01
31359,AGIS_Os06g037970,-5.433752e-01, 5.5856403235, 1.268360e+01,6.759919e-03,0.364067795,Not_significant,8.087440e+01,5.004010e+01,4.559932e+01,5.287662e+01,4.484928e+01,3.760453e+01,3.209767e+01,3.994859e+01
31362,AGIS_Os06g038000, 1.591083e-01, 2.1676990391, 3.110967e-01,5.914780e-01,0.877083423,Not_significant,4.562036e+00,3.147176e+00,3.951011e+00,4.848450e+00,7.144782e+00,3.186825e+00,3.624666e+00,5.170593e+00
31363,AGIS_Os06g038010, 1.689245e+00,-1.3134071094, 1.445314e+00,2.618941e-01,0.723058209,Not_significant,0.000000e+00,1.325127e-01,2.788949e-01,3.707638e-01,6.455244e-01,2.056016e-01,4.787295e-01,7.904090e-01
31366,AGIS_Os06g038040, 2.589134e+00,-2.4085239917, 1.162804e+00,3.107095e-01,0.751486256,Not_significant,0.000000e+00,0.000000e+00,6.972373e-02,2.281623e-01,4.107883e-01,2.056016e-01,2.507630e-01,3.293371e-02
31368,AGIS_Os06g038060, 4.788463e-01, 0.2998580030, 6.450750e-01,4.438875e-01,0.817712229,Not_significant,1.906203e+00,5.963071e-01,4.415836e-01,9.839501e-01,2.728808e+00,6.579251e-01,1.504578e+00,7.245416e-01
31369,AGIS_Os06g038070,-1.076651e+00, 2.0221085808, 5.293703e+00,4.874606e-02,0.556957881,DOWN,5.932788e+00,4.604816e+00,5.972999e+00,4.534726e+00,2.479401e+00,3.495227e+00,8.890690e-01,4.297849e+00
31373,AGIS_Os06g038110,-5.916389e-01, 3.3839371919, 6.594586e+00,3.181709e-02,0.522934111,Not_significant,2.435228e+01,1.084948e+01,8.761949e+00,7.529357e+00,1.103260e+01,9.087590e+00,5.562380e+00,6.059803e+00
31378,AGIS_Os06g038160,-8.134446e-01, 0.5208045825, 2.330981e+00,1.633510e-01,0.660964701,Not_significant,2.955685e+00,1.043537e+00,2.765708e+00,7.557877e-01,1.261707e+00,8.429665e-01,8.434757e-01,7.574753e-01
31379,AGIS_Os06g038170,-2.087793e-01,-1.6512900185, 2.495595e-02,8.781880e-01,0.968980288,Not_significant,2.998521e-01,4.969225e-01,9.296497e-02,4.278044e-02,9.242736e-01,1.644813e-01,2.051698e-01,0.000000e+00
31380,AGIS_Os06g038180,-4.979410e-01, 1.0751638713, 1.447800e+00,2.615147e-01,0.722778498,Not_significant,4.626290e+00,2.468049e+00,1.487440e+00,1.468795e+00,2.259335e+00,1.315850e+00,1.664155e+00,1.284415e+00
31402,AGIS_Os06g038400, 1.897870e-02, 2.8095619433, 5.329205e-03,9.435040e-01,0.986476073,Not_significant,6.661001e+00,6.145275e+00,8.366847e+00,6.488366e+00,8.597212e+00,6.784852e+00,5.471194e+00,7.278350e+00
31406,AGIS_Os06g038440,-6.786449e-02,-1.2105428066, 3.127907e-03,9.566996e-01,0.989458083,Not_significant,1.028064e+00,1.987690e-01,3.718599e-01,9.982102e-02,6.455244e-01,2.261617e-01,9.118656e-02,5.104725e-01
31408,AGIS_Os06g038460, 2.672241e-01, 4.6983730790, 1.804288e+00,2.141614e-01,0.691833912,Not_significant,1.897636e+01,2.501177e+01,2.956286e+01,2.091963e+01,3.110254e+01,2.269842e+01,2.801707e+01,3.112236e+01
31413,AGIS_Os06g038510,-1.162190e+00,-2.3126723428, 3.546153e-01,5.691587e-01,0.867531264,Not_significant,2.784341e-01,0.000000e+00,1.859299e-01,2.566826e-01,4.401303e-01,0.000000e+00,0.000000e+00,1.317348e-01
31415,AGIS_Os06g038530,-2.893332e-01, 7.0400745125, 3.033323e+00,1.177459e-01,0.623950656,Not_significant,2.240966e+02,1.280404e+02,1.236899e+02,1.119992e+02,1.359856e+02,1.118061e+02,1.010803e+02,1.158608e+02
31421,AGIS_Os06g038590, 1.796118e+00,-1.1403407572, 1.719713e+00,2.242487e-01,0.699962984,Not_significant,0.000000e+00,3.975380e-01,1.859299e-01,3.422435e-01,6.601954e-01,6.579251e-01,6.383059e-01,4.446051e-01
31423,AGIS_Os06g038610, 3.024368e-01, 3.5473895859, 2.324342e+00,1.638849e-01,0.660968154,Not_significant,7.046525e+00,1.247276e+01,9.761322e+00,1.274857e+01,9.360104e+00,1.338466e+01,1.456705e+01,1.389803e+01
31425,AGIS_Os06g038630,-3.878190e-01, 2.2186561736, 1.829093e+00,2.113209e-01,0.689737630,Not_significant,8.395859e+00,3.909124e+00,4.996867e+00,3.479476e+00,6.939388e+00,2.467219e+00,3.054750e+00,3.705042e+00
31427,AGIS_Os06g038650,-1.327945e+00,-2.2728861864, 5.719321e-01,4.727307e-01,0.829085005,Not_significant,0.000000e+00,2.981535e-01,3.253774e-01,2.852029e-01,0.000000e+00,2.467219e-01,2.051698e-01,1.646686e-02
31428,AGIS_Os06g038660,-8.741940e-01, 0.4220149524, 1.448081e+00,2.614718e-01,0.722778498,Not_significant,3.084193e+00,5.631789e-01,2.788949e+00,6.274464e-01,1.540456e+00,4.112032e-01,3.419496e-01,1.103279e+00
31429,AGIS_Os06g038670,-1.886580e-01, 3.3200614075, 8.916050e-01,3.712617e-01,0.782696903,Not_significant,1.544238e+01,1.007096e+01,7.646369e+00,9.482997e+00,1.223562e+01,8.532466e+00,6.884585e+00,9.303773e+00
31431,AGIS_Os06g038690,-3.260393e-01, 8.8114119490, 4.580054e+00,6.297066e-02,0.565676176,Not_significant,6.993194e+02,4.196842e+02,5.394292e+02,3.614947e+02,4.496811e+02,3.458424e+02,4.392001e+02,3.391678e+02
31432,AGIS_Os06g038700, 3.329536e-01, 1.3686366859, 6.803658e-01,4.321330e-01,0.812418389,Not_significant,1.349335e+00,1.557024e+00,3.160809e+00,3.237053e+00,2.229993e+00,3.330746e+00,2.256867e+00,3.243970e+00
31434,AGIS_Os06g038720,-2.557929e-01, 0.1979086730, 2.049914e-01,6.621239e-01,0.904244441,Not_significant,4.283602e-01,1.639844e+00,2.184677e+00,8.270885e-01,5.574984e-01,8.635267e-01,1.572968e+00,8.398096e-01
31435,AGIS_Os06g038730, 3.034776e-01,-0.4193772541, 5.426764e-02,8.213425e-01,0.953220225,Not_significant,8.567203e-02,8.944606e-01,1.394475e-01,1.026730e+00,0.000000e+00,1.110249e+00,1.345002e+00,1.086812e+00
31437,AGIS_Os06g038750,-2.325381e-01, 1.9242540265, 3.520226e-01,5.685117e-01,0.867527739,Not_significant,3.598225e+00,3.395637e+00,3.695358e+00,4.991051e+00,2.288678e+00,4.029791e+00,5.949923e+00,2.140691e+00
31438,AGIS_Os06g038760, 1.212469e-01, 3.6870574526, 3.848809e-01,5.513680e-01,0.862336886,Not_significant,7.753319e+00,1.272122e+01,1.320103e+01,1.535818e+01,8.083726e+00,1.745557e+01,1.443027e+01,1.374982e+01
31439,AGIS_Os06g038770,-1.622556e-01, 4.9844593561, 8.894580e-01,3.718105e-01,0.782901702,Not_significant,5.900661e+01,2.227869e+01,3.125947e+01,2.457023e+01,4.013988e+01,2.407595e+01,2.605656e+01,2.558949e+01
31440,AGIS_Os06g038780,-5.358459e-01, 0.5788887622, 8.463572e-01,3.831024e-01,0.789273723,Not_significant,4.262184e+00,9.441528e-01,1.673369e+00,6.559667e-01,1.232365e+00,6.579251e-01,1.048645e+00,1.218547e+00
31442,AGIS_Os06g038800,-1.574888e-01, 4.1312454330, 4.378694e-01,5.257873e-01,0.852295527,Not_significant,3.137738e+01,1.706101e+01,1.473495e+01,1.203556e+01,2.020198e+01,1.313794e+01,1.221900e+01,1.913449e+01
31457,AGIS_Os06g038950,-1.817636e-01, 2.6478376877, 4.786222e-01,5.076123e-01,0.845395866,Not_significant,1.186558e+01,6.261224e+00,4.927143e+00,4.035621e+00,8.465173e+00,4.996119e+00,4.012209e+00,5.285861e+00
31459,AGIS_Os06g038970,-1.131375e-01, 1.1387306617, 6.260115e-02,8.084087e-01,0.949075737,Not_significant,2.420235e+00,3.213432e+00,1.510681e+00,1.882339e+00,2.816834e+00,1.213049e+00,2.028901e+00,2.223025e+00
31460,AGIS_Os06g038980, 4.645876e-01, 0.6177311132, 7.255097e-01,4.178327e-01,0.808281324,Not_significant,2.270309e+00,1.325127e+00,5.345486e-01,1.197852e+00,1.628482e+00,1.562572e+00,1.937714e+00,1.531418e+00
31461,AGIS_Os06g038990,-2.746413e-01,-0.3502555459, 1.327450e-01,7.245545e-01,0.922335354,Not_significant,1.692023e+00,5.300507e-01,3.253774e-01,9.554298e-01,8.215765e-01,5.551243e-01,5.927127e-01,5.104725e-01
31465,AGIS_Os06g039030,-2.628307e-01, 4.4022981161, 9.103968e-01,3.669761e-01,0.780645441,Not_significant,2.553027e+01,1.684567e+01,3.379277e+01,1.582876e+01,3.151333e+01,1.581076e+01,1.317646e+01,1.638452e+01
31468,AGIS_Os06g039060, 3.388017e-01, 2.0060359962, 1.498486e-01,7.099624e-01,0.919377175,Not_significant,2.570161e+00,3.196868e+00,5.113073e-01,6.916171e+00,1.672495e+00,2.878422e+00,1.028128e+01,3.820310e+00
31469,AGIS_Os06g039070,-1.840873e-01, 2.9860298325, 6.559112e-01,4.402218e-01,0.815382392,Not_significant,9.937956e+00,6.956916e+00,7.669610e+00,8.684429e+00,9.829576e+00,5.037239e+00,8.024418e+00,6.949013e+00
31470,AGIS_Os06g039080,-2.735081e-01, 1.7187944643, 7.043263e-01,4.244444e-01,0.811284431,Not_significant,4.305020e+00,2.302408e+00,4.625007e+00,3.180012e+00,3.726436e+00,2.487779e+00,2.576020e+00,2.848766e+00
31472,AGIS_Os06g039100, 3.930373e-02,-0.2626866175, 1.746474e-03,9.676364e-01,0.992313788,Not_significant,5.568682e-01,1.987690e-01,7.437198e-01,1.668437e+00,2.640782e-01,1.418651e+00,7.522891e-01,7.739422e-01
31473,AGIS_Os06g039110,-2.757253e-01, 4.9166611248, 1.768163e+00,2.183922e-01,0.695257560,Not_significant,5.112479e+01,2.738043e+01,3.105030e+01,2.441337e+01,2.997287e+01,3.034679e+01,2.022062e+01,2.684097e+01
31474,AGIS_Os06g039120,-3.139537e-01, 0.8905819219, 5.628546e-01,4.734876e-01,0.829441436,Not_significant,3.191283e+00,1.739229e+00,1.092338e+00,2.139022e+00,2.200651e+00,1.829854e+00,1.071442e+00,1.267948e+00
31475,AGIS_Os06g039130, 2.632389e-02, 5.1850790683, 2.885436e-02,8.691135e-01,0.967475868,Not_significant,2.966394e+01,4.023416e+01,3.732544e+01,3.699082e+01,3.474095e+01,3.639148e+01,3.326030e+01,4.213868e+01
31476,AGIS_Os06g039140, 3.237913e-01, 7.4551165632, 4.668013e+00,6.095564e-02,0.562849868,Not_significant,1.666749e+02,1.605888e+02,1.470473e+02,1.475782e+02,2.064211e+02,1.670718e+02,1.864081e+02,2.217097e+02
31480,AGIS_Os06g039180, 2.952244e+00,-1.4598776660, 3.720619e+00,8.794175e-02,0.599963621,Not_significant,0.000000e+00,2.318972e-01,0.000000e+00,2.852029e-01,2.934202e-01,1.130809e+00,2.051698e-01,4.610719e-01
31482,AGIS_Os06g039200, 1.410395e-01, 4.3240639007, 6.693450e-01,4.357474e-01,0.813629786,Not_significant,2.814326e+01,1.757449e+01,1.747741e+01,1.381808e+01,2.623177e+01,1.809294e+01,1.974189e+01,1.887102e+01
31483,AGIS_Os06g039210, 1.839126e-03, 3.6429845619, 9.413938e-05,9.924838e-01,0.998375131,Not_significant,1.623485e+01,1.255558e+01,1.268972e+01,8.712949e+00,1.494976e+01,1.196601e+01,1.187705e+01,1.067052e+01
31485,AGIS_Os06g039230, 7.396626e-01,-1.8548742035, 1.273329e-01,7.299633e-01,0.924354998,Not_significant,3.426881e-01,1.325127e-01,4.648249e-02,0.000000e+00,3.521042e-01,1.644813e-01,0.000000e+00,8.562765e-01
31491,AGIS_Os06g039290,-9.380596e-01,-2.0952858165, 9.854857e-02,7.621895e-01,0.935744913,Not_significant,8.567203e-01,3.312817e-01,0.000000e+00,0.000000e+00,0.000000e+00,1.644813e-01,2.735597e-01,0.000000e+00
31492,AGIS_Os06g039300, 1.020746e+00, 4.2885548095, 1.040763e+01,1.237768e-02,0.443032057,UP,1.514253e+01,2.501177e+00,1.724500e+01,2.071999e+01,4.357290e+01,9.889436e+00,2.334376e+01,2.361347e+01
31493,AGIS_Os06g039310, 1.714187e+00, 1.6833107421, 1.115528e+01,9.467264e-03,0.412709815,UP,2.441653e+00,1.225742e+00,7.204785e-01,1.212112e+00,5.707023e+00,1.788734e+00,8.297977e+00,4.017913e+00
31494,AGIS_Os06g039320,-5.735288e-01,-2.1120317659, 8.974117e-02,7.717452e-01,0.938850012,Not_significant,5.568682e-01,8.282042e-02,9.296497e-02,2.281623e-01,0.000000e+00,2.467219e-01,6.838992e-02,2.964034e-01
