,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2mockLP_1,CPM.pho2mockLP_2,CPM.pho2mockLP_3,CPM.pho2mockLP_4,CPM.pho2mockHP_1,CPM.pho2mockHP_2,CPM.pho2mockHP_3,CPM.pho2mockHP_4
25860,AGIS_Os05g028970, 1.482322e-01, 7.9663716478, 3.507673e-01,5.749112e-01,0.9999110,Not_significant,3.023046e+02,2.288487e+02,1.738868e+02,2.468211e+02,2.554183e+02,2.000747e+02,2.878081e+02,3.053343e+02
25861,AGIS_Os05g028980, 2.290701e-01, 5.1229543509, 9.572000e-01,3.650547e-01,0.9999110,Not_significant,2.148509e+01,3.109926e+01,4.011621e+01,3.671569e+01,3.727163e+01,3.594312e+01,3.073580e+01,4.508542e+01
25862,AGIS_Os05g028990, 2.920405e-01, 3.6517520545, 1.224107e+00,3.102355e-01,0.9999110,Not_significant,1.924706e+01,8.489690e+00,5.372540e+00,1.077154e+01,2.845960e+01,6.576550e+00,9.999871e+00,1.132734e+01
25864,AGIS_Os05g029010,-2.135738e-02,-1.9544078415, 2.285835e-04,9.884192e-01,0.9999110,Not_significant,5.541790e-01,2.308912e-01,1.310376e-01,0.000000e+00,3.481296e-01,3.038670e-01,0.000000e+00,1.866118e-01
25865,AGIS_Os05g029020, 7.788802e-01, 1.7772209596, 1.762099e+00,2.318410e-01,0.9999110,Not_significant,4.198971e+00,2.308912e+00,8.236647e-01,3.034520e+00,3.481296e+00,3.147194e+00,6.421185e+00,3.694914e+00
25866,AGIS_Os05g029030, 6.207145e-02, 1.6326487052, 3.960246e-02,8.486771e-01,0.9999110,Not_significant,4.348173e+00,2.486520e+00,2.695630e+00,2.471828e+00,3.307231e+00,3.407651e+00,3.762733e+00,2.015408e+00
25868,AGIS_Os05g029050,-8.080305e-02, 2.5549171097, 1.175368e-01,7.431380e-01,0.9999110,Not_significant,5.989396e+00,6.962256e+00,5.653335e+00,5.405868e+00,5.874687e+00,5.013805e+00,6.359836e+00,5.430404e+00
25872,AGIS_Os05g029090,-3.024985e-01, 1.6954702785, 4.137003e-01,5.434851e-01,0.9999110,Not_significant,5.605733e+00,1.829368e+00,3.144901e+00,3.697694e+00,2.589214e+00,3.863452e+00,3.210592e+00,1.660845e+00
25873,AGIS_Os05g029100,-1.129281e-01, 2.7240830097, 1.568832e-01,7.055149e-01,0.9999110,Not_significant,5.371273e+00,6.127496e+00,7.057309e+00,8.159042e+00,4.808540e+00,5.708358e+00,1.051111e+01,4.795924e+00
25874,AGIS_Os05g029110, 2.301296e-01, 0.7755196936, 3.663231e-01,5.666667e-01,0.9999110,Not_significant,2.152772e+00,1.332064e+00,1.478852e+00,1.145481e+00,2.349875e+00,2.235593e+00,1.083831e+00,1.604862e+00
25875,AGIS_Os05g029120,-2.608085e-01,-1.4074635439, 3.821064e-02,8.513645e-01,0.9999110,Not_significant,2.984041e-01,3.374563e-01,2.246358e-01,3.416348e-01,6.527430e-01,6.511435e-01,2.044963e-01,0.000000e+00
25877,AGIS_Os05g029140,-1.570999e-01, 2.8677494942, 3.184511e-01,5.926517e-01,0.9999110,Not_significant,9.101324e+00,7.583886e+00,5.690774e+00,8.259523e+00,5.439525e+00,7.987360e+00,7.893558e+00,6.120868e+00
25878,AGIS_Os05g029150, 6.952155e-01,-1.5039395468, 3.742108e-01,5.627901e-01,0.9999110,Not_significant,2.984041e-01,1.420869e-01,6.364682e-01,2.009616e-02,4.569201e-01,1.302287e-01,3.476438e-01,4.665296e-01
25880,AGIS_Os05g029170, 7.817309e-01, 6.8978084281, 9.806439e+00,1.982295e-02,0.9999110,Not_significant,1.061040e+02,6.280239e+01,1.207979e+02,5.711329e+01,1.255660e+02,1.626557e+02,2.347822e+02,8.384469e+01
25882,AGIS_Os05g029190, 1.784027e-01, 2.0544316941, 2.310906e-01,6.474584e-01,0.9999110,Not_significant,3.047984e+00,3.854106e+00,4.024725e+00,3.938848e+00,5.678864e+00,3.668108e+00,6.482534e+00,2.220681e+00
25883,AGIS_Os05g029200, 1.805423e-01, 4.7653572738, 6.918152e-01,4.368644e-01,0.9999110,Not_significant,2.291317e+01,2.589533e+01,2.875338e+01,2.343212e+01,3.914282e+01,2.383185e+01,2.656407e+01,2.672281e+01
25884,AGIS_Os05g029210,-2.655860e-03, 5.9866266467, 9.916902e-05,9.923720e-01,0.9999110,Not_significant,4.265047e+01,6.381476e+01,7.948364e+01,6.836714e+01,6.000884e+01,6.804450e+01,4.417121e+01,8.041104e+01
25885,AGIS_Os05g029220,-1.686535e-01, 2.1518800705, 3.999316e-01,5.499011e-01,0.9999110,Not_significant,4.369488e+00,4.600062e+00,5.297661e+00,4.300579e+00,5.200186e+00,4.297547e+00,3.435538e+00,3.732237e+00
25886,AGIS_Os05g029230,-1.390831e+00, 0.2136005850, 4.421545e+00,7.937487e-02,0.9999110,Not_significant,5.968081e-01,1.953694e+00,1.946844e+00,1.647885e+00,2.610972e-01,1.193763e+00,1.635971e-01,1.175655e+00
25887,AGIS_Os05g029240,-5.005184e-01, 1.6977560244, 1.445464e+00,2.738042e-01,0.9999110,Not_significant,2.259345e+00,4.156041e+00,4.230641e+00,4.119713e+00,3.154925e+00,1.823202e+00,1.697320e+00,4.180105e+00
25889,AGIS_Os05g029260,-8.906133e-02, 0.2684246103, 3.629381e-02,8.550442e-01,0.9999110,Not_significant,1.769110e+00,9.413255e-01,1.085740e+00,1.024904e+00,9.138402e-01,1.584449e+00,9.202335e-01,1.082349e+00
25890,AGIS_Os05g029270,-3.229642e-01,-0.3965992210, 2.356206e-01,6.442423e-01,0.9999110,Not_significant,6.820664e-01,7.459560e-01,1.609890e+00,2.210578e-01,1.958229e-01,8.030770e-01,1.063381e+00,4.292072e-01
25891,AGIS_Os05g029280, 2.566933e-01, 3.2999922441, 6.236426e-01,4.592605e-01,0.9999110,Not_significant,1.257560e+01,7.424039e+00,6.214924e+00,8.922696e+00,1.009576e+01,5.469606e+00,1.241293e+01,1.535815e+01
25892,AGIS_Os05g029290,-3.098735e+00,-1.6300708979, 2.731481e+00,1.486212e-01,0.9999110,Not_significant,1.001785e+00,2.131303e-01,2.620751e-01,2.612501e-01,0.000000e+00,4.340957e-02,4.907912e-01,0.000000e+00
25893,AGIS_Os05g029300, 3.928352e-02, 3.2504627723, 3.323040e-02,8.612150e-01,0.9999110,Not_significant,7.012495e+00,9.129081e+00,9.378545e+00,1.181654e+01,7.027867e+00,1.235002e+01,9.488630e+00,9.610509e+00
25895,AGIS_Os05g029320, 4.750413e-02, 6.7641083481, 5.314282e-02,8.251605e-01,0.9999110,Not_significant,1.304026e+02,1.010238e+02,9.947623e+01,9.573812e+01,1.089646e+02,1.044434e+02,1.378101e+02,9.136515e+01
25898,AGIS_Os05g029350, 1.722485e-01, 1.6762301926, 3.387803e-01,5.812310e-01,0.9999110,Not_significant,2.451176e+00,2.752933e+00,3.388257e+00,3.255578e+00,3.372506e+00,3.516175e+00,2.535755e+00,3.974832e+00
25903,AGIS_Os05g029400, 2.132997e-02, 5.0217116070, 5.131668e-03,9.451810e-01,0.9999110,Not_significant,2.348866e+01,3.624991e+01,3.811321e+01,3.012415e+01,3.975205e+01,3.715859e+01,2.002019e+01,3.465382e+01
25904,AGIS_Os05g029410, 2.911555e-01, 4.3789320447, 2.862623e+00,1.404040e-01,0.9999110,Not_significant,2.216716e+01,1.612686e+01,1.699744e+01,1.903107e+01,2.671895e+01,1.727701e+01,2.073593e+01,2.707738e+01
25906,AGIS_Os05g029430, 4.835773e-02, 1.7189587421, 1.490275e-02,9.067575e-01,0.9999110,Not_significant,2.046199e+00,3.090389e+00,2.695630e+00,5.044137e+00,2.328117e+00,4.688233e+00,3.905880e+00,2.220681e+00
25907,AGIS_Os05g029440, 1.593436e-01, 3.7693792653, 6.712717e-01,4.431964e-01,0.9999110,Not_significant,1.359870e+01,1.324960e+01,1.269192e+01,1.169597e+01,1.496957e+01,1.154695e+01,1.582802e+01,1.519020e+01
25908,AGIS_Os05g029450, 4.637065e-01, 0.5297973855, 8.181004e-01,4.000184e-01,0.9999110,Not_significant,1.087043e+00,1.243260e+00,7.862254e-01,1.346443e+00,1.000873e+00,1.063534e+00,2.985646e+00,1.716829e+00
25910,AGIS_Os05g029470,-4.622398e-02, 6.3661286489, 2.691593e-02,8.749802e-01,0.9999110,Not_significant,1.286761e+02,7.390293e+01,6.510695e+01,7.226580e+01,6.943010e+01,6.869564e+01,9.815824e+01,8.335950e+01
25911,AGIS_Os05g029480, 8.256711e-02, 1.2997657426, 3.905151e-02,8.497623e-01,0.9999110,Not_significant,7.673247e-01,3.978432e+00,2.096601e+00,2.913943e+00,1.936471e+00,3.863452e+00,1.349676e+00,2.463276e+00
25912,AGIS_Os05g029490, 2.387422e+00, 3.3559502075, 6.827043e+01,1.552277e-04,0.3430673,Not_significant,2.984041e+00,4.280367e+00,4.211922e+00,1.969424e+00,1.512188e+01,1.445539e+01,2.094042e+01,1.763482e+01
25914,AGIS_Os05g029510,-3.994845e-02, 0.2441323448, 1.927661e-03,9.663809e-01,0.9999110,Not_significant,1.300189e+00,6.038692e-01,8.049450e-01,1.125385e+00,2.175810e-01,1.541040e+00,3.067445e+00,5.038519e-01
25916,AGIS_Os05g029530,-1.917962e-01, 5.0925438096, 5.239753e-01,4.959398e-01,0.9999110,Not_significant,4.207497e+01,4.504154e+01,2.489714e+01,3.428405e+01,3.057013e+01,2.450470e+01,3.410999e+01,3.715441e+01
25917,AGIS_Os05g029540,-2.208627e-01, 2.8951018395, 4.487358e-01,5.274457e-01,0.9999110,Not_significant,7.033810e+00,7.797017e+00,8.030731e+00,7.335099e+00,3.437780e+00,8.399751e+00,1.224933e+01,4.907891e+00
25921,AGIS_Os05g029580, 2.569251e-01, 2.6893726157, 6.773903e-01,4.414419e-01,0.9999110,Not_significant,6.415687e+00,6.091974e+00,4.211922e+00,6.450868e+00,5.221944e+00,6.185863e+00,9.652227e+00,7.053927e+00
25922,AGIS_Os05g029590,-8.339580e-02, 3.2772160687, 6.779366e-02,8.031362e-01,0.9999110,Not_significant,1.080649e+01,7.654930e+00,8.985433e+00,1.127395e+01,4.743266e+00,8.768733e+00,1.106325e+01,1.393990e+01
25924,AGIS_Os05g029610,-4.539298e-02, 0.8318771352, 5.722395e-03,9.421184e-01,0.9999110,Not_significant,2.685636e+00,1.651760e+00,6.364682e-01,2.230674e+00,1.283728e+00,1.128649e+00,2.515305e+00,1.791474e+00
25925,AGIS_Os05g029620,-8.608031e-01, 0.0989841889, 9.703712e-01,3.620019e-01,0.9999110,Not_significant,3.623478e-01,1.456390e+00,2.040442e+00,1.406731e+00,1.044389e+00,1.237173e+00,2.453956e-01,4.478684e-01
25926,AGIS_Os05g029630, 5.145223e-02, 4.5057615136, 9.637728e-02,7.664747e-01,0.9999110,Not_significant,2.438387e+01,2.154392e+01,2.207047e+01,2.083972e+01,2.689301e+01,2.074977e+01,2.486675e+01,2.007943e+01
25928,AGIS_Os05g029650,-1.422431e-01, 6.4345015730, 6.499286e-01,4.501824e-01,0.9999110,Not_significant,9.828151e+01,9.155722e+01,8.987305e+01,8.253494e+01,8.518297e+01,8.308591e+01,9.200290e+01,6.910236e+01
25932,AGIS_Os05g029690, 1.233746e-01, 4.7820154668, 5.084595e-01,5.019571e-01,0.9999110,Not_significant,2.709083e+01,2.488296e+01,2.497202e+01,2.767242e+01,3.189738e+01,2.213888e+01,2.807735e+01,3.304895e+01
25934,AGIS_Os05g029710, 2.716883e-01, 2.0784677173, 7.390286e-01,4.224096e-01,0.9999110,Not_significant,5.861508e+00,3.001585e+00,2.433555e+00,4.300579e+00,4.264588e+00,3.906861e+00,4.723865e+00,4.982536e+00
25936,AGIS_Os05g029730, 7.280132e-01, 2.2767547721, 2.624552e+00,1.554973e-01,0.9999110,Not_significant,9.357099e+00,2.895020e+00,1.591170e+00,2.733078e+00,5.939962e+00,4.644824e+00,5.869045e+00,5.430404e+00
25937,AGIS_Os05g029740, 7.335638e-02, 2.6880815053, 9.246846e-02,7.710901e-01,0.9999110,Not_significant,7.374843e+00,4.830953e+00,6.570598e+00,6.310195e+00,6.418640e+00,7.162579e+00,6.134890e+00,6.438108e+00
25938,AGIS_Os05g029750,-7.526936e-02, 6.9163385101, 4.947010e-02,8.312423e-01,0.9999110,Not_significant,1.652093e+02,1.028709e+02,8.358324e+01,1.400502e+02,7.663203e+01,8.671061e+01,1.425135e+02,1.684172e+02
25939,AGIS_Os05g029760, 1.226768e-01, 3.9999346408, 2.677569e-01,6.230477e-01,0.9999110,Not_significant,1.506940e+01,1.497240e+01,1.375894e+01,1.657933e+01,1.420804e+01,1.779792e+01,2.265819e+01,1.263362e+01
25942,AGIS_Os05g029790, 1.976894e-01, 5.0631675577, 1.156632e+00,3.225398e-01,0.9999110,Not_significant,3.050116e+01,3.081509e+01,2.961449e+01,3.263617e+01,4.556146e+01,3.155876e+01,3.010186e+01,3.635198e+01
25943,AGIS_Os05g029800,-5.249456e-02, 4.0984935957, 4.034245e-02,8.473371e-01,0.9999110,Not_significant,1.246903e+01,1.864890e+01,1.958076e+01,1.872962e+01,1.912537e+01,1.705996e+01,1.151314e+01,1.959424e+01
25944,AGIS_Os05g029810,-4.459737e-02, 3.6131440221, 4.841832e-02,8.329622e-01,0.9999110,Not_significant,1.031625e+01,1.346273e+01,1.278552e+01,1.302231e+01,1.322893e+01,1.165547e+01,1.237203e+01,1.073018e+01
25945,AGIS_Os05g029820,-1.696365e+00,-0.5591653072, 8.573817e+00,2.560891e-02,0.9999110,Not_significant,6.607518e-01,1.491912e+00,1.160618e+00,5.827887e-01,1.523067e-01,4.775052e-01,2.862949e-01,2.799177e-01
25946,AGIS_Os05g029830,-3.867564e-01, 4.8894732269, 2.660442e-01,6.241383e-01,0.9999110,Not_significant,8.035595e+00,4.086773e+01,5.460522e+01,3.325915e+01,3.487824e+01,3.711518e+01,9.631777e+00,1.839993e+01
25947,AGIS_Os05g029840,-3.402942e-01, 4.6461767594, 3.969911e+00,9.223713e-02,0.9999110,Not_significant,2.979778e+01,2.916333e+01,2.944601e+01,2.331155e+01,2.569632e+01,1.959942e+01,2.251505e+01,2.047132e+01
25949,AGIS_Os05g029860, 5.253198e-01, 0.6596425114, 8.709442e-01,3.861158e-01,0.9999110,Not_significant,7.673247e-01,2.006977e+00,1.141899e+00,1.105289e+00,1.631858e+00,8.464866e-01,1.840467e+00,2.967128e+00
25952,AGIS_Os05g029890,-6.547450e-01, 1.9186214045, 5.074876e+00,6.412919e-02,0.9999110,Not_significant,4.007140e+00,3.765302e+00,5.278942e+00,5.104425e+00,2.415149e+00,2.843327e+00,2.249460e+00,4.254750e+00
25953,AGIS_Os05g029900, 2.308667e-01, 4.2139977691, 1.215918e+00,3.115788e-01,0.9999110,Not_significant,2.061119e+01,1.362258e+01,1.679153e+01,1.728270e+01,1.692780e+01,1.975135e+01,1.940670e+01,2.375569e+01
25954,AGIS_Os05g029910, 7.932088e-01,-1.4865649471, 1.051816e-01,7.565221e-01,0.9999110,Not_significant,3.410332e-01,3.552172e-02,0.000000e+00,2.411539e-01,0.000000e+00,2.170478e-02,1.186079e+00,7.091249e-01
25966,AGIS_Os05g030030, 1.412715e-01, 3.1279872140, 4.484645e-01,5.273966e-01,0.9999110,Not_significant,6.543575e+00,8.560734e+00,9.022872e+00,9.103561e+00,9.094886e+00,9.658629e+00,9.161436e+00,8.472177e+00
25967,AGIS_Os05g030040,-2.814395e-01, 3.1145240863, 1.305616e+00,2.958545e-01,0.9999110,Not_significant,9.655503e+00,7.974625e+00,1.055788e+01,9.344715e+00,6.723253e+00,9.832267e+00,9.059187e+00,5.822289e+00
25968,AGIS_Os05g030050,-1.942440e-01, 1.4496769375, 3.135146e-01,5.953562e-01,0.9999110,Not_significant,2.344603e+00,3.569932e+00,2.882826e+00,2.572309e+00,3.459538e+00,2.582869e+00,1.635971e+00,2.481937e+00
25969,AGIS_Os05g030060,-7.915631e-01, 0.5948229957, 4.023949e+00,9.050823e-02,0.9999110,Not_significant,2.664322e+00,1.616238e+00,1.890685e+00,1.245962e+00,1.174937e+00,6.945531e-01,1.635971e+00,8.397532e-01
25970,AGIS_Os05g030070, 6.434388e-02, 3.9469881199, 1.103467e-01,7.507812e-01,0.9999110,Not_significant,2.274265e+01,1.126038e+01,1.407718e+01,1.282135e+01,1.832032e+01,1.265389e+01,1.783208e+01,1.336141e+01
25974,AGIS_Os05g030110, 1.303471e-01, 6.6515219976, 4.184266e-01,5.411016e-01,0.9999110,Not_significant,1.006261e+02,9.171707e+01,8.004523e+01,1.119557e+02,9.129699e+01,9.949473e+01,1.161130e+02,1.126949e+02
25975,AGIS_Os05g030120, 8.656852e-01,-0.1631943268, 2.036157e+00,2.025082e-01,0.9999110,Not_significant,3.410332e-01,6.038692e-01,3.931127e-01,1.205770e+00,8.268078e-01,8.681914e-01,1.656420e+00,9.330591e-01
25980,AGIS_Os05g030170, 1.294051e-01,-1.4851137166, 1.161335e-02,9.176364e-01,0.9999110,Not_significant,4.689207e-01,2.486520e-01,3.743930e-02,4.823079e-01,1.523067e-01,2.604574e-01,6.134890e-01,2.799177e-01
25983,AGIS_Os05g030200,-1.146763e+00,-0.0365565358, 2.857525e+00,1.410490e-01,0.9999110,Not_significant,1.321504e+00,8.169995e-01,1.403974e+00,1.406731e+00,1.305486e-01,7.596674e-01,7.770861e-01,8.584144e-01
25984,AGIS_Os05g030210, 8.670254e-02, 3.8513290215, 1.562327e-01,7.060471e-01,0.9999110,Not_significant,1.766978e+01,1.277006e+01,1.302888e+01,1.258020e+01,1.248915e+01,1.532358e+01,1.527588e+01,1.601129e+01
25985,AGIS_Os05g030220, 3.058995e-02, 4.7836655420, 1.501078e-02,9.064222e-01,0.9999110,Not_significant,1.963072e+01,2.802663e+01,3.128054e+01,3.004376e+01,3.450835e+01,2.663177e+01,2.294449e+01,2.696541e+01
25988,AGIS_Os05g030250, 4.176303e-02, 3.7114195308, 2.484592e-02,8.798359e-01,0.9999110,Not_significant,1.517598e+01,1.126038e+01,1.100716e+01,1.362520e+01,8.768515e+00,1.278412e+01,1.513273e+01,1.672042e+01
25989,AGIS_Os05g030260, 1.242412e-01, 4.0745774165, 3.114673e-01,5.966380e-01,0.9999110,Not_significant,1.884208e+01,1.726355e+01,1.471365e+01,1.334385e+01,1.597045e+01,1.499801e+01,2.286269e+01,1.647782e+01
25992,AGIS_Os05g030290,-3.304891e-02, 2.4212409842, 1.536740e-02,9.052958e-01,0.9999110,Not_significant,7.012495e+00,4.848714e+00,5.260222e+00,4.441252e+00,5.178428e+00,4.775052e+00,4.539819e+00,6.475430e+00
25993,AGIS_Os05g030300,-2.600834e-01, 3.8951992516, 2.052133e+00,2.008058e-01,0.9999110,Not_significant,1.411025e+01,1.566508e+01,1.793343e+01,1.682049e+01,1.192344e+01,1.443368e+01,1.621656e+01,1.160726e+01
25997,AGIS_Os05g030340,-1.107233e-01, 3.6403908817, 2.836732e-01,6.129921e-01,0.9999110,Not_significant,9.698132e+00,1.282334e+01,1.289784e+01,1.643866e+01,1.224981e+01,1.174229e+01,9.815824e+00,1.377195e+01
25998,AGIS_Os05g030350, 1.313193e-01, 6.3054622332, 1.496057e-01,7.120354e-01,0.9999110,Not_significant,1.133296e+02,7.265967e+01,5.350076e+01,6.474983e+01,6.148839e+01,6.995452e+01,1.119413e+02,8.479641e+01
25999,AGIS_Os05g030360,-1.009476e+00,-0.5013453362, 5.917344e-01,4.704530e-01,0.9999110,Not_significant,5.968081e-01,9.058038e-01,1.198058e+00,5.425964e-01,4.134039e-01,1.128649e+00,0.000000e+00,5.411743e-01
26000,AGIS_Os05g030370,-1.020333e+00,-0.5156055564, 4.439208e-01,5.295941e-01,0.9999110,Not_significant,1.492020e-01,1.438630e+00,1.347815e+00,4.019232e-01,5.657106e-01,1.193763e+00,0.000000e+00,1.679506e-01
26001,AGIS_Os05g030380,-1.679456e+00,-0.2085520639, 1.928092e+00,2.135087e-01,0.9999110,Not_significant,1.065729e+00,1.474151e+00,1.347815e+00,6.430772e-01,1.044389e+00,7.813722e-01,0.000000e+00,2.425954e-01
26002,AGIS_Os05g030390, 1.951981e-01,-0.7981008304, 7.022107e-02,7.996746e-01,0.9999110,Not_significant,1.065729e+00,5.328257e-01,4.305520e-01,1.607693e-01,4.569201e-01,4.775052e-01,6.952875e-01,4.665296e-01
26003,AGIS_Os05g030400, 1.796149e-01, 4.3513435668, 1.197347e+00,3.148510e-01,0.9999110,Not_significant,1.617776e+01,1.811608e+01,1.789599e+01,2.389434e+01,1.768934e+01,2.027227e+01,1.961120e+01,2.931672e+01
26004,AGIS_Os05g030410,-2.370113e-01,-0.7415603719, 1.227180e-01,7.377931e-01,0.9999110,Not_significant,8.952122e-01,5.328257e-01,4.118323e-01,5.827887e-01,2.828553e-01,6.945531e-01,4.703416e-01,5.971578e-01
26006,AGIS_Os05g030430, 7.931212e-02, 0.9768789643, 5.210691e-02,8.268387e-01,0.9999110,Not_significant,1.577279e+00,2.291151e+00,1.609890e+00,1.969424e+00,2.371633e+00,2.496050e+00,1.676870e+00,1.436911e+00
26008,AGIS_Os05g030450,-2.179348e-01, 2.9329295741, 1.496113e-01,7.120302e-01,0.9999110,Not_significant,2.834839e+00,9.359972e+00,1.246729e+01,8.822215e+00,7.397754e+00,9.919086e+00,2.985646e+00,6.979282e+00
26010,AGIS_Os05g030470,-2.160876e-01, 2.7533737847, 3.087801e-01,5.981878e-01,0.9999110,Not_significant,4.625263e+00,7.637169e+00,8.723358e+00,7.475772e+00,8.268078e+00,7.748608e+00,3.415089e+00,5.728983e+00
26012,AGIS_Os05g030490,-7.486604e-01, 1.2706701859, 5.351980e-01,4.915444e-01,0.9999110,Not_significant,7.246956e-01,2.912781e+00,5.073026e+00,2.230674e+00,3.002618e+00,3.971975e+00,6.543883e-01,4.105460e-01
26013,AGIS_Os05g030500, 1.362141e-01, 2.4658565551, 3.783806e-01,5.605310e-01,0.9999110,Not_significant,5.861508e+00,4.759910e+00,4.979427e+00,5.245098e+00,7.071383e+00,5.252558e+00,5.112408e+00,5.598355e+00
26015,AGIS_Os05g030520,-8.500324e-02, 3.7102965066, 1.649778e-01,6.983719e-01,0.9999110,Not_significant,1.948152e+01,1.054995e+01,1.254217e+01,1.125385e+01,1.514364e+01,8.117589e+00,1.394665e+01,1.336141e+01
26016,AGIS_Os05g030530, 8.204028e-02, 4.8266965901, 1.233830e-01,7.371988e-01,0.9999110,Not_significant,3.998614e+01,2.385283e+01,2.622623e+01,2.083972e+01,3.009145e+01,2.044591e+01,3.292391e+01,3.233983e+01
26018,AGIS_Os05g030550, 1.248765e-01, 4.4293969686, 5.491715e-01,4.859818e-01,0.9999110,Not_significant,2.502331e+01,1.690834e+01,2.017978e+01,1.991530e+01,2.734993e+01,1.692973e+01,2.083818e+01,2.491268e+01
26021,AGIS_Os05g030580,-9.755031e-02, 5.4146233308, 1.801433e-01,6.858004e-01,0.9999110,Not_significant,7.340740e+01,3.420741e+01,3.547374e+01,3.623338e+01,4.667113e+01,3.003942e+01,4.907912e+01,3.581081e+01
26024,AGIS_Os05g030610, 9.853933e-01,-0.1314908627, 3.155165e+00,1.248233e-01,0.9999110,Not_significant,8.952122e-01,3.907389e-01,8.985433e-01,2.411539e-01,2.023503e+00,7.162579e-01,8.588846e-01,9.703815e-01
26025,AGIS_Os05g030620, 1.834016e-01, 4.3274033720, 7.972369e-01,4.055753e-01,0.9999110,Not_significant,2.133589e+01,1.772534e+01,1.570579e+01,2.037751e+01,1.823329e+01,2.150944e+01,2.413057e+01,2.127375e+01
26026,AGIS_Os05g030630, 7.247116e-01, 1.3755180476, 2.258948e+00,1.826956e-01,0.9999110,Not_significant,9.378413e-01,1.864890e+00,2.134040e+00,2.793367e+00,4.242830e+00,3.320832e+00,1.676870e+00,3.470980e+00
26027,AGIS_Os05g030640,-1.036682e+00,-1.8240249443, 1.136759e+00,3.263983e-01,0.9999110,Not_significant,4.262915e-01,3.196954e-01,1.871965e-02,4.220194e-01,1.740648e-01,1.085239e-01,0.000000e+00,4.665296e-01
26030,AGIS_Os05g030670, 2.094631e-02, 5.9646021333, 7.947003e-03,9.318185e-01,0.9999110,Not_significant,9.691737e+01,5.631968e+01,5.016867e+01,4.688435e+01,7.317249e+01,4.607926e+01,7.748366e+01,5.225131e+01
26033,AGIS_Os05g030700, 4.413283e-01,-1.9169024637, 5.850955e-02,8.167878e-01,0.9999110,Not_significant,0.000000e+00,2.841737e-01,1.310376e-01,2.612501e-01,4.569201e-01,3.689813e-01,0.000000e+00,2.985789e-01
26035,AGIS_Os05g030720, 2.850725e-01, 8.0241418001, 1.819971e+00,2.248714e-01,0.9999110,Not_significant,2.119521e+02,2.370009e+02,2.632919e+02,2.261622e+02,3.032644e+02,2.625628e+02,2.619598e+02,3.160458e+02
26037,AGIS_Os05g030740, 6.926671e-02, 4.5334021350, 1.808269e-01,6.851432e-01,0.9999110,Not_significant,2.457571e+01,2.170377e+01,2.044186e+01,2.343212e+01,2.447786e+01,2.270320e+01,2.071548e+01,2.689076e+01
26038,AGIS_Os05g030750, 5.730950e-01, 4.6102913461, 7.157481e+00,3.614897e-02,0.9999110,Not_significant,2.406416e+01,1.465271e+01,2.152760e+01,1.812674e+01,3.231078e+01,2.483027e+01,2.290359e+01,3.666922e+01
26041,AGIS_Os05g030780, 2.101082e-01,-1.6103095684, 1.251734e-02,9.145058e-01,0.9999110,Not_significant,8.525830e-02,2.486520e-01,1.871965e-02,6.832695e-01,1.958229e-01,0.000000e+00,6.543883e-01,4.105460e-01
26042,AGIS_Os05g030790, 1.282038e+00,-0.5731633250, 2.788040e+00,1.451550e-01,0.9999110,Not_significant,4.902352e-01,4.440215e-01,1.123179e-01,4.622117e-01,1.196696e+00,9.333057e-01,1.042931e+00,3.918848e-01
26044,AGIS_Os05g030810,-2.146058e-01, 2.7322982311, 5.410682e-01,4.892742e-01,0.9999110,Not_significant,1.091306e+01,4.973040e+00,6.196205e+00,6.792503e+00,5.330735e+00,5.925406e+00,5.398703e+00,7.315184e+00
26045,AGIS_Os05g030820,-6.290613e-01, 1.8678856789, 6.457506e-01,4.517806e-01,0.9999110,Not_significant,9.165267e-01,6.802409e+00,6.140046e+00,3.717790e+00,3.872942e+00,4.753348e+00,1.042931e+00,1.623523e+00
26046,AGIS_Os05g030830, 1.332825e-01, 4.6116780340, 4.304274e-01,5.356199e-01,0.9999110,Not_significant,3.065036e+01,2.268062e+01,1.999259e+01,2.015645e+01,2.656664e+01,2.131410e+01,3.008141e+01,2.383033e+01
26047,AGIS_Os05g030840, 1.985896e-01, 7.3987556013, 7.606503e-01,4.159127e-01,0.9999110,Not_significant,1.897850e+02,1.227631e+02,1.606708e+02,1.385228e+02,2.746308e+02,9.771494e+01,1.805089e+02,1.851003e+02
26052,AGIS_Os05g030890, 4.145934e-01,-0.1841596770, 5.979595e-01,4.680318e-01,0.9999110,Not_significant,3.836624e-01,6.393909e-01,1.497572e+00,5.626925e-01,7.397754e-01,8.681914e-01,9.611328e-01,1.063687e+00
26054,AGIS_Os05g030910,-2.035634e-01, 0.0644476347, 3.922995e-02,8.494246e-01,0.9999110,Not_significant,1.278875e-01,1.403108e+00,1.366535e+00,1.406731e+00,1.327244e+00,1.562744e+00,3.271941e-01,5.225131e-01
26056,AGIS_Os05g030930, 1.996426e-01, 0.9106090388, 2.141059e-01,6.595969e-01,0.9999110,Not_significant,2.110143e+00,1.616238e+00,1.029581e+00,1.989520e+00,1.240212e+00,1.475925e+00,2.044963e+00,3.209723e+00
