,genes,logFC,logCPM,F,PValue,FDR,change,CPM.HPmycWT_1,CPM.HPmycWT_2,CPM.HPmycWT_3,CPM.HPmycWT_4,CPM.HPmycpho2_1,CPM.HPmycpho2_2,CPM.HPmycpho2_3,CPM.HPmycpho2_4
56756,AGIS_Os12g034940, 1.655129e+00, 5.8980849911,8.058239e+01,2.348827e-05,0.0020454751,UP,3.602050e+01,2.792806e+01,2.507312e+01,2.351014e+01,1.297412e+02,7.791625e+01,9.651445e+01,5.979806e+01
56759,AGIS_Os12g034970, 5.675311e-01, 3.9409166067,1.352157e+00,2.797160e-01,0.5559840525,Not_significant,3.308349e+00,1.253640e+01,2.531750e+01,1.293797e+01,1.670044e+01,1.113685e+01,1.583288e+01,2.448942e+01
56761,AGIS_Os12g034990,-1.485729e-01, 1.0690142330,6.053096e-02,8.120853e-01,0.9102660903,Not_significant,1.620416e+00,3.033719e+00,1.173011e+00,2.107041e+00,1.033577e+00,4.004261e+00,2.334086e+00,8.041304e-01
56762,AGIS_Os12g035000,-6.024526e-01, 7.8116244514,1.554835e+01,4.578551e-03,0.0499369691,Not_significant,3.140569e+02,2.420729e+02,2.626568e+02,2.657459e+02,1.865879e+02,1.674699e+02,1.692212e+02,1.888244e+02
56766,AGIS_Os12g035040,-5.380541e-01, 2.8072678310,2.609436e+00,1.463980e-01,0.4066629169,Not_significant,7.089320e+00,9.859587e+00,5.865057e+00,9.130509e+00,7.180643e+00,4.671638e+00,2.839804e+00,8.699228e+00
56768,AGIS_Os12g035060, 1.051519e-01, 6.2995914342,2.250885e-02,8.846017e-01,0.9457039309,Not_significant,6.451281e+01,3.551236e+01,2.407117e+02,2.569111e+01,1.135847e+02,4.800943e+01,2.886486e+01,7.277380e+01
56770,AGIS_Os12g035080, 5.124329e-02, 4.9079319273,2.845332e-02,8.703998e-01,0.9394461875,Not_significant,3.635808e+01,3.047103e+01,2.922753e+01,1.548860e+01,5.994749e+01,3.512071e+01,1.381001e+01,1.918947e+01
56771,AGIS_Os12g035090,-1.117487e-01,10.7383687325,4.142377e-01,5.384467e-01,0.7514526477,Not_significant,2.681923e+03,1.418977e+03,1.480194e+03,1.592368e+03,2.037181e+03,1.653843e+03,1.309694e+03,1.491771e+03
56772,AGIS_Os12g035100, 5.943901e-02, 5.3715616876,7.548058e-02,7.907548e-01,0.8996478021,Not_significant,4.972651e+01,4.073214e+01,3.665661e+01,3.397141e+01,3.361847e+01,5.768639e+01,3.847351e+01,3.965825e+01
56773,AGIS_Os12g035110,-5.239067e-01, 2.1128451987,1.907408e+00,2.058580e-01,0.4814410566,Not_significant,3.477143e+00,5.799757e+00,5.034174e+00,5.101256e+00,2.067155e+00,4.087683e+00,5.990820e+00,2.375840e+00
56776,AGIS_Os12g035140,-1.060198e-02,-0.0061887363,1.563104e-04,9.903414e-01,0.9958007877,Not_significant,5.738973e-01,1.784541e+00,5.865057e-01,8.132437e-01,5.439881e-01,7.507990e-01,7.780286e-01,1.462055e+00
56777,AGIS_Os12g035150,-6.024448e-02, 3.5426080593,1.403344e-02,9.087369e-01,0.9579965113,Not_significant,2.849231e+01,1.516859e+01,6.011683e+00,3.918356e+00,7.126245e+00,1.397320e+01,9.608653e+00,8.187509e+00
56778,AGIS_Os12g035160, 4.674713e-01, 2.3881008870,1.169065e+00,3.123338e-01,0.5861171383,Not_significant,5.671456e+00,7.584297e+00,2.639276e+00,2.476697e+00,5.657477e+00,5.047038e+00,5.524003e+00,6.615800e+00
56779,AGIS_Os12g035170, 7.032877e-01, 3.4203418720,5.178366e+00,5.371830e-02,0.2343147471,Not_significant,6.211594e+00,6.112051e+00,1.451602e+01,6.949537e+00,1.169575e+01,1.305556e+01,1.240956e+01,1.407228e+01
56780,AGIS_Os12g035180,-7.818062e-01, 3.2944898516,2.295949e+00,1.696851e-01,0.4376229294,Not_significant,2.035648e+01,1.079647e+01,7.331321e+00,1.057217e+01,3.209530e+00,8.300500e+00,1.135922e+01,5.811669e+00
56782,AGIS_Os12g035200,-5.635560e-01, 4.2376683935,5.757745e+00,4.428751e-02,0.2082910556,Not_significant,2.697317e+01,2.034376e+01,2.443774e+01,1.792833e+01,1.501407e+01,1.217963e+01,1.517156e+01,1.820259e+01
56784,AGIS_Os12g035220, 9.488672e-03, 2.7771623520,5.279451e-04,9.822536e-01,0.9923496573,Not_significant,3.072039e+00,6.335119e+00,1.153461e+01,6.432019e+00,7.833429e+00,5.964681e+00,9.647554e+00,3.435830e+00
56788,AGIS_Os12g035260, 3.019446e-01, 1.6135269404,2.955553e-01,6.020829e-01,0.7922971215,Not_significant,1.012760e+00,2.587584e+00,4.789797e+00,2.661525e+00,2.937536e+00,2.043842e+00,2.411889e+00,5.409604e+00
56789,AGIS_Os12g035270,-4.632498e-01, 7.8284202981,8.662760e+00,1.933366e-02,0.1251899881,Not_significant,3.332655e+02,1.917043e+02,2.792745e+02,2.543235e+02,2.305966e+02,1.645501e+02,1.833424e+02,1.806369e+02
56793,AGIS_Os12g035310, 4.826312e-01,-0.3506006575,2.197442e-01,6.521841e-01,0.8233987099,Not_significant,3.375867e-02,4.907487e-01,1.564015e+00,6.653812e-01,4.351905e-01,3.336884e-01,1.322649e+00,8.041304e-01
56794,AGIS_Os12g035320, 6.320788e-01, 0.2909729569,7.079335e-01,4.253909e-01,0.6711840946,Not_significant,7.764493e-01,6.245892e-01,1.368513e+00,5.914500e-01,9.791787e-01,5.005327e-01,2.411889e+00,1.864120e+00
56795,AGIS_Os12g035330, 1.863049e-01, 2.7628873671,4.482529e-01,5.226554e-01,0.7414427661,Not_significant,6.009042e+00,5.085941e+00,7.624574e+00,6.432019e+00,7.452638e+00,5.839548e+00,7.313469e+00,7.895098e+00
56798,AGIS_Os12g035360, 8.517795e-01, 2.2729715129,4.552853e-01,5.196033e-01,0.7394516294,Not_significant,0.000000e+00,4.595192e+00,9.579593e+00,3.105112e+00,6.310262e+00,3.086618e+00,4.123551e+00,7.310276e+00
56800,AGIS_Os12g035380,-1.324686e+00, 3.7614513789,3.486187e+01,4.104340e-04,0.0102834089,DOWN,2.886366e+01,1.316099e+01,1.383176e+01,2.073772e+01,1.218533e+01,4.755060e+00,5.329496e+00,8.918537e+00
56801,AGIS_Os12g035390,-2.234327e-01, 4.2180500758,1.187756e+00,3.085859e-01,0.5822468105,Not_significant,2.356355e+01,2.141449e+01,1.710642e+01,1.803922e+01,1.757082e+01,1.751864e+01,1.629970e+01,1.670398e+01
56802,AGIS_Os12g035400, 5.915030e-02, 3.8757760524,6.559813e-02,8.045406e-01,0.9070115710,Not_significant,1.397609e+01,1.128722e+01,1.774180e+01,1.426873e+01,1.485088e+01,1.230476e+01,1.404342e+01,1.831224e+01
56803,AGIS_Os12g035410,-3.250764e+00, 0.3364441767,9.462550e+00,1.595426e-02,0.1109209448,Not_significant,2.160555e+00,2.944492e+00,1.564015e+00,1.552556e+00,6.527858e-01,4.171106e-01,1.556057e-01,0.000000e+00
56804,AGIS_Os12g035420,-6.573950e-02, 2.3878041562,3.012580e-02,8.666870e-01,0.9378980824,Not_significant,7.190596e+00,5.487462e+00,5.865057e+00,2.735456e+00,3.427125e+00,7.007457e+00,5.718510e+00,3.764792e+00
56805,AGIS_Os12g035430, 2.797105e-02, 6.7800207474,2.412044e-02,8.805698e-01,0.9437615405,Not_significant,1.466814e+02,9.587444e+01,8.230630e+01,1.137432e+02,1.226693e+02,1.227973e+02,9.779819e+01,9.664185e+01
56810,AGIS_Os12g035480, 4.238124e-01, 1.8261911667,5.077140e-01,4.971784e-01,0.7246344798,Not_significant,2.126796e+00,3.970603e+00,1.759517e+00,3.622631e+00,6.092667e+00,1.251332e+00,3.695636e+00,5.226847e+00
56813,AGIS_Os12g035510,-2.104283e-02, 4.7238509808,1.215074e-02,9.150344e-01,0.9616597951,Not_significant,3.902502e+01,2.061144e+01,2.243384e+01,2.498876e+01,3.372726e+01,2.490150e+01,2.217381e+01,2.288116e+01
56814,AGIS_Os12g035520, 7.777784e-01, 2.9089601393,7.351666e+00,2.745237e-02,0.1567434297,Not_significant,2.903245e+00,4.907487e+00,7.868952e+00,6.838641e+00,6.473459e+00,9.218143e+00,9.958766e+00,1.125783e+01
56816,AGIS_Os12g035540, 2.035002e+00, 6.4389139629,5.730401e+01,7.988797e-05,0.0037327958,UP,4.307606e+01,1.846999e+01,5.459391e+01,2.846353e+01,1.398050e+02,1.372294e+02,1.403953e+02,1.314022e+02
56817,AGIS_Os12g035550, 1.181675e+00, 4.1196139188,1.186477e+01,9.313417e-03,0.0792861675,Not_significant,7.561941e+00,9.859587e+00,1.295200e+01,1.075700e+01,3.677360e+01,1.751864e+01,1.594959e+01,2.712112e+01
56818,AGIS_Os12g035560, 2.374265e+00, 4.1164717044,9.272733e+01,1.421000e-05,0.0015656465,UP,7.764493e+00,5.888984e+00,4.301042e+00,3.918356e+00,4.770776e+01,2.319135e+01,1.902280e+01,2.642665e+01
56819,AGIS_Os12g035570,-3.758684e-01, 4.9535637766,1.695937e+00,2.304707e-01,0.5066514155,Not_significant,2.109917e+01,3.792149e+01,3.826950e+01,4.302799e+01,3.399926e+01,2.652823e+01,2.003424e+01,2.639010e+01
56821,AGIS_Os12g035590, 4.930857e-02,-0.5211893124,2.820734e-03,9.589906e-01,0.9810585420,Not_significant,1.012760e+00,3.122946e-01,7.331321e-01,4.435875e-01,5.983870e-01,7.507990e-01,5.057186e-01,5.482707e-01
56822,AGIS_Os12g035600, 3.179181e-01, 3.1270140385,9.212920e-01,3.663403e-01,0.6294555303,Not_significant,5.401387e+00,6.647414e+00,1.441827e+01,5.803603e+00,8.649411e+00,8.383922e+00,9.297442e+00,1.067300e+01
56823,AGIS_Os12g035610,-5.703730e-01, 4.5847377775,6.126107e+00,3.955732e-02,0.1945223296,Not_significant,3.315101e+01,2.516202e+01,2.126083e+01,3.522824e+01,2.224912e+01,2.131435e+01,1.738894e+01,1.553434e+01
56827,AGIS_Os12g035650, 1.354266e+00, 3.2473694860,1.680640e+01,3.743232e-03,0.0441018538,UP,3.240832e+00,8.431954e+00,6.109434e+00,4.029253e+00,9.465394e+00,1.197107e+01,1.462694e+01,1.743501e+01
56828,AGIS_Os12g035660,-5.092040e-01, 2.7796217468,1.793231e+00,2.187655e-01,0.4952888464,Not_significant,9.351150e+00,5.665916e+00,7.086944e+00,9.463200e+00,6.527858e+00,6.048103e+00,7.157863e+00,2.960662e+00
56829,AGIS_Os12g035670,-2.181715e-01, 4.9166390359,8.926338e-01,3.735006e-01,0.6344369303,Not_significant,1.822968e+01,3.925989e+01,3.993126e+01,3.459982e+01,2.529545e+01,2.536032e+01,2.933168e+01,2.898524e+01
56830,AGIS_Os12g035680,-8.131459e-01, 3.5714447492,1.149518e+01,9.988780e-03,0.0830300530,Not_significant,1.647423e+01,1.320560e+01,1.524915e+01,1.519287e+01,7.561435e+00,8.175367e+00,1.019217e+01,8.370266e+00
56833,AGIS_Os12g035710,-3.072825e-01, 3.1107667837,7.339593e-01,4.175009e-01,0.6655142209,Not_significant,4.726213e+00,1.302715e+01,7.233570e+00,1.400997e+01,7.289441e+00,1.005236e+01,6.418736e+00,5.702015e+00
56834,AGIS_Os12g035720, 2.696119e-01, 5.8889810950,2.905058e+00,1.280174e-01,0.3801078425,Not_significant,5.489159e+01,5.813141e+01,5.591354e+01,4.609613e+01,6.424500e+01,6.623716e+01,6.694936e+01,6.096770e+01
56835,AGIS_Os12g035730, 1.243632e-01, 5.6425705433,4.492276e-01,5.222383e-01,0.7412538074,Not_significant,3.237456e+01,5.621303e+01,5.229676e+01,5.204760e+01,4.830615e+01,5.322331e+01,5.391738e+01,5.062366e+01
56836,AGIS_Os12g035740, 7.536388e-01, 0.4352543580,3.791798e-01,5.558258e-01,0.7632203108,Not_significant,9.452426e-01,1.784541e-01,2.834778e+00,2.957250e-01,2.175953e-01,2.586085e+00,1.789466e+00,1.315850e+00
56837,AGIS_Os12g035750, 8.622797e-01,-0.8957004322,4.051386e-01,5.429254e-01,0.7539495417,Not_significant,0.000000e+00,4.461351e-01,9.775095e-02,1.330762e+00,2.175953e-01,3.753995e-01,4.668172e-01,6.579248e-01
56838,AGIS_Os12g035760, 9.204302e-02, 0.0172353809,9.111613e-03,9.263845e-01,0.9665820005,Not_significant,2.700693e-01,1.070724e+00,2.248272e+00,2.217937e-01,1.631964e-01,2.085553e+00,7.002257e-01,7.310276e-01
56839,AGIS_Os12g035770, 1.696537e-01, 4.9513106492,2.360796e-01,6.405942e-01,0.8164540077,Not_significant,1.127539e+01,3.377243e+01,4.843560e+01,2.927677e+01,2.834178e+01,2.961485e+01,2.629737e+01,3.987756e+01
56848,AGIS_Os12g035860, 4.120538e-02, 1.5990622699,1.076042e-02,9.200222e-01,0.9638575802,Not_significant,1.350347e+00,3.435241e+00,3.323532e+00,3.733528e+00,1.849560e+00,3.378596e+00,2.956509e+00,3.545484e+00
56849,AGIS_Os12g035870,-6.400345e-01, 6.2801338982,1.334399e+01,6.859425e-03,0.0651883141,Not_significant,1.334480e+02,7.115855e+01,6.940318e+01,1.076809e+02,7.213283e+01,4.446399e+01,5.862445e+01,6.411112e+01
56850,AGIS_Os12g035880,-1.269681e-01, 3.6726145201,1.983674e-01,6.683132e-01,0.8328511978,Not_significant,1.617040e+01,9.904200e+00,1.026385e+01,1.722598e+01,1.169575e+01,1.343096e+01,1.221505e+01,1.041714e+01
56851,AGIS_Os12g035890,-1.368554e+00, 2.7189803620,1.720196e+01,3.475359e-03,0.0420926349,DOWN,1.006008e+01,1.035034e+01,7.086944e+00,9.684994e+00,5.603078e+00,2.544374e+00,3.384424e+00,3.289624e+00
56852,AGIS_Os12g035900,-3.356250e-01, 4.7214961976,2.894302e+00,1.286248e-01,0.3809045938,Not_significant,3.885622e+01,2.342209e+01,2.561075e+01,2.972036e+01,2.605703e+01,2.189830e+01,1.754454e+01,2.726733e+01
56853,AGIS_Os12g035910, 7.118739e-01, 3.6573760895,6.571074e+00,3.456014e-02,0.1796108811,Not_significant,1.168050e+01,5.933597e+00,1.031273e+01,1.057217e+01,1.223973e+01,1.493256e+01,1.707773e+01,1.750811e+01
56854,AGIS_Os12g035920,-2.151134e-01, 0.6263147571,1.053132e-01,7.541512e-01,0.8801165636,Not_significant,1.080277e+00,1.472246e+00,1.661766e+00,1.996144e+00,2.121554e+00,1.376465e+00,8.947329e-01,1.133093e+00
56857,AGIS_Os12g035950,-2.143724e-02, 4.5147093171,6.457049e-03,9.380062e-01,0.9717895881,Not_significant,2.984266e+01,2.337748e+01,1.534690e+01,2.354710e+01,2.039956e+01,2.828010e+01,2.450790e+01,1.688674e+01
56858,AGIS_Os12g035960, 7.379251e-01, 1.4454877822,2.586264e+00,1.477759e-01,0.4083502389,Not_significant,1.282829e+00,1.695314e+00,2.052770e+00,2.661525e+00,1.577566e+00,4.921905e+00,3.656734e+00,3.253073e+00
56859,AGIS_Os12g035970,-5.982695e-01, 5.5111898942,1.076444e+01,1.171656e-02,0.0916090801,Not_significant,4.044288e+01,6.107590e+01,5.312764e+01,6.602061e+01,3.367287e+01,3.770679e+01,3.687855e+01,3.527208e+01
56861,AGIS_Os12g035990,-9.820327e-01, 7.1159878238,2.502303e+01,1.181692e-03,0.0205990514,Not_significant,1.405036e+02,1.867522e+02,1.985322e+02,2.118500e+02,1.074377e+02,8.525740e+01,8.363807e+01,9.510669e+01
56862,AGIS_Os12g036000, 1.369439e-02, 3.0123365060,1.422459e-03,9.708752e-01,0.9870791572,Not_significant,6.110318e+00,9.101157e+00,7.086944e+00,7.577953e+00,4.351905e+00,1.234647e+01,1.287637e+01,4.422717e+00
56863,AGIS_Os12g036010,-1.223437e+00, 6.4969998228,5.932374e+01,6.892199e-05,0.0034777733,DOWN,1.469515e+02,1.337513e+02,8.504333e+01,1.402106e+02,6.848811e+01,5.414095e+01,3.960165e+01,5.369398e+01
56870,AGIS_Os12g036080, 1.970532e-01,-0.0338321673,2.341155e-02,8.823304e-01,0.9444277656,Not_significant,3.645936e+00,1.472246e+00,4.887548e-02,0.000000e+00,7.071846e-01,5.839548e-01,3.112114e-01,2.924110e-01
56871,AGIS_Os12g036090,-5.086024e-01, 2.0707045639,6.835649e-01,4.332665e-01,0.6770835144,Not_significant,8.574701e+00,3.212173e+00,2.443774e+00,5.286084e+00,1.958357e+00,5.047038e+00,4.395862e+00,1.937223e+00
56872,AGIS_Os12g036100,-1.352590e-01, 5.6744170750,4.386850e-01,5.271059e-01,0.7443317432,Not_significant,6.650457e+01,4.363202e+01,4.090877e+01,6.354391e+01,6.098107e+01,4.767574e+01,4.598149e+01,3.867136e+01
56873,AGIS_Os12g036110,-1.643321e-01, 4.9709415850,3.206032e-01,5.873849e-01,0.7830737086,Not_significant,2.042399e+01,2.917724e+01,4.462331e+01,3.873997e+01,3.682800e+01,2.106408e+01,2.462460e+01,3.479691e+01
56874,AGIS_Os12g036120, 2.557547e+00, 6.7972358695,4.981226e+01,1.288100e-04,0.0050282769,UP,5.971908e+01,1.490091e+01,3.592347e+01,3.068147e+01,1.596605e+02,2.025906e+02,1.854820e+02,2.001188e+02
56875,AGIS_Os12g036130,-5.860224e-02, 3.7151740947,6.191017e-02,8.099845e-01,0.9092275781,Not_significant,1.265950e+01,1.387480e+01,1.260987e+01,1.393604e+01,1.267492e+01,1.372294e+01,1.462694e+01,1.030749e+01
56878,AGIS_Os12g036160,-5.518535e-01, 3.8559897381,6.325767e+00,3.705360e-02,0.1867134982,Not_significant,1.137667e+01,1.896074e+01,1.842605e+01,1.992447e+01,8.812608e+00,1.176252e+01,1.143702e+01,1.447435e+01
56879,AGIS_Os12g036170,-7.342347e-01, 5.1105453537,7.864939e+00,2.396274e-02,0.1448299362,Not_significant,4.685703e+01,4.233822e+01,3.900263e+01,4.129060e+01,1.588445e+01,2.973998e+01,3.703416e+01,2.353909e+01
56880,AGIS_Os12g036180, 1.984537e+00, 3.4413796702,4.576520e+01,1.696680e-04,0.0059712955,UP,7.696976e+00,2.989105e+00,4.936423e+00,2.809387e+00,2.121554e+01,1.551651e+01,1.559947e+01,1.553434e+01
56882,AGIS_Os12g036200,-7.499433e-01, 6.0406049592,2.011433e+01,2.225139e-03,0.0308148503,Not_significant,7.916407e+01,7.236312e+01,9.252128e+01,8.513183e+01,3.927594e+01,5.013669e+01,5.800203e+01,4.934436e+01
56884,AGIS_Os12g036220,-5.578794e-01, 3.5978145618,5.445695e+00,4.897068e-02,0.2213550123,Not_significant,1.701437e+01,1.048418e+01,1.583565e+01,1.419480e+01,9.139001e+00,8.509055e+00,1.124251e+01,9.759219e+00
56891,AGIS_Os12g036290,-1.179311e+00, 2.8478862323,6.877563e+00,3.158081e-02,0.1697821091,Not_significant,1.303084e+01,6.245892e+00,9.139714e+00,1.053520e+01,2.447947e+00,7.341146e+00,3.890143e+00,4.239960e+00
56901,AGIS_Os12g036390, 9.192967e-02, 7.0433501020,2.837625e-01,6.092230e-01,0.7964894908,Not_significant,1.380054e+02,1.040387e+02,1.402237e+02,1.270509e+02,1.715195e+02,1.261342e+02,1.142535e+02,1.333760e+02
56902,AGIS_Os12g036400,-2.708610e-01, 6.9293094309,1.736157e+00,2.255284e-01,0.5026874309,Not_significant,1.022888e+02,1.330375e+02,1.504387e+02,1.469753e+02,1.285444e+02,9.973113e+01,9.009571e+01,1.232878e+02
56903,AGIS_Os12g036410, 1.374609e+00, 4.2646487223,2.345380e+01,1.436007e-03,0.0235087736,UP,1.424616e+01,9.636519e+00,9.921722e+00,8.871750e+00,1.936598e+01,2.973998e+01,3.283281e+01,2.847353e+01
56904,AGIS_Os12g036420,-5.529629e-01, 3.6809756370,5.019315e+00,5.652364e-02,0.2412620474,Not_significant,1.400985e+01,1.325021e+01,1.896368e+01,1.426873e+01,7.887828e+00,9.885520e+00,1.065899e+01,1.301229e+01
56905,AGIS_Os12g036430, 4.238346e-01, 7.4053513938,4.036720e+00,8.082024e-02,0.2966631958,Not_significant,8.372149e+01,1.536043e+02,1.832830e+02,1.717423e+02,1.831064e+02,1.869907e+02,1.961410e+02,1.969754e+02
56909,AGIS_Os12g036470, 1.934003e+00,-1.1166281229,1.251240e+00,3.018696e-01,0.5769807845,Not_significant,3.375867e-01,0.000000e+00,3.910038e-01,0.000000e+00,4.351905e-01,0.000000e+00,9.336343e-01,9.137845e-01
56910,AGIS_Os12g036480, 4.376620e-01, 3.4906464180,3.126809e+00,1.162966e-01,0.3613089697,Not_significant,7.629458e+00,8.164273e+00,1.173011e+01,9.832856e+00,1.033577e+01,8.550766e+00,1.645530e+01,1.655778e+01
56921,AGIS_Os12g036590, 3.688661e-01, 4.5295689907,3.008077e+00,1.223870e-01,0.3709349111,Not_significant,2.538652e+01,2.123603e+01,1.539577e+01,1.874157e+01,2.360909e+01,3.136671e+01,2.302965e+01,2.533011e+01
56922,AGIS_Os12g036600, 2.761187e-01, 4.2595065672,1.356316e+00,2.789460e-01,0.5555361550,Not_significant,9.452426e+00,1.918381e+01,2.282485e+01,1.863067e+01,1.523167e+01,2.052184e+01,1.960632e+01,2.712112e+01
56924,AGIS_Os12g036620,-4.920738e-02, 6.8102115826,9.180783e-02,7.698844e-01,0.8884641726,Not_significant,1.189318e+02,1.428525e+02,9.809308e+01,9.869822e+01,1.031946e+02,1.202947e+02,1.074068e+02,1.076438e+02
56935,AGIS_Os12g036730, 3.058512e-01, 4.4746854568,1.311931e+00,2.864406e-01,0.5627758176,Not_significant,1.505636e+01,2.409130e+01,2.233609e+01,1.763260e+01,2.513225e+01,2.085553e+01,1.948962e+01,3.264038e+01
56936,AGIS_Os12g036740, 2.492510e-01, 1.4179436391,1.477839e-01,7.110749e-01,0.8577877565,Not_significant,1.147795e+00,4.015216e+00,4.252166e+00,8.502094e-01,1.686363e+00,2.836352e+00,2.022874e+00,3.947549e+00
56939,AGIS_Os12g036770,-1.303401e-01, 5.4537906709,3.952774e-01,5.477548e-01,0.7575769532,Not_significant,3.841736e+01,5.130554e+01,3.607010e+01,5.862748e+01,4.074471e+01,4.438056e+01,4.360850e+01,3.680724e+01
56948,AGIS_Os12g036860, 2.987948e+00, 0.7611306755,8.406866e+00,2.076815e-02,0.1313616793,Not_significant,5.401387e-01,0.000000e+00,5.865057e-01,4.805531e-01,1.414369e+00,3.086618e+00,2.762001e+00,3.984100e+00
56949,AGIS_Os12g036870,-1.770444e-01, 4.6403101920,6.176032e-01,4.554714e-01,0.6937235519,Not_significant,3.679695e+01,2.632197e+01,2.013670e+01,2.325138e+01,2.322829e+01,2.385872e+01,2.571384e+01,1.951844e+01
56952,AGIS_Os12g036900,-1.469695e+00, 1.3068955916,6.619839e+00,3.406278e-02,0.1780895513,Not_significant,5.536421e+00,2.766038e+00,3.030279e+00,2.180972e+00,1.468768e+00,2.586085e+00,1.167043e+00,3.655138e-01
56953,AGIS_Os12g036910,-1.378435e+00,-0.4012767027,2.269674e+00,1.716505e-01,0.4401231569,Not_significant,1.046519e+00,8.476568e-01,8.797586e-01,9.980719e-01,8.159822e-01,3.753995e-01,2.334086e-01,2.193083e-01
56956,AGIS_Os12g036940, 2.183071e+00, 2.0233379940,3.272219e+01,5.031904e-04,0.0116020655,UP,1.012760e+00,1.873768e+00,1.124136e+00,1.626487e+00,4.841494e+00,1.042776e+01,6.146426e+00,4.824782e+00
56957,AGIS_Os12g036950,-1.635020e-01, 6.4784929695,1.079186e+00,3.302780e-01,0.6006403783,Not_significant,9.945303e+01,8.748710e+01,8.914887e+01,1.005095e+02,8.094544e+01,7.983496e+01,9.157396e+01,8.373921e+01
56964,AGIS_Os12g037020, 1.193850e+00, 4.8839528098,8.873701e+00,1.843926e-02,0.1216350359,Not_significant,3.034904e+01,9.547292e+00,1.524915e+01,1.962875e+01,2.393548e+01,4.513136e+01,4.508676e+01,4.656646e+01
56966,AGIS_Os12g037040, 3.782523e-01, 5.5445154229,6.943505e-01,4.298097e-01,0.6743726339,Not_significant,1.019512e+01,4.791491e+01,6.642177e+01,5.167794e+01,5.140688e+01,4.104368e+01,4.450324e+01,5.961530e+01
56968,AGIS_Os12g037060,-9.361280e-01, 1.0657129655,2.409092e+00,1.606468e-01,0.4254705236,Not_significant,2.329348e+00,3.747535e+00,2.199396e+00,1.922212e+00,3.046334e+00,9.176432e-01,8.558314e-01,1.133093e+00
56971,AGIS_Os12g037090,-2.345722e+00, 0.4026612485,9.744099e+00,1.481699e-02,0.1065743323,Not_significant,1.687933e+00,2.766038e+00,1.515140e+00,2.107041e+00,3.263929e-01,7.925101e-01,1.167043e-01,5.848221e-01
56972,AGIS_Os12g037100, 5.630360e-01, 4.9661275900,4.438063e+00,6.961531e-02,0.2715510760,Not_significant,1.475254e+01,3.024796e+01,3.279544e+01,2.502573e+01,4.172389e+01,3.345227e+01,3.625613e+01,3.519898e+01
56976,AGIS_Os12g037140,-1.743402e+00, 3.4759866254,3.865328e+01,2.945640e-04,0.0083243857,DOWN,2.295589e+01,1.597164e+01,1.265875e+01,1.574736e+01,6.745453e+00,5.714415e+00,2.411889e+00,6.104080e+00
56979,AGIS_Os12g037170, 3.876678e-01, 6.2542626839,3.289307e+00,1.087981e-01,0.3475087910,Not_significant,1.123826e+02,4.818259e+01,5.288326e+01,5.888624e+01,9.171640e+01,6.736335e+01,9.297442e+01,8.560333e+01
56980,AGIS_Os12g037180, 8.375919e-01, 4.3115930113,4.054103e+00,8.028831e-02,0.2957731785,Not_significant,4.557420e+00,1.887152e+01,2.057658e+01,1.693026e+01,2.681862e+01,2.506834e+01,2.124018e+01,2.419701e+01
56981,AGIS_Os12g037190, 4.901625e-01, 3.0633329037,2.192655e+00,1.784402e-01,0.4489238717,Not_significant,3.240832e+00,6.245892e+00,1.070373e+01,8.649956e+00,7.887828e+00,1.076145e+01,9.686456e+00,9.064742e+00
56982,AGIS_Os12g037200,-1.141440e+00, 1.6777358000,5.422066e+00,4.952574e-02,0.2229245458,Not_significant,4.861248e+00,8.075046e+00,2.688151e+00,1.959178e+00,1.523167e+00,2.502663e+00,1.050339e+00,2.266186e+00
56983,AGIS_Os12g037210,-4.474255e-01, 2.9571993198,1.024917e+00,3.421475e-01,0.6097210169,Not_significant,1.414488e+01,7.673524e+00,5.278551e+00,8.428162e+00,4.515102e+00,8.634189e+00,8.597216e+00,4.130306e+00
56984,AGIS_Os12g037220, 2.768679e-02, 4.7610728247,1.168977e-02,9.166689e-01,0.9623798208,Not_significant,1.657550e+01,3.136330e+01,2.922753e+01,3.049664e+01,2.703621e+01,2.844694e+01,3.396095e+01,1.918947e+01
56985,AGIS_Os12g037230, 9.661313e-01, 4.4773271457,2.625979e+00,1.453104e-01,0.4048051067,Not_significant,2.228072e+00,2.333287e+01,2.683264e+01,1.733688e+01,2.638342e+01,2.073039e+01,2.660858e+01,3.413899e+01
56986,AGIS_Os12g037240,-1.855794e-01, 3.4051712091,5.334834e-01,4.866885e-01,0.7173918373,Not_significant,9.351150e+00,1.213488e+01,1.168124e+01,1.149631e+01,1.011818e+01,1.051119e+01,7.663582e+00,1.114817e+01
56987,AGIS_Os12g037250,-1.396157e-02, 4.1378184480,3.885257e-03,9.518800e-01,0.9783299075,Not_significant,1.232191e+01,2.043299e+01,1.950131e+01,1.840888e+01,1.495967e+01,2.002131e+01,1.443243e+01,2.010326e+01
56988,AGIS_Os12g037260, 3.311747e-01, 5.0596884801,9.961700e-01,3.486069e-01,0.6146960806,Not_significant,1.211936e+01,3.288016e+01,4.657833e+01,3.216009e+01,3.497844e+01,3.065763e+01,3.256050e+01,4.426372e+01
56989,AGIS_Os12g037270,-4.009220e-01, 6.0714078914,5.608536e+00,4.643012e-02,0.2143141044,Not_significant,9.479433e+01,6.397578e+01,6.935430e+01,7.899554e+01,6.065468e+01,5.797837e+01,5.675719e+01,5.479052e+01
