,genes,logFC,logCPM,F,PValue,FDR,change,CPM.pho2LPmock_1,CPM.pho2LPmock_2,CPM.pho2LPmock_3,CPM.pho2LPmock_4,CPM.pho2LPmyc_1,CPM.pho2LPmyc_2,CPM.pho2LPmyc_3,CPM.pho2LPmyc_4
26359,AGIS_Os05g033960,-1.182905e+00,-0.1354915426,9.109244e-01,3.705989e-01,5.865649e-01,Not_significant,2.986731e+00,9.917981e-01,1.611546e-01,7.464858e-01,2.064423e-01,1.523888e-01,7.315538e-01,6.489174e-01
26361,AGIS_Os05g033980, 1.129920e+00, 1.3233591386,3.937523e+00,8.620405e-02,2.556457e-01,Not_significant,9.333535e-01,1.144382e+00,2.296453e+00,1.580794e+00,2.890193e+00,5.562191e+00,1.645996e+00,3.244587e+00
26362,AGIS_Os05g033990,-2.068844e+00, 2.0411210310,1.610923e+01,4.743933e-03,4.189193e-02,DOWN,7.840169e+00,4.577530e+00,6.687917e+00,6.147530e+00,2.683750e+00,2.742998e+00,7.315538e-01,7.879711e-01
26363,AGIS_Os05g034000, 6.638505e-01, 0.3054439054,1.061544e+00,3.358206e-01,5.561288e-01,Not_significant,2.333384e-01,1.373259e+00,9.669278e-01,1.229506e+00,9.289905e-01,1.752471e+00,1.188775e+00,1.483240e+00
26368,AGIS_Os05g034050,-7.603222e-02, 5.7763013756,1.767137e-01,6.863918e-01,8.230654e-01,Not_significant,7.345492e+01,6.332249e+01,4.463983e+01,4.549172e+01,4.939133e+01,5.821252e+01,4.878550e+01,5.446271e+01
26369,AGIS_Os05g034060,-4.390319e-01, 4.1993965317,6.206000e+00,4.021006e-02,1.609516e-01,Not_significant,2.734726e+01,1.903489e+01,2.022491e+01,1.782784e+01,1.873464e+01,1.398167e+01,1.481396e+01,1.432253e+01
26370,AGIS_Os05g034070,-2.524787e-01, 5.1103981808,2.843826e+00,1.338697e-01,3.278139e-01,Not_significant,3.826749e+01,3.757389e+01,4.016779e+01,3.359186e+01,2.967609e+01,3.501133e+01,3.452020e+01,2.683737e+01
26371,AGIS_Os05g034080, 1.471499e-01, 4.5303895079,6.860649e-01,4.337759e-01,6.390336e-01,Not_significant,1.530700e+01,2.502383e+01,1.933856e+01,2.836646e+01,2.064423e+01,2.262974e+01,2.194661e+01,3.091628e+01
26372,AGIS_Os05g034090, 1.911129e-01, 5.1011061462,8.379093e-01,3.894233e-01,6.032561e-01,Not_significant,3.644745e+01,3.116535e+01,2.304511e+01,3.776340e+01,4.206263e+01,3.196355e+01,4.050979e+01,3.096263e+01
26374,AGIS_Os05g034110, 8.355012e-02, 6.0388197288,3.450344e-01,5.746684e-01,7.474520e-01,Not_significant,6.234801e+01,6.622159e+01,5.926461e+01,6.722763e+01,7.209999e+01,6.491763e+01,6.853745e+01,6.465998e+01
26375,AGIS_Os05g034120, 1.643287e+00, 1.1814898131,9.818638e+00,1.575657e-02,9.009756e-02,Not_significant,1.680036e+00,1.258821e+00,4.028866e-01,1.141684e+00,3.354688e+00,2.400124e+00,3.017660e+00,4.264314e+00
26377,AGIS_Os05g034140, 9.006428e-01, 1.6530830904,3.116075e+00,1.193963e-01,3.070673e-01,Not_significant,1.026689e+00,1.792866e+00,3.988577e+00,2.239457e+00,4.335289e+00,4.724053e+00,2.880493e+00,3.476343e+00
26378,AGIS_Os05g034150, 3.613253e-01, 0.4244198237,4.147914e-01,5.392703e-01,7.212098e-01,Not_significant,1.306695e+00,7.629216e-01,9.669278e-01,1.317328e+00,2.064423e+00,9.143328e-01,1.097331e+00,1.668645e+00
26386,AGIS_Os05g034230, 4.456871e-01, 6.0359568495,1.854518e+00,2.140573e-01,4.297770e-01,Not_significant,2.179380e+01,6.057597e+01,8.367954e+01,6.674461e+01,6.647443e+01,9.882414e+01,6.259357e+01,6.350120e+01
26387,AGIS_Os05g034240,-8.124951e-01, 5.4454055006,1.677975e+01,4.261747e-03,3.958879e-02,Not_significant,7.891504e+01,4.871254e+01,5.535661e+01,4.096890e+01,2.895354e+01,3.268740e+01,3.392581e+01,2.836696e+01
26388,AGIS_Os05g034250,-1.543758e+00,-0.4297134134,1.498532e+00,2.591802e-01,4.774507e-01,Not_significant,2.426719e+00,1.258821e+00,2.417319e-01,8.782186e-02,5.161058e-01,2.666804e-01,0.000000e+00,4.635124e-01
26389,AGIS_Os05g034260,-5.644170e-01, 4.3978015298,6.713465e+00,3.482073e-02,1.470229e-01,Not_significant,2.986731e+01,2.490939e+01,2.679196e+01,1.892561e+01,1.522512e+01,1.550556e+01,1.714579e+01,1.956022e+01
26394,AGIS_Os05g034310,-1.045799e+00, 4.9214526954,6.097245e+00,4.172999e-02,1.643054e-01,Not_significant,3.523409e+01,3.559029e+01,4.838668e+01,2.700522e+01,5.883607e+01,1.196252e+01,1.586557e+01,8.899439e+00
26395,AGIS_Os05g034320,-7.860232e-02, 4.7778504476,7.567250e-02,7.909245e-01,8.866628e-01,Not_significant,3.714747e+01,2.128551e+01,2.437464e+01,1.659833e+01,7.375152e+01,1.600082e+01,1.549980e+01,1.422983e+01
26396,AGIS_Os05g034330,-5.264152e-02, 1.2217933233,8.058181e-03,9.309017e-01,9.650960e-01,Not_significant,1.820039e+00,2.098034e+00,1.732412e+00,2.766389e+00,4.954616e+00,1.219110e+00,2.331828e+00,1.112430e+00
26398,AGIS_Os05g034350,-6.451990e-01, 6.5211792405,1.282644e+01,8.446753e-03,6.059016e-02,Not_significant,1.775705e+02,8.273885e+01,8.859476e+01,1.059132e+02,7.824164e+01,5.546952e+01,7.077783e+01,7.481091e+01
26400,AGIS_Os05g034370, 1.576962e+00, 0.9693046169,1.138836e+01,1.114331e-02,7.247959e-02,Not_significant,8.866858e-01,6.484833e-01,1.651835e+00,6.147530e-01,3.096635e+00,2.247735e+00,4.297879e+00,1.575942e+00
26401,AGIS_Os05g034380, 3.312990e-01, 1.4378743585,2.146548e-01,6.567300e-01,8.033050e-01,Not_significant,5.133444e-01,2.059888e+00,3.424536e+00,3.995895e+00,3.561130e+00,3.276359e+00,2.560438e+00,1.575942e+00
26402,AGIS_Os05g034390, 6.656760e-02, 6.0014169396,1.455860e-01,7.137261e-01,8.411221e-01,Not_significant,8.306846e+01,5.855423e+01,5.386593e+01,5.638163e+01,6.250042e+01,6.065074e+01,6.917756e+01,6.762646e+01
26403,AGIS_Os05g034400, 5.250466e-02, 4.9962107926,8.341881e-02,7.807848e-01,8.799548e-01,Not_significant,3.140735e+01,3.208085e+01,2.961216e+01,3.104503e+01,3.695318e+01,2.373456e+01,3.561753e+01,3.420722e+01
26405,AGIS_Os05g034420, 5.909397e-01, 4.3338874556,6.785925e+00,3.410855e-02,1.450772e-01,Not_significant,9.800212e+00,1.865343e+01,2.377031e+01,1.365630e+01,2.033457e+01,2.781096e+01,2.313539e+01,2.345373e+01
26409,AGIS_Os05g034460, 2.680553e-01, 1.9429398905,4.671301e-01,5.155103e-01,7.051725e-01,Not_significant,3.640079e+00,1.754720e+00,4.230309e+00,4.127627e+00,5.883607e+00,3.352554e+00,4.480767e+00,2.642021e+00
26414,AGIS_Os05g034510,-9.297376e-01, 4.0355506122,6.485550e+00,3.719006e-02,1.533107e-01,Not_significant,3.495409e+01,1.293152e+01,1.663922e+01,2.235066e+01,7.173871e+00,9.371911e+00,1.536263e+01,1.172686e+01
26416,AGIS_Os05g034530, 9.528103e-02, 4.5173567157,7.292052e-02,7.946561e-01,8.886963e-01,Not_significant,8.773523e+00,2.475681e+01,2.896754e+01,2.876166e+01,2.250221e+01,2.990630e+01,2.286106e+01,1.594483e+01
26417,AGIS_Os05g034540, 1.030308e-01, 4.2279135489,2.674668e-01,6.203591e-01,7.783473e-01,Not_significant,1.404697e+01,1.861529e+01,1.986231e+01,1.932081e+01,1.863142e+01,1.878192e+01,2.414128e+01,1.580577e+01
26418,AGIS_Os05g034550, 4.450168e-02, 4.9669780071,7.549159e-02,7.911251e-01,8.867005e-01,Not_significant,4.783437e+01,2.296394e+01,2.288396e+01,2.625874e+01,6.002311e+01,2.110585e+01,2.359261e+01,2.493697e+01
26419,AGIS_Os05g034560,-4.471302e-01, 4.2792163755,3.749499e+00,9.260165e-02,2.659171e-01,Not_significant,2.856062e+01,2.147624e+01,1.651835e+01,2.278977e+01,1.759921e+01,1.280066e+01,1.984340e+01,1.506415e+01
26421,AGIS_Os05g034580,-1.135848e+00, 5.2544623931,2.214338e+01,1.995953e-03,2.413717e-02,DOWN,8.558852e+01,4.035855e+01,4.911187e+01,3.754385e+01,2.317315e+01,2.792525e+01,2.020917e+01,2.076536e+01
26422,AGIS_Os05g034590,-1.936775e+00,-0.9404833103,1.635699e+00,2.403263e-01,4.585566e-01,Not_significant,5.600121e-01,3.814608e-01,5.640412e-01,6.147530e-01,0.000000e+00,1.904860e-01,0.000000e+00,1.158781e+00
26424,AGIS_Os05g034610,-1.771468e-01, 6.5197542008,1.343572e+00,2.829713e-01,5.028259e-01,Not_significant,1.025755e+02,9.345789e+01,9.359055e+01,9.796529e+01,8.376398e+01,9.863365e+01,6.876606e+01,9.460289e+01
26428,AGIS_Os05g034650, 4.149900e-01, 5.7420611279,3.071535e+00,1.216497e-01,3.099916e-01,Not_significant,2.786060e+01,4.524125e+01,6.301146e+01,5.014628e+01,5.790707e+01,7.646108e+01,5.440932e+01,5.242326e+01
26430,AGIS_Os05g034670,-2.322735e-01, 5.7962275083,2.060298e+00,1.927760e-01,4.035346e-01,Not_significant,6.654810e+01,5.557884e+01,4.903129e+01,6.902798e+01,4.810106e+01,4.388797e+01,5.459220e+01,5.710473e+01
26431,AGIS_Os05g034680, 4.779290e-02, 4.5065847694,5.554329e-02,8.201903e-01,9.042416e-01,Not_significant,1.493366e+01,2.399388e+01,2.634878e+01,2.445839e+01,2.100551e+01,2.769666e+01,2.034634e+01,2.234130e+01
26432,AGIS_Os05g034690,-3.163002e-01, 1.2386317406,4.140217e-01,5.396966e-01,7.216455e-01,Not_significant,8.400181e-01,2.899102e+00,3.746845e+00,2.942032e+00,1.548318e+00,2.247735e+00,2.560438e+00,1.344186e+00
26434,AGIS_Os05g034710,-3.014306e-01, 1.2045327868,1.958817e-01,6.709688e-01,8.123432e-01,Not_significant,2.613390e+00,2.822810e+00,9.669278e-01,3.161587e+00,1.496707e+00,2.895387e+00,3.017660e+00,7.416199e-01
26435,AGIS_Os05g034720,-2.843131e-01, 4.4875464423,1.790524e+00,2.213034e-01,4.375650e-01,Not_significant,3.304071e+01,2.952507e+01,1.893567e+01,1.787175e+01,2.343120e+01,1.737232e+01,2.098645e+01,1.761347e+01
26436,AGIS_Os05g034730, 5.205635e-01, 6.0256780668,1.287288e+01,8.292874e-03,5.990769e-02,Not_significant,6.370138e+01,4.955176e+01,4.790321e+01,5.330787e+01,8.009963e+01,7.215610e+01,7.960220e+01,7.420834e+01
26439,AGIS_Os05g034760, 2.479538e-01, 6.1762960892,2.428654e+00,1.615171e-01,3.641805e-01,Not_significant,6.953484e+01,6.137704e+01,7.038428e+01,6.213397e+01,7.369991e+01,9.520490e+01,7.283533e+01,7.267875e+01
26440,AGIS_Os05g034770,-1.616469e-01, 6.9027149117,1.308642e+00,2.888001e-01,5.097323e-01,Not_significant,1.563367e+02,1.219530e+02,1.061606e+02,1.225115e+02,1.212333e+02,1.076627e+02,1.039721e+02,1.167124e+02
26441,AGIS_Os05g034780, 9.353278e-01, 1.5621700171,1.529281e+00,2.547742e-01,4.733723e-01,Not_significant,1.306695e+00,2.670226e-01,4.673484e+00,3.293320e+00,2.838582e+00,3.962109e+00,2.971937e+00,3.615397e+00
26442,AGIS_Os05g034790,-1.651119e+00, 1.9198507521,1.432889e+01,6.411672e-03,5.106260e-02,Not_significant,6.346804e+00,4.615676e+00,4.270598e+00,6.937927e+00,8.773799e-01,1.485791e+00,2.514716e+00,2.502967e+00
26444,AGIS_Os05g034810,-4.052431e-01, 1.3328526612,9.716340e-01,3.558436e-01,5.745004e-01,Not_significant,4.106755e+00,2.975394e+00,2.175587e+00,1.932081e+00,2.064423e+00,2.781096e+00,1.600274e+00,1.807698e+00
26445,AGIS_Os05g034820,-4.399537e-02, 4.4217889217,3.034424e-02,8.664758e-01,9.307938e-01,Not_significant,1.190026e+01,2.643523e+01,2.707398e+01,2.287759e+01,2.126356e+01,2.232496e+01,2.185517e+01,1.701091e+01
26446,AGIS_Os05g034830, 7.975606e-01, 1.2337223574,1.924734e+00,2.064828e-01,4.206207e-01,Not_significant,1.866707e+00,2.708372e+00,1.168371e+00,8.782186e-01,5.109448e+00,1.485791e+00,2.011773e+00,2.966480e+00
26447,AGIS_Os05g034840, 4.346702e-01, 2.1842598120,1.247308e+00,2.997051e-01,5.204367e-01,Not_significant,3.920085e+00,2.098034e+00,3.746845e+00,5.840154e+00,5.109448e+00,5.943163e+00,4.389323e+00,4.635124e+00
26453,AGIS_Os05g034900, 1.158676e-01, 5.3249532454,4.136244e-02,8.444304e-01,9.183110e-01,Not_significant,5.800792e+01,2.204843e+01,3.049851e+01,3.302102e+01,1.558640e+01,8.983320e+01,2.967365e+01,4.125261e+01
26456,AGIS_Os05g034930,-8.758904e-02, 7.1435375243,1.105904e-01,7.488816e-01,8.629230e-01,Not_significant,2.129913e+02,1.466717e+02,9.419488e+01,1.378803e+02,1.118401e+02,1.333402e+02,1.601646e+02,1.333525e+02
26458,AGIS_Os05g034950, 4.056891e-01,-1.0204556201,5.378800e-02,8.230085e-01,9.059660e-01,Not_significant,0.000000e+00,3.051686e-01,6.446185e-01,4.391093e-01,8.257693e-01,5.714580e-01,0.000000e+00,4.635124e-01
26459,AGIS_Os05g034960,-1.067439e+00, 3.3578015219,9.265080e+00,1.796060e-02,9.785919e-02,Not_significant,1.759371e+01,9.536520e+00,7.896577e+00,2.002338e+01,5.367501e+00,3.428748e+00,8.732924e+00,8.760385e+00
26460,AGIS_Os05g034970, 4.913184e-02, 0.3820278181,3.022337e-03,9.576421e-01,9.790341e-01,Not_significant,1.213360e+00,6.866294e-01,1.289237e+00,1.053862e+00,2.580529e-01,2.323929e+00,8.229981e-01,2.039455e+00
26461,AGIS_Os05g034980, 3.991423e-01, 6.0934777216,6.819668e+00,3.361672e-02,1.439436e-01,Not_significant,8.404848e+01,4.394428e+01,4.661398e+01,6.173877e+01,9.609891e+01,5.162171e+01,7.416127e+01,8.741844e+01
26464,AGIS_Os05g035010, 8.126584e-01, 5.6623503219,2.234201e+01,1.935826e-03,2.366794e-02,Not_significant,3.654079e+01,3.364484e+01,3.243237e+01,4.382311e+01,7.297737e+01,5.116454e+01,7.219522e+01,6.173986e+01
26465,AGIS_Os05g035020,-6.906067e-01, 3.4382869284,3.681046e+00,9.508600e-02,2.705209e-01,Not_significant,1.554034e+01,1.255006e+01,7.251958e+00,1.800348e+01,6.193270e+00,6.247941e+00,1.120192e+01,9.038492e+00
26466,AGIS_Os05g035030, 3.252269e-01, 1.6160979041,6.092751e-01,4.597076e-01,6.603626e-01,Not_significant,2.660057e+00,2.746518e+00,1.651835e+00,3.512874e+00,2.477308e+00,2.514415e+00,4.160712e+00,4.125261e+00
26467,AGIS_Os05g035040,-4.059860e-01, 4.1578344187,2.917970e+00,1.298692e-01,3.214145e-01,Not_significant,1.568034e+01,4.112147e+01,1.341612e+01,1.431496e+01,1.347036e+01,1.874382e+01,1.197919e+01,1.330281e+01
26468,AGIS_Os05g035050,-2.375056e-01, 1.5378908531,3.249899e-01,5.857594e-01,7.549471e-01,Not_significant,2.240048e+00,5.302305e+00,9.266391e-01,4.391093e+00,1.806370e+00,2.933484e+00,1.463108e+00,3.429992e+00
26475,AGIS_Os05g035120, 4.643441e-02, 4.2907079293,2.168593e-02,8.869372e-01,9.426659e-01,Not_significant,8.773523e+00,2.124737e+01,3.102227e+01,1.874997e+01,1.919914e+01,1.592463e+01,1.920329e+01,2.173873e+01
26476,AGIS_Os05g035130,-8.774232e-02, 3.4595633187,9.848536e-02,7.624917e-01,8.704274e-01,Not_significant,7.886837e+00,9.536520e+00,1.579315e+01,1.203160e+01,1.331553e+01,7.771829e+00,1.069897e+01,1.028998e+01
26477,AGIS_Os05g035140,-1.420400e-01, 2.4312392487,2.398284e-01,6.387195e-01,7.915603e-01,Not_significant,6.533474e+00,5.378597e+00,5.318103e+00,4.786291e+00,6.296491e+00,6.095552e+00,4.800822e+00,3.244587e+00
26478,AGIS_Os05g035150,-2.563761e+00,-0.2467836689,4.025435e+00,8.341222e-02,2.508802e-01,Not_significant,5.133444e-01,1.068090e+00,1.289237e+00,1.932081e+00,7.225482e-01,0.000000e+00,9.144423e-02,4.171612e-01
26480,AGIS_Os05g035170,-5.810286e-01, 4.8921539415,7.563609e+00,2.752980e-02,1.270021e-01,Not_significant,4.424096e+01,2.601563e+01,3.432594e+01,3.820251e+01,2.012813e+01,2.480128e+01,2.592444e+01,2.322197e+01
26481,AGIS_Os05g035180, 2.280303e-01, 1.3453765161,3.401064e-01,5.773519e-01,7.491557e-01,Not_significant,2.426719e+00,1.640281e+00,2.497897e+00,2.459012e+00,2.270866e+00,2.057249e+00,3.474881e+00,2.827426e+00
26482,AGIS_Os05g035190,-8.274833e-01, 4.6423790489,1.474214e+01,5.964920e-03,4.867256e-02,Not_significant,3.565410e+01,3.070759e+01,2.796033e+01,3.231844e+01,1.476063e+01,1.611512e+01,2.432416e+01,1.724266e+01
26483,AGIS_Os05g035200,-9.294665e-03,-0.9452693506,5.053391e-05,9.945198e-01,9.972493e-01,Not_significant,9.333535e-02,1.907304e-01,5.237525e-01,7.903968e-01,6.193270e-01,1.028624e+00,1.828885e-01,0.000000e+00
26486,AGIS_Os05g035230, 2.525100e-01, 2.5263378361,6.601631e-01,4.422375e-01,6.461508e-01,Not_significant,3.593411e+00,4.234215e+00,7.292247e+00,5.927976e+00,5.212669e+00,6.819399e+00,5.440932e+00,6.859984e+00
26487,AGIS_Os05g035240,-3.719565e-01, 5.7085810623,1.943806e+00,2.044900e-01,4.186096e-01,Not_significant,2.566722e+01,7.079912e+01,7.493690e+01,7.126744e+01,4.015303e+01,5.280272e+01,4.179001e+01,4.018653e+01
26488,AGIS_Os05g035250,-1.540814e-02, 4.4467009807,7.025428e-03,9.354561e-01,9.673812e-01,Not_significant,1.502699e+01,2.960136e+01,2.425377e+01,1.954036e+01,1.821854e+01,2.377265e+01,2.240384e+01,2.090441e+01
26489,AGIS_Os05g035260,-8.113680e-01, 0.0090248190,2.845693e-01,6.096780e-01,7.713146e-01,Not_significant,1.493366e+00,3.051686e-01,8.863504e-01,1.185595e+00,0.000000e+00,2.057249e+00,1.097331e+00,2.781075e-01
26490,AGIS_Os05g035270, 2.100562e-01, 4.1334368329,2.894117e-01,6.067093e-01,7.692229e-01,Not_significant,7.093487e+00,1.777607e+01,2.546243e+01,1.576402e+01,1.470902e+01,2.899197e+01,1.024175e+01,1.960658e+01
26491,AGIS_Os05g035280,-1.556314e-01, 6.5728479882,5.015523e-01,5.009462e-01,6.933637e-01,Not_significant,1.575967e+02,8.456986e+01,7.550094e+01,9.177385e+01,8.221566e+01,8.811882e+01,9.208434e+01,8.904074e+01
26493,AGIS_Os05g035300, 4.847275e-01, 2.3908363543,1.994484e+00,1.992443e-01,4.111956e-01,Not_significant,1.726704e+00,6.294103e+00,5.519546e+00,4.435004e+00,4.696563e+00,7.276565e+00,6.081041e+00,5.191339e+00
26494,AGIS_Os05g035310, 1.729430e-01, 2.2876254134,2.627517e-01,6.234316e-01,7.808091e-01,Not_significant,4.060088e+00,2.860956e+00,5.519546e+00,5.840154e+00,6.399712e+00,4.419275e+00,4.983710e+00,4.310666e+00
26499,AGIS_Os05g035360, 1.322956e-01, 4.6140456565,2.267744e-01,6.479422e-01,7.974599e-01,Not_significant,4.008753e+01,1.560175e+01,2.215876e+01,1.866215e+01,2.147000e+01,2.419172e+01,2.711321e+01,2.595670e+01
26500,AGIS_Os05g035370,-9.825731e-01, 2.5686797833,7.413856e+00,2.866010e-02,1.300567e-01,Not_significant,1.568034e+01,6.103373e+00,4.995793e+00,4.654559e+00,6.141659e+00,1.866763e+00,2.789049e+00,4.588773e+00
26501,AGIS_Os05g035380,-5.230048e-01, 3.7342778658,2.298835e+00,1.717888e-01,3.770602e-01,Not_significant,8.633520e+00,1.869158e+01,1.522911e+01,2.033076e+01,1.429613e+01,1.043863e+01,9.647366e+00,8.482277e+00
26502,AGIS_Os05g035390,-2.670233e-02, 7.6432730004,2.143199e-02,8.875958e-01,9.431209e-01,Not_significant,2.174247e+02,2.104138e+02,1.643777e+02,2.134510e+02,1.901850e+02,1.681229e+02,2.382579e+02,1.964366e+02
26514,AGIS_Os05g035510, 2.706509e-01, 1.3682006933,3.739316e-01,5.594544e-01,7.361917e-01,Not_significant,2.100045e+00,2.365057e+00,2.417319e+00,1.800348e+00,1.754760e+00,4.724053e+00,1.920329e+00,2.827426e+00
26523,AGIS_Os05g035600,-5.588328e-02, 2.1936311377,1.496994e-02,9.059430e-01,9.533770e-01,Not_significant,5.646789e+00,2.937248e+00,3.464824e+00,6.059708e+00,1.857981e+00,4.381178e+00,5.578098e+00,5.979310e+00
26529,AGIS_Os05g035660, 2.122999e+00, 3.1765220743,3.533059e+01,5.021303e-04,1.000229e-02,UP,1.960042e+00,4.310507e+00,5.398680e+00,2.415101e+00,1.708310e+01,1.314353e+01,1.403669e+01,1.334916e+01
26530,AGIS_Os05g035670, 6.355954e+00, 4.2302263225,4.034591e+02,1.270829e-07,7.337477e-05,UP,2.800060e-01,4.958990e-01,4.834639e-01,4.830202e-01,4.608825e+01,3.101112e+01,2.985654e+01,4.088180e+01
26531,AGIS_Os05g035680, 1.347495e+00, 2.2415792489,1.286491e+01,8.371548e-03,6.029724e-02,Not_significant,1.353363e+00,4.997136e+00,2.618763e+00,2.151636e+00,5.728775e+00,7.695634e+00,4.983710e+00,7.601604e+00
26536,AGIS_Os05g035730,-2.556056e-01, 7.1395648829,2.386091e+00,1.647822e-01,3.681296e-01,Not_significant,1.468632e+02,1.545679e+02,1.734024e+02,1.378364e+02,1.500836e+02,1.306734e+02,1.082700e+02,1.256119e+02
26537,AGIS_Os05g035740,-1.628477e-01, 4.5146139990,7.153483e-01,4.246365e-01,6.320908e-01,Not_significant,2.935397e+01,2.284950e+01,1.728383e+01,2.748824e+01,2.167645e+01,1.882002e+01,2.144367e+01,2.326832e+01
26540,AGIS_Os05g035770, 2.763086e-01,-0.3636705588,1.377469e-02,9.097556e-01,9.551335e-01,Not_significant,1.400030e-01,1.068090e+00,1.208660e+00,0.000000e+00,2.374087e+00,2.285832e-01,0.000000e+00,5.562149e-01
26541,AGIS_Os05g035780,-4.022830e-02, 6.4743737313,6.700341e-02,8.029140e-01,8.938209e-01,Not_significant,9.506205e+01,9.700548e+01,7.703191e+01,9.151038e+01,8.273177e+01,8.358526e+01,9.633649e+01,8.737209e+01
26548,AGIS_Os05g035850, 1.415779e-01, 3.2079082552,3.677556e-01,5.626268e-01,7.387297e-01,Not_significant,9.473538e+00,9.498374e+00,7.695133e+00,8.167433e+00,8.309304e+00,1.009576e+01,9.647366e+00,1.033633e+01
26549,AGIS_Os05g035860, 6.112649e-01, 3.7213868306,3.790710e+00,9.114719e-02,2.632019e-01,Not_significant,4.946774e+00,1.117680e+01,1.160313e+01,1.444670e+01,1.341875e+01,2.316310e+01,1.092759e+01,1.511051e+01
26550,AGIS_Os05g035870, 4.144598e-01, 2.5906371329,1.479017e+00,2.620336e-01,4.805351e-01,Not_significant,3.453408e+00,5.454889e+00,6.244742e+00,5.181490e+00,7.328703e+00,6.781302e+00,4.526489e+00,8.528629e+00
26551,AGIS_Os05g035880, 7.824968e-01, 2.9547105698,5.655379e+00,4.781083e-02,1.785242e-01,Not_significant,4.900106e+00,7.018879e+00,5.922432e+00,4.347182e+00,8.567357e+00,6.095552e+00,1.421958e+01,1.028998e+01
26554,AGIS_Os05g035910,-2.065550e-01, 3.5497524015,8.085442e-01,3.972711e-01,6.096454e-01,Not_significant,1.759371e+01,1.090978e+01,1.011245e+01,1.154857e+01,1.202527e+01,8.419481e+00,1.188775e+01,1.052173e+01
26555,AGIS_Os05g035920, 2.723003e-01, 1.1935593543,4.486729e-02,8.380798e-01,9.149293e-01,Not_significant,0.000000e+00,2.555787e+00,2.618763e+00,3.205498e+00,2.786972e+00,4.343081e+00,7.772759e-01,1.251484e+00
26556,AGIS_Os05g035930,-8.614839e-01, 2.8820541019,3.765533e+00,9.203214e-02,2.646840e-01,Not_significant,3.033399e+00,1.094792e+01,1.498738e+01,1.001169e+01,4.954616e+00,6.209844e+00,4.160712e+00,3.893504e+00
26557,AGIS_Os05g035940, 3.935180e-01, 5.1264662152,5.589378e+00,4.864366e-02,1.802560e-01,Not_significant,3.910751e+01,2.677855e+01,2.856466e+01,2.687349e+01,3.999820e+01,3.706858e+01,3.877235e+01,4.162342e+01
26558,AGIS_Os05g035950, 7.347274e-01, 2.8102071138,6.296738e+00,3.922048e-02,1.587499e-01,Not_significant,4.853438e+00,6.828148e+00,4.391464e+00,4.786291e+00,8.154472e+00,7.124176e+00,8.595757e+00,1.070714e+01
26559,AGIS_Os05g035960, 1.493606e+00, 5.6349339374,1.929132e+01,2.928458e-03,3.060674e-02,UP,1.008022e+01,3.429333e+01,3.702528e+01,2.963988e+01,7.581595e+01,7.528007e+01,6.853745e+01,6.618958e+01
26560,AGIS_Os05g035970, 3.386072e-01, 4.0663015711,3.251708e+00,1.126347e-01,2.974327e-01,Not_significant,1.675370e+01,1.575433e+01,1.252977e+01,1.361239e+01,2.425697e+01,1.744852e+01,1.691718e+01,1.608388e+01
26561,AGIS_Os05g035980, 7.549797e-01, 1.5161386240,3.120762e+00,1.189619e-01,3.064313e-01,Not_significant,2.193381e+00,1.144382e+00,2.417319e+00,2.327279e+00,6.244881e+00,2.514415e+00,2.834771e+00,2.595670e+00
26563,AGIS_Os05g036000, 4.241752e-01, 2.6417182041,2.034042e+00,1.952112e-01,4.065616e-01,Not_significant,7.700166e+00,4.691968e+00,5.156948e+00,3.381142e+00,9.289905e+00,4.228789e+00,9.190145e+00,5.654852e+00
26564,AGIS_Os05g036010,-1.596468e-01, 8.8057173817,8.867770e-01,3.766038e-01,5.920229e-01,Not_significant,6.964684e+02,4.122065e+02,3.506725e+02,4.568932e+02,4.721336e+02,4.045923e+02,3.911070e+02,3.951907e+02
26565,AGIS_Os05g036020,-6.474488e-02, 4.4070748209,1.218535e-01,7.368966e-01,8.555385e-01,Not_significant,2.790727e+01,2.063703e+01,1.841192e+01,1.997947e+01,2.033457e+01,2.175350e+01,1.920329e+01,2.081171e+01
26566,AGIS_Os05g036030,-5.012198e-01, 0.9099267732,1.044977e+00,3.393781e-01,5.591273e-01,Not_significant,2.706725e+00,2.021742e+00,1.571258e+00,2.019903e+00,1.703149e+00,2.095346e+00,1.280219e+00,9.270249e-01
