,genes,logFC,logCPM,F,PValue,FDR,change,CPM.WTmockLP_1,CPM.WTmockLP_2,CPM.WTmockLP_3,CPM.WTmockLP_4,CPM.WTmockHP_1,CPM.WTmockHP_2,CPM.WTmockHP_3,CPM.WTmockHP_4
1471,AGIS_Os01g014710,-5.505838e-01, 2.5751049629, 1.842515e+00,2.109010e-01,0.5522685354,Not_significant,6.565152e+00,7.893851e+00,6.603379e+00,5.842931e+00,1.684255e+00,5.783075e+00,7.578190e+00,5.439733e+00
1476,AGIS_Os01g014760,-1.671744e+00, 2.8504698741, 1.388650e+01,5.586306e-03,0.1019923464,Not_significant,1.240345e+01,1.302042e+01,8.789634e+00,7.738464e+00,1.871394e+00,6.580741e+00,1.520044e+00,5.490690e+00
1478,AGIS_Os01g014780,-6.315402e-01, 2.8588338302, 5.576903e+00,4.483679e-02,0.2977362254,Not_significant,8.229887e+00,8.887235e+00,8.209607e+00,9.731705e+00,5.738942e+00,4.924051e+00,6.586857e+00,5.452472e+00
1480,AGIS_Os01g014800, 1.477984e-02, 3.7831359025, 3.769179e-03,9.525026e-01,0.9817830274,Not_significant,1.545156e+01,1.183191e+01,1.280520e+01,1.446077e+01,1.347404e+01,1.461876e+01,1.612568e+01,1.109604e+01
1481,AGIS_Os01g014810, 8.828336e-01, 3.0041417472, 1.092114e+01,1.028420e-02,0.1430711652,Not_significant,4.853523e+00,4.133185e+00,8.016265e+00,4.924477e+00,9.253004e+00,8.421508e+00,1.768979e+01,6.624499e+00
1483,AGIS_Os01g014830, 1.631816e-01, 4.4565622062, 5.704890e-01,4.710128e-01,0.7534963508,Not_significant,2.264978e+01,2.006280e+01,1.780235e+01,2.198427e+01,2.732235e+01,1.943543e+01,2.526798e+01,2.085443e+01
1486,AGIS_Os01g014860, 5.498559e-01, 2.7941375927, 1.202023e+00,3.041277e-01,0.6330130559,Not_significant,2.438485e+00,5.729694e+00,7.599835e+00,5.940639e+00,1.484639e+01,5.215506e+00,6.300472e+00,7.134076e+00
1490,AGIS_Os01g014900, 1.110566e+00, 4.0441760089, 1.434208e+01,5.115608e-03,0.0970965529,Not_significant,9.050531e+00,9.969313e+00,1.496171e+01,6.761385e+00,3.198005e+01,1.202634e+01,2.958578e+01,1.737657e+01
1494,AGIS_Os01g014940,-5.994755e-01, 2.2831008062, 3.348125e+00,1.034305e-01,0.4185816809,Not_significant,5.721061e+00,6.705339e+00,4.878172e+00,5.627974e+00,6.134014e+00,3.298040e+00,3.106177e+00,3.197595e+00
1497,AGIS_Os01g014970,-3.989751e-01,-2.3491122457, 4.066189e-02,8.457832e-01,0.9388499065,Not_significant,0.000000e+00,2.838239e-01,1.784697e-01,1.172495e-01,0.000000e+00,3.528136e-01,0.000000e+00,3.057461e-01
1499,AGIS_Os01g014990, 8.332378e-01, 4.7609259538, 1.252708e+01,7.250052e-03,0.1182810862,Not_significant,2.316561e+01,1.261242e+01,2.311183e+01,2.032324e+01,3.495348e+01,3.433030e+01,3.324270e+01,3.488053e+01
1500,AGIS_Os01g015000, 4.484833e-01, 5.6204683263, 5.074147e+00,5.327665e-02,0.3205313603,Not_significant,3.873440e+01,4.596173e+01,4.732422e+01,3.370922e+01,5.279411e+01,5.373505e+01,7.432795e+01,4.670272e+01
1501,AGIS_Os01g015010, 3.108785e-01, 5.8504791015, 2.426773e+00,1.566411e-01,0.4909763316,Not_significant,4.677671e+01,5.589556e+01,5.742263e+01,4.566866e+01,6.936634e+01,6.399732e+01,6.963564e+01,5.255011e+01
1502,AGIS_Os01g015020, 5.160398e-01, 3.3770211869, 2.594150e+00,1.450754e-01,0.4767928768,Not_significant,9.777388e+00,5.782911e+00,9.429150e+00,8.441961e+00,7.360817e+00,1.282401e+01,1.872518e+01,1.049728e+01
1503,AGIS_Os01g015030, 9.961457e-01,-2.2207438659, 1.524391e-01,7.061816e-01,0.8772971934,Not_significant,3.048106e-01,4.257358e-01,0.000000e+00,0.000000e+00,2.079327e-02,1.840767e-01,1.321777e-01,3.567038e-01
1504,AGIS_Os01g015040, 6.025044e-01, 3.1302152021, 3.695353e+00,8.996756e-02,0.3979597099,Not_significant,5.721061e+00,7.184291e+00,6.038225e+00,8.305170e+00,1.574050e+01,8.528886e+00,9.935360e+00,8.318842e+00
1505,AGIS_Os01g015050,-4.826058e-01, 2.8794325906, 3.259714e+00,1.073956e-01,0.4237867020,Not_significant,7.080986e+00,7.450376e+00,1.081229e+01,8.969583e+00,5.406250e+00,6.473363e+00,5.992057e+00,6.395189e+00
1506,AGIS_Os01g015060, 3.846400e-01, 4.8179810822, 8.837593e-01,3.740887e-01,0.6870409510,Not_significant,1.840587e+01,1.970802e+01,2.165433e+01,2.657654e+01,7.741333e+01,2.113814e+01,2.196353e+01,1.853586e+01
1507,AGIS_Os01g015070, 4.520082e-01, 5.6849247593, 3.311324e+00,1.054611e-01,0.4210120775,Not_significant,4.035224e+01,3.764214e+01,4.924277e+01,4.111548e+01,8.932788e+01,4.083434e+01,7.086930e+01,4.189995e+01
1508,AGIS_Os01g015080,-5.303361e-01, 4.1444098410, 1.432977e+00,2.648008e-01,0.6014269955,Not_significant,2.433796e+01,1.743743e+01,1.957218e+01,1.655171e+01,7.090504e+00,1.958883e+01,7.864575e+00,2.872739e+01
1511,AGIS_Os01g015110,-1.775929e-01, 2.2625030544, 1.237615e-01,7.338767e-01,0.8904147027,Not_significant,4.900417e+00,4.186402e+00,5.249984e+00,4.377313e+00,1.102043e+00,5.092788e+00,5.749732e+00,7.427082e+00
1512,AGIS_Os01g015120,-1.105036e+00, 4.0991376683, 8.499445e+00,1.896093e-02,0.1952059547,Not_significant,2.895701e+01,1.827116e+01,2.336466e+01,2.059682e+01,6.425120e+00,1.742592e+01,7.181657e+00,1.459938e+01
1513,AGIS_Os01g015130,-4.302075e-02, 4.3611286766, 3.067604e-02,8.651924e-01,0.9477218037,Not_significant,1.781970e+01,2.181896e+01,2.003323e+01,2.311768e+01,2.582524e+01,1.957349e+01,2.046552e+01,1.547840e+01
1515,AGIS_Os01g015150,-3.118856e-01,-0.2226105462, 2.038304e-01,6.632439e-01,0.8583392065,Not_significant,6.330683e-01,1.241729e+00,9.369660e-01,5.862473e-01,4.990384e-01,1.748728e+00,3.965332e-01,5.095768e-01
1516,AGIS_Os01g015160, 1.026007e+00, 1.7532301817, 2.322561e+00,1.651731e-01,0.5019708435,Not_significant,7.503031e-01,2.359286e+00,2.929878e+00,1.915074e+00,6.757812e+00,4.402500e+00,6.741065e+00,8.535412e-01
1517,AGIS_Os01g015170,-6.482703e-01, 0.6990189408, 1.702924e+00,2.270211e-01,0.5665620355,Not_significant,2.204015e+00,2.270591e+00,1.591355e+00,1.641492e+00,1.393149e+00,7.516464e-01,1.608162e+00,1.261203e+00
1518,AGIS_Os01g015180, 5.017303e-02,-0.3603162585, 4.844763e-03,9.461612e-01,0.9789995049,Not_significant,9.378789e-01,7.627766e-01,5.651541e-01,6.253304e-01,9.564903e-01,4.601917e-01,1.013363e+00,6.497104e-01
1519,AGIS_Os01g015190,-2.841600e-01, 0.5016339449, 2.345851e-01,6.407321e-01,0.8464986445,Not_significant,1.922652e+00,7.095596e-01,1.978039e+00,1.504701e+00,7.069711e-01,1.242518e+00,1.123511e+00,1.847216e+00
1526,AGIS_Os01g015260, 1.537894e-01, 1.2453864249, 8.091550e-02,7.831257e-01,0.9119373711,Not_significant,1.969546e+00,9.756445e-01,1.948294e+00,4.475021e+00,2.058533e+00,2.070863e+00,3.678947e+00,1.528730e+00
1527,AGIS_Os01g015270, 6.168978e-01, 2.4085075377, 4.428688e+00,6.731767e-02,0.3514082390,Not_significant,4.454925e+00,3.086584e+00,6.335675e+00,2.970320e+00,6.487499e+00,4.325802e+00,8.547494e+00,5.987528e+00
1528,AGIS_Os01g015280, 6.688208e-02, 1.0856928138, 2.771010e-02,8.717877e-01,0.9498242417,Not_significant,2.602614e+00,1.294946e+00,2.453959e+00,1.875991e+00,2.827884e+00,1.718049e+00,1.828459e+00,2.102004e+00
1529,AGIS_Os01g015290,-3.990605e-01, 3.6028444364, 1.333082e+00,2.808554e-01,0.6130315624,Not_significant,1.289583e+01,1.452823e+01,1.173438e+01,1.311240e+01,4.428966e+00,1.388245e+01,8.349227e+00,1.796258e+01
1530,AGIS_Os01g015300, 3.129681e-01, 6.7090950909, 2.463198e+00,1.539265e-01,0.4878414449,Not_significant,8.501872e+01,9.504551e+01,1.068290e+02,8.582660e+01,1.046317e+02,1.210764e+02,1.355262e+02,1.027689e+02
1531,AGIS_Os01g015310, 1.402265e+00,-0.9743727073, 1.209528e+00,3.027208e-01,0.6317243367,Not_significant,2.813637e-01,5.676477e-01,4.313018e-01,0.000000e+00,3.534855e-01,1.073781e+00,6.168294e-01,4.458797e-01
1532,AGIS_Os01g015320, 2.338630e-01, 0.3074158367, 1.469578e-01,7.111204e-01,0.8797567907,Not_significant,8.206440e-01,8.159936e-01,8.328587e-01,2.188657e+00,1.538702e+00,1.319216e+00,1.167570e+00,9.427171e-01
1533,AGIS_Os01g015330, 4.830682e-02, 4.2958264577, 5.135019e-02,8.262277e-01,0.9316782166,Not_significant,1.582671e+01,1.740195e+01,2.364724e+01,2.006920e+01,1.530384e+01,2.251871e+01,2.401229e+01,1.806450e+01
1534,AGIS_Os01g015340,-5.644715e-02, 2.5278576167, 3.715668e-02,8.517932e-01,0.9420131843,Not_significant,6.776175e+00,7.787417e+00,4.907917e+00,4.181897e+00,6.050841e+00,5.921133e+00,4.626221e+00,5.605345e+00
1535,AGIS_Os01g015350, 1.405533e-01, 5.2710882688, 5.192568e-01,4.910100e-01,0.7660512760,Not_significant,3.718690e+01,3.835170e+01,3.856433e+01,3.241947e+01,4.663930e+01,3.983726e+01,4.143772e+01,3.420534e+01
1536,AGIS_Os01g015360, 1.397305e-01, 0.0135759822, 2.082125e-02,8.887571e-01,0.9575053636,Not_significant,2.579167e-01,4.789528e-01,1.041073e+00,1.270202e+00,2.807091e+00,1.840767e-01,1.035392e+00,7.388864e-01
1538,AGIS_Os01g015380, 3.758078e-01, 2.2759601070, 1.111868e+00,3.215927e-01,0.6464520118,Not_significant,4.056326e+00,1.543292e+00,7.510601e+00,4.592270e+00,4.179447e+00,4.034347e+00,7.578190e+00,4.968374e+00
1539,AGIS_Os01g015390,-2.372963e+00,-1.2612009626, 3.834448e+00,8.469597e-02,0.3883791612,Not_significant,5.627273e-01,1.277207e+00,5.948991e-02,3.908315e-01,1.663461e-01,5.829095e-01,0.000000e+00,2.547884e-02
1544,AGIS_Os01g015440, 4.975711e-01, 5.2697382822, 4.723009e+00,6.045966e-02,0.3365261317,Not_significant,3.216925e+01,2.889682e+01,3.096450e+01,3.406097e+01,6.262932e+01,4.345743e+01,4.264935e+01,3.353015e+01
1545,AGIS_Os01g015450, 2.184773e-01,-0.7600045677, 2.750631e-02,8.722989e-01,0.9498746535,Not_significant,4.689395e-02,8.514716e-01,4.759192e-01,3.908315e-01,1.580288e+00,6.135889e-01,1.762370e-01,3.057461e-01
1546,AGIS_Os01g015460, 2.481755e+00,-1.4252640502, 2.872372e+00,1.276238e-01,0.4542789923,Not_significant,3.282576e-01,2.838239e-01,2.974495e-02,0.000000e+00,9.149038e-01,3.681533e-01,3.524740e-01,4.331403e-01
1548,AGIS_Os01g015480, 6.935075e-01, 0.3036519597, 1.246906e+00,2.955137e-01,0.6259295695,Not_significant,7.034092e-01,1.809377e+00,9.369660e-01,3.712899e-01,1.621875e+00,2.132221e+00,6.829183e-01,1.312160e+00
1549,AGIS_Os01g015490, 4.413421e-01, 6.6597281620, 4.292670e+00,7.085941e-02,0.3582539917,Not_significant,9.027084e+01,7.060119e+01,9.225397e+01,8.998896e+01,1.014088e+02,1.181926e+02,1.329928e+02,1.128585e+02
1552,AGIS_Os01g015520, 7.258659e-01, 2.1574448690, 2.448606e+00,1.554137e-01,0.4894389766,Not_significant,2.438485e+00,3.654232e+00,2.572938e+00,3.673816e+00,1.083329e+01,2.546394e+00,4.516073e+00,5.184944e+00
1553,AGIS_Os01g015530, 3.659019e-02, 2.4855952488, 1.186943e-02,9.158487e-01,0.9676923464,Not_significant,4.642501e+00,5.623260e+00,5.131004e+00,6.351012e+00,6.591466e+00,5.890453e+00,6.763094e+00,3.541559e+00
1562,AGIS_Os01g015620, 5.636862e-01, 8.3452242340, 3.180312e+00,1.115322e-01,0.4305911006,Not_significant,1.936485e+02,2.083445e+02,3.282653e+02,3.026795e+02,5.890317e+02,2.854262e+02,4.111389e+02,2.828661e+02
1563,AGIS_Os01g015630,-3.093922e-01, 1.5478533185, 4.179192e-01,5.356818e-01,0.7916363690,Not_significant,3.095000e+00,3.352669e+00,4.060186e+00,1.915074e+00,1.289183e+00,2.469695e+00,2.599496e+00,4.305924e+00
1564,AGIS_Os01g015640, 1.528952e-01, 5.7001340399, 5.156499e-01,4.924750e-01,0.7660776900,Not_significant,4.565126e+01,4.289288e+01,5.501329e+01,5.184380e+01,6.341947e+01,4.483801e+01,6.760891e+01,4.437140e+01
1565,AGIS_Os01g015650, 1.669988e-01, 7.3884303422, 5.548802e-01,4.769500e-01,0.7569280698,Not_significant,2.155246e+02,1.218669e+02,1.305060e+02,1.598892e+02,2.655716e+02,1.534739e+02,1.600232e+02,1.332671e+02
1566,AGIS_Os01g015660,-1.424658e+00,-1.7803064406, 1.180849e+00,3.078182e-01,0.6353707303,Not_significant,5.627273e-01,5.144307e-01,1.635972e-01,2.344989e-01,1.247596e-01,1.227178e-01,3.084147e-01,5.095768e-02
1567,AGIS_Os01g015670,-3.797559e-01, 1.8368022877, 1.268753e+00,2.916016e-01,0.6225415909,Not_significant,3.118447e+00,3.920317e+00,5.086387e+00,3.927857e+00,2.973437e+00,3.666194e+00,2.907910e+00,2.688018e+00
1568,AGIS_Os01g015680,-8.209690e-01, 1.2914406201, 3.089499e+00,1.159369e-01,0.4373763643,Not_significant,8.206440e-01,2.891456e+00,5.249984e+00,4.006023e+00,1.206010e+00,1.380575e+00,2.158903e+00,1.566949e+00
1571,AGIS_Os01g015710,-1.403910e+00,-1.7072364323, 9.277630e-01,3.628311e-01,0.6786414792,Not_significant,3.282576e-01,3.725188e-01,3.718119e-01,3.126652e-01,0.000000e+00,4.295122e-01,2.202962e-01,1.273942e-01
1573,AGIS_Os01g015730, 6.483353e-01, 2.2439218166, 2.257851e+00,1.705028e-01,0.5091675195,Not_significant,2.907425e+00,3.334930e+00,3.271945e+00,4.064648e+00,1.131154e+01,4.279783e+00,5.419287e+00,3.044722e+00
1574,AGIS_Os01g015740,-8.722425e-02, 8.5020105863, 7.495696e-02,7.910348e-01,0.9156735672,Not_significant,3.495240e+02,4.521137e+02,3.214537e+02,3.279076e+02,5.843532e+02,2.350506e+02,3.783588e+02,2.513233e+02
1578,AGIS_Os01g015780,-9.269707e-01, 2.9362903956, 1.050411e+01,1.133272e-02,0.1500889477,Not_significant,9.472577e+00,9.401665e+00,1.014303e+01,1.063062e+01,5.343870e+00,5.583659e+00,6.785124e+00,3.605256e+00
1579,AGIS_Os01g015790,-1.834789e+00, 4.2080163012, 4.652070e+01,1.213362e-04,0.0099749565,DOWN,2.335318e+01,3.313644e+01,2.729099e+01,3.101248e+01,1.137392e+01,7.991995e+00,6.476709e+00,6.942984e+00
1580,AGIS_Os01g015800,-1.304083e-01, 0.2969622387, 2.883607e-02,8.692808e-01,0.9490636753,Not_significant,5.158334e-01,5.676477e-01,2.305234e+00,1.895533e+00,1.746634e+00,9.050436e-01,9.693034e-01,6.369710e-01
1581,AGIS_Os01g015810,-5.521139e-01, 3.2434338955, 2.773204e+00,1.335681e-01,0.4630210296,Not_significant,1.015254e+01,8.958191e+00,1.540789e+01,9.575372e+00,3.576442e+00,9.664025e+00,8.833879e+00,9.299777e+00
1584,AGIS_Os01g015840, 1.293041e+00,-1.8549771724, 7.817256e-01,4.048824e-01,0.7097875749,Not_significant,9.378789e-02,4.612138e-01,8.923486e-02,0.000000e+00,5.406250e-01,4.908711e-01,2.643555e-01,0.000000e+00
1585,AGIS_Os01g015850,-1.513369e-01, 2.0928881863, 2.227078e-01,6.491777e-01,0.8512981581,Not_significant,7.948524e+00,3.583276e+00,2.647301e+00,3.732441e+00,5.926081e+00,3.344059e+00,1.982666e+00,4.700846e+00
1587,AGIS_Os01g015870, 2.298105e-01,-1.8921998711, 2.396203e-02,8.806906e-01,0.9535207444,Not_significant,2.344697e-02,3.902578e-01,6.246440e-01,3.908315e-02,2.911057e-01,1.227178e-01,2.643555e-01,1.019154e-01
1588,AGIS_Os01g015880,-4.559843e-01, 1.0581264744, 8.862757e-01,3.732405e-01,0.6864824372,Not_significant,2.837084e+00,1.649726e+00,1.992912e+00,2.696737e+00,1.018870e+00,1.181159e+00,3.172266e+00,1.847216e+00
1592,AGIS_Os01g015920,-2.097088e-01, 0.6372987590, 1.724271e-01,6.885213e-01,0.8692906685,Not_significant,2.180568e+00,1.773899e+00,8.477312e-01,1.875991e+00,1.164423e+00,1.533972e+00,1.409896e+00,1.388597e+00
1595,AGIS_Os01g015950,-1.495277e+00, 5.2743712394, 2.579571e+01,8.899902e-04,0.0330357831,DOWN,5.866433e+01,6.006422e+01,4.821657e+01,5.680736e+01,3.462079e+01,1.807019e+01,2.178730e+01,1.113425e+01
1596,AGIS_Os01g015960,-1.999620e+00, 5.6808007203, 3.484288e+01,3.303865e-04,0.0179945833,DOWN,6.405713e+01,7.854825e+01,7.248845e+01,1.096282e+02,2.884026e+01,1.056907e+01,2.716253e+01,1.881612e+01
1597,AGIS_Os01g015970,-3.844193e+00,-0.7911184544, 5.031239e+00,5.443607e-02,0.3227870426,Not_significant,1.102008e+00,9.933835e-01,2.230871e-01,6.448720e-01,2.079327e-02,3.067944e-02,0.000000e+00,1.312160e+00
1600,AGIS_Os01g016000, 1.985418e+00, 0.1373758992, 9.301550e+00,1.520522e-02,0.1732154116,Not_significant,1.875758e-01,2.660849e-01,1.472375e+00,2.540405e-01,1.060457e+00,1.119800e+00,2.511377e+00,1.630646e+00
1608,AGIS_Os01g016080, 3.156822e-01, 0.0941720721, 2.208417e-01,6.505346e-01,0.8522412404,Not_significant,4.689395e-02,1.667465e+00,6.990064e-01,1.328827e+00,1.455529e-01,2.822509e+00,8.371257e-01,6.751893e-01
1612,AGIS_Os01g016120,-3.720338e-01, 5.2316962937, 2.050732e+00,1.891969e-01,0.5296292791,Not_significant,3.845304e+01,4.771789e+01,3.508417e+01,4.617674e+01,4.846911e+01,2.894606e+01,3.106177e+01,2.442147e+01
1614,AGIS_Os01g016140,-6.622963e-01, 2.2930251686, 2.303524e+00,1.667177e-01,0.5040635558,Not_significant,4.853523e+00,6.421515e+00,4.848427e+00,6.390095e+00,8.213341e+00,2.055523e+00,2.973999e+00,3.184855e+00
1615,AGIS_Os01g016150,-1.696707e-01, 7.5177273590, 5.703013e-01,4.710834e-01,0.7534983350,Not_significant,2.048328e+02,1.754741e+02,1.753316e+02,2.190611e+02,2.096793e+02,1.699641e+02,1.650680e+02,1.463759e+02
1616,AGIS_Os01g016160, 3.876230e-01, 5.6098004887, 2.202550e+00,1.752416e-01,0.5141607100,Not_significant,3.993019e+01,3.478616e+01,4.311531e+01,4.766190e+01,8.086502e+01,4.431646e+01,6.263022e+01,3.709719e+01
1618,AGIS_Os01g016180, 3.119844e-01, 4.9661843382, 9.803454e-01,3.504804e-01,0.6699792817,Not_significant,2.250909e+01,2.724709e+01,2.726125e+01,2.941007e+01,6.223425e+01,2.810237e+01,3.033479e+01,2.270165e+01
1619,AGIS_Os01g016190, 4.331447e-01, 6.2892197134, 2.141954e+00,1.806396e-01,0.5198821511,Not_significant,8.419808e+01,4.599720e+01,6.591482e+01,6.890360e+01,6.491658e+01,1.115351e+02,7.274181e+01,1.111514e+02
1626,AGIS_Os01g016260, 1.399683e+00, 8.4587212177, 1.681756e+01,3.270829e-03,0.0736627450,Not_significant,1.442927e+02,1.981977e+02,1.860547e+02,2.126319e+02,8.401312e+02,3.960410e+02,4.941905e+02,3.428051e+02
1631,AGIS_Os01g016310,-4.338582e-01, 4.3187212010, 4.427044e+00,6.735910e-02,0.3514312364,Not_significant,1.617841e+01,2.692779e+01,2.224922e+01,2.583396e+01,1.072933e+01,1.889854e+01,1.839474e+01,2.014102e+01
1635,AGIS_Os01g016350,-5.863160e-01, 4.4345204993, 2.913202e+00,1.253949e-01,0.4508400663,Not_significant,2.790190e+01,2.744222e+01,1.966141e+01,2.354760e+01,8.753966e+00,2.540258e+01,1.039798e+01,2.958093e+01
1636,AGIS_Os01g016360, 7.039950e-01,-2.1336184173, 1.152870e-01,7.427528e-01,0.8947088826,Not_significant,3.751516e-01,0.000000e+00,8.923486e-02,1.954158e-01,4.158653e-01,1.227178e-01,3.965332e-01,0.000000e+00
1638,AGIS_Os01g016380,-4.522353e-01, 1.7445643739, 1.260211e+00,2.932347e-01,0.6241619254,Not_significant,3.282576e+00,4.665355e+00,3.197582e+00,3.966940e+00,4.013101e+00,1.656690e+00,2.577466e+00,3.172116e+00
1639,AGIS_Os01g016390, 3.837486e-02, 0.4630726793, 2.003138e-03,9.653743e-01,0.9876186304,Not_significant,1.008220e+00,1.631987e+00,1.412885e+00,6.839552e-01,1.559495e+00,1.687369e-01,3.172266e+00,1.133808e+00
1641,AGIS_Os01g016410, 3.030523e+00,-1.0383153820, 7.213307e+00,2.685709e-02,0.2352359660,Not_significant,1.406818e-01,0.000000e+00,1.784697e-01,1.172495e-01,1.663461e+00,1.533972e-01,7.049479e-01,6.751893e-01
1645,AGIS_Os01g016450,-1.711764e-01, 0.2895767598, 8.938284e-02,7.723338e-01,0.9069840876,Not_significant,1.008220e+00,6.563427e-01,2.305234e+00,9.966204e-01,1.829808e+00,5.829095e-01,1.542074e+00,5.860133e-01
1647,AGIS_Os01g016470,-2.303392e-02, 4.0825890264, 6.352711e-03,9.383873e-01,0.9769111766,Not_significant,1.456057e+01,1.827116e+01,2.050914e+01,1.258477e+01,2.715601e+01,1.217974e+01,2.026725e+01,9.745657e+00
1652,AGIS_Os01g016520, 5.919401e-01, 8.1183442674, 6.381370e+00,3.455333e-02,0.2662909622,Not_significant,2.186899e+02,2.141628e+02,2.721217e+02,1.723567e+02,4.448096e+02,2.743816e+02,3.837781e+02,2.425076e+02
1662,AGIS_Os01g016620, 1.615608e-01, 3.9252886000, 3.824577e-01,5.530881e-01,0.8023164984,Not_significant,1.477159e+01,1.195608e+01,1.299854e+01,1.621951e+01,2.595000e+01,1.360633e+01,1.368040e+01,1.208971e+01
1663,AGIS_Os01g016630,-4.203744e+00,-1.8857665526, 2.273055e+00,1.692301e-01,0.5073018887,Not_significant,3.751516e-01,7.272986e-01,3.866844e-01,0.000000e+00,0.000000e+00,1.533972e-02,0.000000e+00,3.567038e-01
1664,AGIS_Os01g016640,-8.280390e-01, 0.5475552403, 1.765004e+00,2.198508e-01,0.5593269215,Not_significant,1.289583e+00,1.454597e+00,2.007784e+00,1.954158e+00,4.574519e-01,2.346978e+00,4.846517e-01,1.388597e+00
1665,AGIS_Os01g016650,-6.660522e-02, 4.6306204920, 7.172894e-02,7.954624e-01,0.9179431491,Not_significant,2.344697e+01,2.625371e+01,2.501551e+01,2.409476e+01,1.449291e+01,3.431496e+01,2.123656e+01,2.902040e+01
1666,AGIS_Os01g016660, 5.012987e-01, 1.8533916119, 1.539809e+00,2.490003e-01,0.5848231699,Not_significant,5.134887e+00,2.536676e+00,2.245744e+00,2.325448e+00,3.368509e+00,3.681533e+00,5.221021e+00,4.127572e+00
1667,AGIS_Os01g016670, 1.639470e+00,-1.6983997633, 1.038106e+00,3.374336e-01,0.6600194748,Not_significant,1.641288e-01,2.838239e-01,1.189798e-01,0.000000e+00,6.237980e-01,2.147561e-01,1.762370e-01,5.860133e-01
1669,AGIS_Os01g016690,-4.214806e+00,-2.1751631338, 3.277156e+00,1.070022e-01,0.4234177025,Not_significant,4.689395e-02,5.676477e-01,4.164293e-01,1.954158e-01,0.000000e+00,0.000000e+00,0.000000e+00,2.293096e-01
1670,AGIS_Os01g016700, 1.363482e+00, 3.6569542388, 2.258766e+01,1.352780e-03,0.0429282108,UP,6.893410e+00,5.694216e+00,1.009841e+01,4.650895e+00,2.938089e+01,1.003218e+01,2.028928e+01,1.360570e+01
1672,AGIS_Os01g016720,-7.086116e-02, 0.2841580285, 1.564765e-02,9.034374e-01,0.9632383290,Not_significant,7.034092e-01,1.472336e+00,1.338523e+00,1.328827e+00,1.226803e+00,1.610671e+00,8.371257e-01,9.299777e-01
1674,AGIS_Os01g016740, 8.499959e-01, 5.2512331438, 1.444784e+01,4.911583e-03,0.0950068359,Not_significant,2.982455e+01,2.898551e+01,2.082147e+01,2.579488e+01,7.847379e+01,4.807469e+01,3.337488e+01,3.907180e+01
1675,AGIS_Os01g016750, 7.287385e-02, 1.5993357069, 2.304296e-02,8.830209e-01,0.9549445188,Not_significant,1.805417e+00,2.164157e+00,2.736536e+00,4.670437e+00,5.427043e+00,1.503293e+00,2.885881e+00,2.777194e+00
1677,AGIS_Os01g016770,-1.975765e-01,-0.5033853068, 1.804369e-02,8.963890e-01,0.9607294607,Not_significant,1.641288e-01,5.853867e-01,8.923486e-01,9.379956e-01,3.326923e-01,9.203833e-01,1.542074e+00,0.000000e+00
1680,AGIS_Os01g016800, 2.604850e-01,-0.4390229651, 5.965849e-02,8.130488e-01,0.9256470254,Not_significant,3.048106e-01,1.454597e+00,8.031137e-01,2.344989e-01,9.356970e-01,2.761150e-01,5.727702e-01,1.019154e+00
1681,AGIS_Os01g016810,-7.677556e-01,-1.0082569082, 2.693543e-01,6.175041e-01,0.8356184465,Not_significant,3.048106e-01,4.257358e-01,2.677046e-01,6.253304e-01,0.000000e+00,2.147561e-01,1.475985e+00,4.076615e-01
1686,AGIS_Os01g016860,-6.820015e-01,-0.6374532946, 4.310032e-01,5.293843e-01,0.7873238301,Not_significant,1.125455e+00,6.386037e-01,9.815834e-01,1.758742e-01,4.158653e-01,9.203833e-02,9.693034e-01,4.840980e-01
1687,AGIS_Os01g016870,-3.357049e-01, 2.7091718026, 1.360801e+00,2.759128e-01,0.6094928129,Not_significant,6.307236e+00,9.703228e+00,6.439782e+00,6.761385e+00,5.385456e+00,5.246185e+00,6.344531e+00,5.847394e+00
1688,AGIS_Os01g016880,-4.047749e-01, 1.8235894602, 1.604392e+00,2.397675e-01,0.5780936854,Not_significant,3.141894e+00,3.973534e+00,4.699703e+00,4.142814e+00,2.266466e+00,3.175323e+00,3.392562e+00,3.235813e+00
