,genes,logFC,logCPM,F,PValue,FDR,change,CPM.LPmockWT_1,CPM.LPmockWT_2,CPM.LPmockWT_3,CPM.LPmockWT_4,CPM.LPmockpho2_1,CPM.LPmockpho2_2,CPM.LPmockpho2_3,CPM.LPmockpho2_4
3080,AGIS_Os01g030800, 3.670202e-01, 0.5037034099, 5.517772e-01,4.802400e-01,0.798566074,Not_significant,1.852769e+00,2.063554e+00,6.399515e-01,6.493369e-01,1.295393e+00,1.622143e+00,1.439036e+00,1.495764e+00
3081,AGIS_Os01g030810,-1.913588e-01, 2.9102752955, 5.959038e-01,4.637391e-01,0.788668703,Not_significant,6.449512e+00,9.179257e+00,8.155661e+00,8.047842e+00,8.858816e+00,6.268907e+00,6.324651e+00,6.558349e+00
3082,AGIS_Os01g030820, 6.254480e-01, 0.3182221306, 6.394152e-01,4.486374e-01,0.781141880,Not_significant,1.383714e+00,6.404133e-01,8.631904e-01,6.886906e-01,2.507212e-01,2.179755e+00,2.185203e+00,1.476587e+00
3083,AGIS_Os01g030830, 9.091603e-01, 3.1385279550, 1.324723e+00,2.853054e-01,0.687265387,Not_significant,1.076482e+01,3.468905e+00,3.601587e+00,6.434338e+00,1.755048e+00,1.219987e+01,1.661109e+01,1.532199e+01
3084,AGIS_Os01g030840, 4.900558e-01, 2.0169916964, 2.148284e+00,1.835762e-01,0.610478596,Not_significant,3.986971e+00,2.543864e+00,4.375482e+00,2.518640e+00,5.327826e+00,4.258126e+00,3.322218e+00,5.752937e+00
3085,AGIS_Os01g030850, 3.131884e-01, 2.3415327272, 4.317564e-01,5.308759e-01,0.823141088,Not_significant,6.379154e+00,4.536261e+00,3.214640e+00,3.482807e+00,2.193811e+00,6.488573e+00,8.012409e+00,5.944702e+00
3089,AGIS_Os01g030890, 1.325418e+00,-1.6214546725, 1.252755e+00,2.977277e-01,0.694508459,Not_significant,9.381109e-02,1.778926e-02,6.399515e-01,1.574150e-01,3.134015e-01,4.224331e-01,2.842540e-01,3.451762e-01
3098,AGIS_Os01g030980,-2.554942e-01, 0.0567048522, 9.317621e-02,7.685213e-01,0.925908330,Not_significant,1.594789e+00,7.649381e-01,4.911255e-01,1.259320e+00,2.507212e-01,9.969422e-01,2.007544e+00,6.711760e-01
3102,AGIS_Os01g031020, 1.714826e+00,-0.5068274815, 3.286444e+00,1.101285e-01,0.548717265,Not_significant,5.628665e-01,4.980992e-01,4.464778e-01,0.000000e+00,9.610980e-01,1.774219e+00,6.395715e-01,4.410585e-01
3103,AGIS_Os01g031030, 3.234595e-01, 2.5667081832, 1.205662e+00,3.063715e-01,0.699884624,Not_significant,6.402607e+00,3.806901e+00,5.268438e+00,5.430817e+00,4.471195e+00,7.096876e+00,7.834750e+00,6.788466e+00
3104,AGIS_Os01g031040, 4.792819e+00,-1.0699583514, 1.135730e+01,1.084669e-02,0.327693898,Not_significant,1.876222e-01,0.000000e+00,2.976518e-02,0.000000e+00,4.596556e-01,1.013839e+00,1.350206e+00,4.602350e-01
3105,AGIS_Os01g031050, 2.784293e-01, 4.7035547932, 2.039570e+00,1.934874e-01,0.618804103,Not_significant,2.790880e+01,1.835851e+01,2.662496e+01,2.166424e+01,2.427817e+01,2.801576e+01,3.169432e+01,2.960845e+01
3106,AGIS_Os01g031060,-4.741953e-01, 2.9952234832, 5.679645e+00,4.624819e-02,0.465838124,Not_significant,1.010814e+01,8.325372e+00,9.152794e+00,9.346515e+00,7.061981e+00,6.032345e+00,6.644437e+00,6.826819e+00
3108,AGIS_Os01g031080,-7.726846e-02, 4.6690953026, 1.893210e-01,6.756982e-01,0.890961865,Not_significant,2.788535e+01,2.285920e+01,2.610407e+01,2.746892e+01,2.365137e+01,2.634293e+01,2.700413e+01,2.191869e+01
3111,AGIS_Os01g031110,-9.014796e-03, 5.1018337599, 2.601872e-03,9.606474e-01,0.990330766,Not_significant,3.407688e+01,3.394190e+01,3.893286e+01,3.061722e+01,3.704406e+01,3.806967e+01,3.052177e+01,3.121927e+01
3112,AGIS_Os01g031120, 7.852082e-02, 4.6793786243, 2.110794e-01,6.589107e-01,0.885235111,Not_significant,2.786189e+01,2.636368e+01,2.355914e+01,2.195939e+01,2.544820e+01,2.656259e+01,2.522754e+01,2.770998e+01
3113,AGIS_Os01g031130,-2.935516e-01, 2.6672423603, 1.556882e+00,2.495730e-01,0.658676832,Not_significant,7.059285e+00,7.649381e+00,5.447029e+00,7.555920e+00,7.563423e+00,5.001608e+00,4.636893e+00,5.618702e+00
3114,AGIS_Os01g031140,-3.232031e-01, 8.5704755255, 2.530659e+00,1.527184e-01,0.588201391,Not_significant,4.687975e+02,3.758692e+02,4.050893e+02,4.327141e+02,4.392636e+02,2.973422e+02,2.983423e+02,3.236027e+02
3116,AGIS_Os01g031160, 6.656983e-01, 2.1301332404, 5.652927e+00,4.664413e-02,0.465926762,Not_significant,2.767427e+00,3.113120e+00,4.301069e+00,3.246684e+00,6.330711e+00,4.173639e+00,5.169869e+00,5.618702e+00
3118,AGIS_Os01g031180,-5.554478e-01, 5.7241345006, 1.477228e+00,2.612771e-01,0.666797983,Not_significant,4.277786e+01,9.081416e+01,5.502094e+01,5.165180e+01,8.649882e+01,2.284518e+01,4.707957e+01,2.590739e+01
3121,AGIS_Os01g031210,-4.932066e-01, 3.6907216493, 5.130046e+00,5.543686e-02,0.476140606,Not_significant,1.644039e+01,1.677527e+01,1.178701e+01,1.487572e+01,1.429111e+01,1.010460e+01,1.101484e+01,7.728113e+00
3122,AGIS_Os01g031220,-4.739077e-01, 1.6461995988, 2.465059e+00,1.574397e-01,0.590692107,Not_significant,3.658633e+00,3.967004e+00,3.140227e+00,3.522161e+00,3.426523e+00,2.399420e+00,2.700413e+00,1.936822e+00
3126,AGIS_Os01g031260, 6.852373e-01, 1.7646414437, 2.049145e+00,1.928310e-01,0.618460719,Not_significant,1.547883e+00,2.116922e+00,4.301069e+00,2.321871e+00,6.936620e+00,3.497746e+00,2.611583e+00,3.547645e+00
3128,AGIS_Os01g031280,-8.383216e-01, 3.0528982161, 1.257390e+01,8.352653e-03,0.311694133,Not_significant,1.010814e+01,1.102934e+01,9.450446e+00,1.162903e+01,7.250022e+00,4.697456e+00,6.662203e+00,5.273526e+00
3129,AGIS_Os01g031290, 7.433283e-01, 2.7342295215, 4.054051e+00,8.143567e-02,0.517627545,Not_significant,4.995441e+00,4.020372e+00,5.521442e+00,4.309235e+00,3.280269e+00,1.108464e+01,9.966655e+00,9.741641e+00
3130,AGIS_Os01g031300,-2.614760e-01, 1.4430540578, 5.172645e-01,4.938002e-01,0.805292562,Not_significant,4.432574e+00,2.953017e+00,2.827693e+00,1.731565e+00,2.047557e+00,2.889443e+00,2.167437e+00,2.416234e+00
3136,AGIS_Os01g031360,-4.933768e-02, 0.9697626717, 1.132380e-02,9.180605e-01,0.978535643,Not_significant,1.876222e+00,2.419339e+00,1.398964e+00,1.829949e+00,7.521636e-01,1.960090e+00,2.771476e+00,2.358704e+00
3141,AGIS_Os01g031410,-1.964521e-01, 2.1469722417, 5.268974e-01,4.898843e-01,0.803068617,Not_significant,6.402607e+00,3.575641e+00,4.464778e+00,4.427297e+00,4.053326e+00,3.463952e+00,5.116572e+00,3.643527e+00
3143,AGIS_Os01g031430, 3.725687e-03, 2.6258862249, 1.101921e-04,9.918999e-01,0.998201174,Not_significant,6.285343e+00,6.190662e+00,5.833976e+00,5.234049e+00,2.632573e+00,8.820403e+00,7.959112e+00,6.117290e+00
3150,AGIS_Os01g031500, 1.421737e+00,-1.4251584544, 1.943949e+00,2.030767e-01,0.627645158,Not_significant,2.814333e-01,1.423141e-01,1.785911e-01,7.870750e-02,1.253606e-01,9.293529e-01,6.040397e-01,3.259998e-01
3160,AGIS_Os01g031600,-3.243418e-01, 4.3467559339, 1.806977e+00,2.183210e-01,0.637117121,Not_significant,2.077916e+01,2.189858e+01,2.192206e+01,2.363193e+01,9.506513e+00,2.009092e+01,2.437478e+01,2.026952e+01
3161,AGIS_Os01g031610,-1.870218e-01, 4.6213842170, 1.100952e+00,3.266039e-01,0.713374039,Not_significant,2.535245e+01,2.718199e+01,2.556829e+01,2.607186e+01,2.858222e+01,2.271000e+01,1.936480e+01,2.178446e+01
3162,AGIS_Os01g031620, 5.790700e-01, 1.7695701890, 1.359484e+00,2.795550e-01,0.683404149,Not_significant,2.439088e+00,5.283409e+00,3.973652e+00,5.509525e-01,4.847277e+00,4.241228e+00,3.002433e+00,2.627175e+00
3164,AGIS_Os01g031640,-5.363282e-01, 1.4941989615, 3.436490e+00,1.032537e-01,0.543133371,Not_significant,2.392183e+00,2.828492e+00,3.765296e+00,4.230528e+00,1.838622e+00,1.993884e+00,2.345095e+00,2.838116e+00
3169,AGIS_Os01g031690,-1.673817e-01, 5.7234920893, 9.354425e-01,3.635224e-01,0.733723858,Not_significant,6.027363e+01,4.956087e+01,5.624132e+01,5.702358e+01,5.912842e+01,4.890086e+01,4.587149e+01,4.540985e+01
3172,AGIS_Os01g031720, 6.101954e-01,-0.4682113863, 1.000268e+00,3.483349e-01,0.725817143,Not_significant,2.579805e-01,4.269422e-01,1.116194e+00,5.115987e-01,7.103768e-01,5.914064e-01,8.527620e-01,9.971758e-01
3173,AGIS_Os01g031730, 7.772222e-01,-0.3527399203, 1.260858e+00,2.961927e-01,0.693317396,Not_significant,1.242997e+00,2.846281e-01,5.208907e-01,2.754762e-01,9.402045e-01,1.571451e+00,5.329762e-01,6.136467e-01
3175,AGIS_Os01g031750, 1.277707e+00, 0.5591112903, 4.602831e+00,6.669201e-02,0.492356203,Not_significant,7.504887e-01,2.099132e+00,3.571822e-01,5.509525e-01,1.922196e+00,1.774219e+00,2.842540e+00,1.188940e+00
3176,AGIS_Os01g031760, 3.910739e-01,-0.7697947860, 2.871146e-01,6.075536e-01,0.861817270,Not_significant,7.035832e-01,8.538843e-01,2.976518e-01,1.967687e-01,5.850162e-01,5.069197e-01,7.994643e-01,4.602350e-01
3178,AGIS_Os01g031780,-8.989103e-02, 1.1283927928, 6.638531e-02,8.035838e-01,0.939277600,Not_significant,2.485994e+00,2.223657e+00,1.518024e+00,2.400579e+00,3.677244e+00,1.588349e+00,1.403504e+00,1.917646e+00
3179,AGIS_Os01g031790,-2.677529e-01, 5.8557911795, 1.638486e+00,2.387102e-01,0.650258594,Not_significant,4.993095e+01,5.464860e+01,5.900948e+01,9.124167e+01,6.073721e+01,4.166880e+01,4.795009e+01,5.781702e+01
3184,AGIS_Os01g031840, 1.407791e-01, 1.0878674671, 7.714202e-02,7.887510e-01,0.933508238,Not_significant,7.973943e-01,3.842480e+00,7.590122e-01,3.148300e+00,2.528106e+00,3.176697e+00,9.948889e-01,1.457411e+00
3185,AGIS_Os01g031850, 1.490317e-01, 2.9122823260, 1.692125e-01,6.923773e-01,0.897465918,Not_significant,7.293812e+00,8.787893e+00,5.982802e+00,5.352110e+00,3.175802e+00,1.030737e+01,1.069506e+01,8.322583e+00
3186,AGIS_Os01g031860,-3.775211e-01, 3.0329169539, 3.279996e+00,1.100939e-01,0.548717265,Not_significant,9.193487e+00,9.392728e+00,8.542608e+00,9.602315e+00,5.975522e+00,8.448662e+00,7.159647e+00,6.865172e+00
3188,AGIS_Os01g031880,-4.062770e-01, 3.7895892496, 4.563506e+00,6.732682e-02,0.492611740,Not_significant,1.653420e+01,1.492519e+01,1.418311e+01,1.721727e+01,1.009153e+01,1.252092e+01,1.289802e+01,1.196611e+01
3189,AGIS_Os01g031890, 5.882415e-02, 6.1932080355, 8.847986e-02,7.741690e-01,0.928321865,Not_significant,7.117916e+01,7.394994e+01,7.305865e+01,6.570108e+01,1.020644e+02,6.845106e+01,6.367289e+01,6.700254e+01
3190,AGIS_Os01g031900, 3.761354e-01, 0.7522353224, 6.648444e-01,4.400305e-01,0.777353603,Not_significant,1.735505e+00,1.565455e+00,9.524859e-01,1.259320e+00,2.904187e+00,1.030737e+00,2.540520e+00,1.208117e+00
3191,AGIS_Os01g031910,-8.458195e-02, 0.9489525217, 5.127198e-02,8.268972e-01,0.947114136,Not_significant,1.500977e+00,1.921240e+00,2.128211e+00,2.046395e+00,1.295393e+00,2.314933e+00,2.735945e+00,1.188940e+00
3192,AGIS_Os01g031920, 7.142315e-01, 4.1494307945, 9.406726e+00,1.678160e-02,0.369783976,Not_significant,1.301629e+01,1.279048e+01,1.346875e+01,1.304577e+01,1.264053e+01,2.296346e+01,2.819444e+01,2.554304e+01
3193,AGIS_Os01g031930, 2.469021e-01, 1.7376201400, 6.969262e-01,4.295391e-01,0.772062596,Not_significant,3.705538e+00,3.753533e+00,2.916988e+00,1.869303e+00,3.238482e+00,4.275023e+00,3.535409e+00,3.087410e+00
3194,AGIS_Os01g031940, 3.300605e-01, 4.1663997175, 2.086877e+00,1.892347e-01,0.614360596,Not_significant,1.561955e+01,1.652622e+01,1.613273e+01,1.400993e+01,1.186747e+01,2.201721e+01,2.590264e+01,2.126669e+01
3195,AGIS_Os01g031950,-2.520420e-01, 1.6654602773, 6.371224e-01,4.492236e-01,0.781390948,Not_significant,2.884691e+00,4.589628e+00,3.616470e+00,2.617024e+00,2.360958e+00,2.483907e+00,3.393282e+00,3.125763e+00
3196,AGIS_Os01g031960,-3.014021e-01, 1.7946936094, 1.153666e+00,3.160342e-01,0.706359719,Not_significant,3.893160e+00,3.717955e+00,3.765296e+00,3.718929e+00,2.360958e+00,3.278081e+00,3.482111e+00,3.240821e+00
3198,AGIS_Os01g031980, 4.478057e-01, 1.4733288926, 1.001163e+00,3.483803e-01,0.725817143,Not_significant,2.063844e+00,2.401550e+00,2.053798e+00,2.066072e+00,9.610980e-01,3.903282e+00,4.903381e+00,3.547645e+00
3202,AGIS_Os01g032020,-5.940754e-02, 8.1596739948, 5.499689e-02,8.208946e-01,0.944777081,Not_significant,2.483649e+02,2.819064e+02,3.029649e+02,3.185489e+02,4.081741e+02,2.257989e+02,2.456310e+02,2.560057e+02
3203,AGIS_Os01g032030, 3.071618e-01, 5.9541655317, 6.796145e-01,4.352882e-01,0.774707301,Not_significant,3.682085e+01,6.242250e+01,6.798368e+01,4.834608e+01,1.125529e+02,5.004988e+01,4.414820e+01,7.336913e+01
3206,AGIS_Os01g032060, 3.077974e-02, 5.2404390096, 1.024204e-02,9.220566e-01,0.980040418,Not_significant,2.790880e+01,3.815796e+01,4.402271e+01,3.557579e+01,6.303549e+01,3.583923e+01,2.775030e+01,2.983857e+01
3207,AGIS_Os01g032070,-5.478161e-02, 5.3349352722, 7.074722e-02,7.974268e-01,0.936681309,Not_significant,3.834528e+01,3.495589e+01,4.244515e+01,4.742127e+01,5.354987e+01,3.499436e+01,3.139230e+01,3.950350e+01
3209,AGIS_Os01g032090,-3.394044e-01, 3.7143067994, 2.757847e+00,1.377648e-01,0.573602047,Not_significant,1.308665e+01,1.894556e+01,1.324551e+01,1.336060e+01,1.170032e+01,1.115223e+01,9.735699e+00,1.348105e+01
3221,AGIS_Os01g032210,-8.297868e-03, 1.6082462625, 1.117563e-04,9.918426e-01,0.998201174,Not_significant,6.519871e+00,3.557851e+00,5.357733e-01,1.318351e+00,1.817729e+00,5.609912e+00,4.299342e+00,4.602350e-01
3228,AGIS_Os01g032280, 6.672430e-01, 0.1505084757, 1.586904e+00,2.455025e-01,0.655277985,Not_significant,1.008469e+00,3.202066e-01,9.078381e-01,1.259320e+00,1.295393e+00,1.182813e+00,1.616695e+00,9.971758e-01
3229,AGIS_Os01g032290,-1.350422e-01, 1.8497587418, 1.738557e-01,6.883688e-01,0.895964592,Not_significant,2.743974e+00,4.429525e+00,2.678867e+00,5.312756e+00,4.136900e+00,3.193594e+00,2.807008e+00,3.240821e+00
3231,AGIS_Os01g032310,-2.321883e-01, 6.7236218769, 1.762428e+00,2.232044e-01,0.640514002,Not_significant,1.068743e+02,1.176937e+02,1.027792e+02,1.287458e+02,9.295489e+01,9.695685e+01,8.486758e+01,1.143109e+02
3232,AGIS_Os01g032320, 3.681750e-02, 1.4134971784, 1.235266e-02,9.144121e-01,0.977293615,Not_significant,2.955049e+00,2.027975e+00,2.857458e+00,2.518640e+00,2.005770e+00,2.889443e+00,2.576052e+00,3.183292e+00
3242,AGIS_Os01g032420,-4.588962e-01, 3.8736774150, 6.284511e+00,3.833723e-02,0.452462191,Not_significant,1.660456e+01,1.887440e+01,1.418311e+01,1.810272e+01,1.276589e+01,1.375442e+01,1.200973e+01,1.068129e+01
3243,AGIS_Os01g032430, 2.743608e+00,-1.7517664640, 3.240314e+00,1.122516e-01,0.548717265,Not_significant,1.876222e-01,0.000000e+00,2.678867e-01,0.000000e+00,4.178687e-01,4.055358e-01,3.553175e-01,4.410585e-01
3252,AGIS_Os01g032520,-3.986520e-01, 4.9563284167, 3.444590e+00,1.032409e-01,0.543133371,Not_significant,3.475701e+01,4.011478e+01,2.894664e+01,3.531999e+01,3.988557e+01,2.206791e+01,1.970235e+01,2.728810e+01
3253,AGIS_Os01g032530,-6.335501e-01, 3.1382721535, 6.594402e+00,3.507499e-02,0.448385099,Not_significant,8.982412e+00,1.277269e+01,1.014993e+01,1.058616e+01,9.130431e+00,5.897166e+00,5.969334e+00,6.654231e+00
3255,AGIS_Os01g032550,-2.491637e-01, 3.6280334484, 1.288485e+00,2.912879e-01,0.690252897,Not_significant,1.343844e+01,1.442709e+01,1.379616e+01,1.129453e+01,1.627599e+01,1.027357e+01,8.776342e+00,1.033611e+01
3256,AGIS_Os01g032560,-4.588914e-01,-1.2329181252, 1.092705e-01,7.500695e-01,0.920776838,Not_significant,9.381109e-01,7.471488e-01,1.339433e-01,1.180612e-01,2.089343e-02,3.717411e-01,5.862738e-01,2.109410e-01
3257,AGIS_Os01g032570, 9.755486e-02, 3.6864526968, 1.235832e-01,7.349036e-01,0.915235850,Not_significant,1.505668e+01,9.125889e+00,1.459982e+01,1.072390e+01,8.273800e+00,1.446411e+01,1.618471e+01,1.426728e+01
3262,AGIS_Os01g032620,-5.812299e-01, 2.0523920641, 1.896367e+00,2.083966e-01,0.629415041,Not_significant,8.771337e+00,3.379959e+00,5.045199e+00,3.010562e+00,2.820614e+00,3.514644e+00,2.149671e+00,4.218821e+00
3265,AGIS_Os01g032650,-2.469418e-04,-0.6562077189, 2.427475e-08,9.998797e-01,0.999920965,Not_significant,4.690554e-01,3.913637e-01,4.911255e-01,1.141259e+00,6.059096e-01,4.393304e-01,7.106350e-01,5.369408e-01
3266,AGIS_Os01g032660,-6.146004e-01, 6.5967020722, 8.963036e+00,1.850110e-02,0.379597879,Not_significant,1.218137e+02,1.212516e+02,1.130184e+02,1.079277e+02,1.048641e+02,6.687961e+01,5.907153e+01,7.916042e+01
3269,AGIS_Os01g032690,-3.539873e-01, 4.2478236526, 2.600246e+00,1.482471e-01,0.584482151,Not_significant,2.035701e+01,2.533190e+01,1.980873e+01,1.908657e+01,2.264848e+01,1.312922e+01,1.518982e+01,1.614658e+01
3286,AGIS_Os01g032860, 2.266514e+00,-1.4553517324, 1.978334e+00,1.998383e-01,0.625187400,Not_significant,6.097721e-01,0.000000e+00,2.976518e-01,0.000000e+00,3.342949e-01,2.534599e-01,5.862738e-01,5.561173e-01
3287,AGIS_Os01g032870,-5.522565e-01,-2.2625310595, 1.981547e-01,6.687476e-01,0.888284605,Not_significant,3.517916e-01,0.000000e+00,3.274170e-01,1.180612e-01,3.760818e-01,1.689732e-02,1.776587e-01,1.917646e-02
3297,AGIS_Os01g032970, 1.575711e-01, 5.5129202837, 9.149524e-01,3.685376e-01,0.737274248,Not_significant,4.242607e+01,4.132444e+01,4.512402e+01,4.366298e+01,4.987263e+01,4.645075e+01,4.652882e+01,4.960950e+01
3299,AGIS_Os01g032990, 3.988108e-01, 5.4886046340, 5.425310e+00,5.020121e-02,0.469242515,Not_significant,4.223844e+01,2.853397e+01,4.039136e+01,4.448941e+01,5.509599e+01,4.433858e+01,4.818105e+01,5.563090e+01
3300,AGIS_Os01g033000,-3.081079e-02, 4.5384035474, 1.926291e-02,8.932891e-01,0.969928154,Not_significant,2.054463e+01,2.520738e+01,2.205600e+01,2.524543e+01,2.868669e+01,1.851947e+01,2.661328e+01,1.873540e+01
3301,AGIS_Os01g033010, 9.593651e-03, 4.5997032645, 2.486578e-03,9.615292e-01,0.990591363,Not_significant,2.364039e+01,2.575884e+01,2.143093e+01,2.526511e+01,2.060093e+01,2.269311e+01,3.046847e+01,2.381716e+01
3302,AGIS_Os01g033020, 2.518415e-01, 5.3156002019, 1.039725e+00,3.398164e-01,0.722092018,Not_significant,2.605603e+01,4.479335e+01,4.159685e+01,3.323424e+01,5.405131e+01,3.546748e+01,4.581819e+01,3.727903e+01
3303,AGIS_Os01g033030,-2.476488e-01, 2.8284024391, 1.198043e+00,3.075277e-01,0.700929257,Not_significant,8.888601e+00,6.332976e+00,7.932422e+00,7.378828e+00,8.587201e+00,6.116832e+00,5.009976e+00,6.289878e+00
3304,AGIS_Os01g033040, 2.298044e+00,-2.3370163827, 3.432707e+00,1.034124e-01,0.543133371,Not_significant,7.035832e-02,0.000000e+00,8.929555e-02,7.870750e-02,3.760818e-01,2.196652e-01,2.842540e-01,1.725881e-01
3307,AGIS_Os01g033070, 1.407607e+00,-1.9721272551, 1.091630e+00,3.287866e-01,0.715477270,Not_significant,0.000000e+00,2.134711e-01,7.441296e-02,2.361225e-01,1.671475e-01,1.351786e-01,6.751032e-01,2.301175e-01
3308,AGIS_Os01g033080, 1.752492e+00, 1.4297824391, 4.237729e+00,7.606620e-02,0.509845871,Not_significant,1.665147e+00,8.894629e-01,9.673685e-01,7.870750e-01,4.387621e-01,6.015448e+00,6.537842e+00,3.931174e+00
3312,AGIS_Os01g033120, 5.742483e-01, 0.8688623077, 5.553730e-01,4.789530e-01,0.797761714,Not_significant,1.735505e+00,8.360951e-01,1.324551e+00,1.298674e+00,2.716146e-01,2.754264e+00,3.606472e+00,2.473763e+00
3313,AGIS_Os01g033130,-2.388641e-01, 4.8726463628, 2.045804e+00,1.928328e-01,0.618460719,Not_significant,3.034789e+01,2.645263e+01,3.064326e+01,3.972761e+01,2.553178e+01,2.603878e+01,2.497882e+01,3.035633e+01
3314,AGIS_Os01g033140,-8.166120e-02,-1.2421505733, 1.227868e-02,9.146675e-01,0.977293615,Not_significant,4.690554e-01,2.846281e-01,1.190607e-01,7.477212e-01,5.850162e-01,3.041518e-01,1.065952e-01,4.985879e-01
3315,AGIS_Os01g033150, 6.204864e-02, 3.1320020812, 9.482293e-02,7.664883e-01,0.925054149,Not_significant,8.724431e+00,8.538843e+00,8.557491e+00,8.264287e+00,8.294693e+00,9.631475e+00,7.852516e+00,9.971758e+00
3326,AGIS_Os01g033260, 3.607459e-02, 4.0071652729, 3.887750e-02,8.489158e-01,0.954597677,Not_significant,1.622932e+01,1.163417e+01,1.689174e+01,1.904721e+01,1.525221e+01,1.535967e+01,1.611365e+01,1.781493e+01
3327,AGIS_Os01g033270,-7.340726e-02, 5.1913030337, 1.475950e-01,7.114783e-01,0.905494035,Not_significant,4.158177e+01,3.065089e+01,3.790596e+01,3.976696e+01,3.111032e+01,3.861039e+01,3.832099e+01,3.405739e+01
3328,AGIS_Os01g033280,-4.106460e-01, 1.6064983879, 1.737895e+00,2.261394e-01,0.642201661,Not_significant,3.377199e+00,4.287211e+00,3.155110e+00,2.813793e+00,2.256491e+00,3.176697e+00,1.794353e+00,3.202469e+00
3330,AGIS_Os01g033300,-2.270412e-02, 3.5178743114, 4.475129e-03,9.484224e-01,0.987210768,Not_significant,6.707493e+00,1.220343e+01,1.321574e+01,1.355737e+01,1.658939e+01,8.381073e+00,8.794108e+00,1.188940e+01
3331,AGIS_Os01g033310, 1.804485e-01, 5.8725570918, 1.029043e+00,3.419045e-01,0.722901561,Not_significant,5.323779e+01,5.333219e+01,5.323503e+01,5.887321e+01,4.949655e+01,6.218215e+01,6.829202e+01,6.976395e+01
3333,AGIS_Os01g033330, 1.438582e-01, 5.5415951747, 6.801016e-01,4.349273e-01,0.774502081,Not_significant,5.229968e+01,4.333463e+01,3.857568e+01,4.262011e+01,5.674657e+01,4.454135e+01,5.180529e+01,4.241833e+01
3338,AGIS_Os01g033380, 5.508411e-01, 4.1199220659, 5.559450e+00,4.833469e-02,0.466249247,Not_significant,1.367297e+01,1.245248e+01,1.516536e+01,1.373446e+01,1.170032e+01,2.196652e+01,2.624020e+01,2.385551e+01
3358,AGIS_Os01g033580, 8.178195e-01, 2.3785062796, 4.164240e+00,7.815732e-02,0.513463095,Not_significant,4.291857e+00,4.518471e+00,5.357733e+00,1.397058e+00,9.464726e+00,6.539265e+00,4.192746e+00,5.541996e+00
3359,AGIS_Os01g033590, 1.778262e-01, 0.8262579477, 1.333953e-01,7.250762e-01,0.911315122,Not_significant,1.923127e+00,2.205868e+00,1.413846e+00,9.051362e-01,7.939505e-01,2.331831e+00,2.522754e+00,1.783411e+00
3363,AGIS_Os01g033630,-5.265026e-01, 1.1614899308, 2.628970e+00,1.459929e-01,0.581454586,Not_significant,2.063844e+00,2.810703e+00,2.768162e+00,2.754762e+00,1.796835e+00,1.554554e+00,1.812119e+00,2.032705e+00
3364,AGIS_Os01g033640, 2.085124e-01, 0.5850501655, 1.339646e-01,7.245190e-01,0.911067813,Not_significant,2.439088e+00,1.102934e+00,9.822511e-01,8.657825e-01,8.566308e-01,2.737367e+00,1.883183e+00,8.437642e-01
3373,AGIS_Os01g033730, 7.768692e-01, 1.9619300833, 5.212432e+00,5.413200e-02,0.475769478,Not_significant,2.368730e+00,4.216054e+00,1.860324e+00,3.207331e+00,4.701023e+00,3.785001e+00,5.134338e+00,5.599526e+00
3374,AGIS_Os01g033740,-1.792935e-01, 2.1581716914, 3.953724e-01,5.481064e-01,0.832549108,Not_significant,5.206515e+00,4.589628e+00,5.208907e+00,3.561514e+00,6.205350e+00,4.224331e+00,2.931369e+00,3.490115e+00
3375,AGIS_Os01g033750,-2.044387e-01, 3.7910951724, 1.150493e+00,3.166559e-01,0.706901849,Not_significant,1.557264e+01,1.702432e+01,1.214420e+01,1.454121e+01,1.159586e+01,1.333199e+01,1.366196e+01,1.257976e+01
3376,AGIS_Os01g033760,-1.404668e-01, 2.8443757124, 2.997784e-01,5.999252e-01,0.858021408,Not_significant,7.504887e+00,6.208451e+00,7.485944e+00,8.480733e+00,4.408515e+00,8.161408e+00,6.928691e+00,7.977407e+00
3377,AGIS_Os01g033770, 4.314702e-01, 2.0806519320, 9.714226e-01,3.552139e-01,0.729551058,Not_significant,4.151141e+00,1.636612e+00,4.018300e+00,4.545358e+00,2.465425e+00,5.930961e+00,5.880504e+00,4.909173e+00
