,genes,logFC,logCPM,F,PValue,FDR,change,CPM.HPmockWT_1,CPM.HPmockWT_2,CPM.HPmockWT_3,CPM.HPmockWT_4,CPM.HPmockpho2_1,CPM.HPmockpho2_2,CPM.HPmockpho2_3,CPM.HPmockpho2_4
17376,AGIS_Os03g053780,-5.140665e-01, 5.9645506393,4.569951e+00,6.653460e-02,0.450766612,Not_significant,1.043771e+02,6.212526e+01,7.931782e+01,5.109120e+01,4.693894e+01,4.540282e+01,6.249124e+01,4.719181e+01
17377,AGIS_Os03g053790,-8.305673e-03, 4.2214984760,6.908424e-04,9.797041e-01,0.994597985,Not_significant,8.921120e+00,2.110643e+01,2.078570e+01,2.587550e+01,1.523869e+01,2.126640e+01,1.971082e+01,1.564993e+01
17380,AGIS_Os03g053820, 3.534249e-01, 3.5302795487,1.384696e+00,2.742743e-01,0.645905224,Not_significant,6.244784e+00,9.868398e+00,1.686007e+01,8.290486e+00,8.371875e+00,1.298568e+01,1.582169e+01,1.335085e+01
17381,AGIS_Os03g053830,-3.930216e-01, 5.4164722913,3.237011e+00,1.110094e-01,0.514149218,Not_significant,5.742384e+01,4.298548e+01,5.390189e+01,3.892799e+01,3.348750e+01,3.265239e+01,4.954221e+01,3.210657e+01
17382,AGIS_Os03g053840, 1.653509e-01, 4.3733830564,3.960802e-01,5.472701e-01,0.812358358,Not_significant,2.253757e+01,1.611955e+01,2.053405e+01,1.878986e+01,1.853100e+01,2.423052e+01,2.231830e+01,2.210352e+01
17383,AGIS_Os03g053850, 7.147269e-01, 0.8888705183,9.139933e-01,3.680036e-01,0.710124679,Not_significant,1.596411e+00,9.833279e-01,1.157557e+00,1.434340e+00,1.222858e+00,2.870023e+00,1.591008e+00,3.307460e+00
17384,AGIS_Os03g053860, 9.584027e-02, 5.7941985414,2.259919e-01,6.476579e-01,0.861113258,Not_significant,4.812709e+01,5.759492e+01,5.183842e+01,5.616876e+01,5.197147e+01,5.405994e+01,5.356392e+01,6.994069e+01
17386,AGIS_Os03g053880, 7.391126e-01, 5.2694878654,1.708338e+00,2.291683e-01,0.615275124,Not_significant,5.305718e+00,5.130865e+01,1.575284e+01,6.007016e+01,4.882026e+01,6.107032e+01,1.971082e+01,4.582043e+01
17387,AGIS_Os03g053890,-3.764635e-01, 3.4162787693,9.785119e-01,3.528574e-01,0.699097566,Not_significant,1.967342e+01,1.032494e+01,1.172656e+01,7.401195e+00,7.666380e+00,8.421870e+00,9.192489e+00,1.036606e+01
17388,AGIS_Os03g053900, 8.463910e-01, 1.9147276787,2.402362e+00,1.612219e-01,0.564544926,Not_significant,1.314691e+00,2.985103e+00,1.711171e+00,5.335745e+00,4.515168e+00,6.351690e+00,3.270405e+00,3.993153e+00
17389,AGIS_Os03g053910, 1.911187e-01, 6.8309603710,9.253996e-01,3.651910e-01,0.707946882,Not_significant,8.939901e+01,1.175428e+02,1.006571e+02,1.172143e+02,1.070001e+02,1.131071e+02,1.190162e+02,1.461736e+02
17391,AGIS_Os03g053930,-1.040874e-01, 6.4722475484,2.136367e-01,6.567015e-01,0.864167404,Not_significant,1.360705e+02,8.786738e+01,7.765698e+01,6.618045e+01,1.218155e+02,5.735341e+01,8.807995e+01,7.461953e+01
17392,AGIS_Os03g053940,-2.875549e-01, 5.0313703857,1.100850e+00,3.261350e-01,0.683423451,Not_significant,2.751461e+01,3.034269e+01,4.323224e+01,4.285808e+01,2.953673e+01,3.655750e+01,2.700294e+01,2.391859e+01
17393,AGIS_Os03g053950, 4.239092e-01, 5.8818348797,2.700051e+00,1.407502e-01,0.544732142,Not_significant,3.291424e+01,3.859562e+01,7.035933e+01,5.760310e+01,3.875520e+01,8.685348e+01,9.143875e+01,5.457310e+01
17394,AGIS_Os03g053960, 1.559225e-01, 4.6177958485,3.168511e-01,5.895787e-01,0.833855808,Not_significant,1.558848e+01,2.489927e+01,2.657348e+01,2.599024e+01,2.807870e+01,2.404232e+01,3.009656e+01,2.049012e+01
17395,AGIS_Os03g053970, 1.997621e+00, 0.2374251549,1.767480e+00,2.220211e-01,0.611730998,Not_significant,0.000000e+00,3.511886e-01,1.107228e+00,1.147472e-01,4.374069e+00,1.035090e+00,1.679397e+00,2.016744e-01
17400,AGIS_Os03g054020,-8.741070e-02, 4.7793769786,1.412870e-01,7.171131e-01,0.893467300,Not_significant,2.070639e+01,3.283613e+01,3.256258e+01,2.578944e+01,1.627342e+01,2.757104e+01,3.380891e+01,2.948480e+01
17401,AGIS_Os03g054030,-8.235146e-01, 6.9009396298,1.509642e+01,4.960367e-03,0.163847377,Not_significant,1.717550e+02,1.653045e+02,1.565722e+02,1.175298e+02,9.091480e+01,7.349140e+01,1.007638e+02,7.905637e+01
17403,AGIS_Os03g054050, 3.093431e-01, 4.7199193378,1.598435e+00,2.429227e-01,0.624433192,Not_significant,2.469742e+01,2.567188e+01,2.667414e+01,1.744158e+01,3.024222e+01,2.681825e+01,2.859394e+01,3.004949e+01
17404,AGIS_Os03g054060, 2.489162e-01, 5.6866114865,9.411235e-01,3.616962e-01,0.706324286,Not_significant,2.958055e+01,5.552291e+01,4.851674e+01,5.559502e+01,5.752137e+01,5.683586e+01,4.030553e+01,6.748026e+01
17406,AGIS_Os03g054080, 6.921555e-01, 4.5791203206,5.531102e+00,4.799499e-02,0.405740932,Not_significant,9.860185e+00,1.868323e+01,1.907453e+01,2.774014e+01,2.577409e+01,3.462847e+01,2.656099e+01,2.823442e+01
17407,AGIS_Os03g054090, 1.285327e-01, 8.2848189101,1.747775e-01,6.874033e-01,0.878733595,Not_significant,4.347872e+02,2.513808e+02,2.952777e+02,1.985987e+02,2.406209e+02,3.721620e+02,5.005929e+02,2.009484e+02
17408,AGIS_Os03g054100,-4.851187e-01, 7.0549572737,4.119000e+00,7.850656e-02,0.471955646,Not_significant,2.148112e+02,1.341189e+02,1.568238e+02,1.175298e+02,1.003214e+02,9.311107e+01,1.440304e+02,1.023699e+02
17409,AGIS_Os03g054110, 1.921165e-01, 4.3842689420,3.498506e-01,5.712799e-01,0.824497077,Not_significant,1.192613e+01,2.173857e+01,1.836993e+01,2.667873e+01,2.553892e+01,2.531266e+01,1.891531e+01,1.790869e+01
17410,AGIS_Os03g054120,-3.066141e-02, 7.2966341684,2.248426e-02,8.846455e-01,0.961608280,Not_significant,1.436770e+02,1.576134e+02,2.014652e+02,1.340247e+02,1.569491e+02,1.304214e+02,1.832752e+02,1.496827e+02
17412,AGIS_Os03g054140, 7.656587e-01, 6.0531079931,8.542595e+00,2.019762e-02,0.302764207,Not_significant,8.090047e+01,3.360874e+01,5.229138e+01,3.628881e+01,7.986204e+01,6.295230e+01,9.722825e+01,8.744603e+01
17413,AGIS_Os03g054150, 1.540015e+00,-0.2010324311,1.062560e+00,3.341586e-01,0.687310539,Not_significant,3.756261e-01,0.000000e+00,1.409200e+00,3.442416e-01,3.762640e-01,1.129189e+00,1.635202e+00,1.089042e+00
17414,AGIS_Os03g054160, 2.948521e-01, 4.9943972918,7.126455e-01,4.242117e-01,0.743370773,Not_significant,1.389817e+01,3.806884e+01,2.823433e+01,3.717810e+01,4.035432e+01,3.726325e+01,3.235049e+01,2.698404e+01
17415,AGIS_Os03g054170,-1.347917e+00,-0.5096803272,6.493852e-01,4.480461e-01,0.756073796,Not_significant,1.126878e+00,8.428525e-01,0.000000e+00,8.892909e-01,9.406601e-02,1.740834e+00,0.000000e+00,2.420093e-01
17417,AGIS_Os03g054190, 4.007872e-02, 6.4427026747,5.468493e-03,9.429502e-01,0.981597206,Not_significant,9.817927e+01,2.612843e+01,8.711875e+01,8.451132e+01,2.182331e+01,2.611250e+01,1.568910e+02,1.944545e+02
17418,AGIS_Os03g054200,-1.379529e-01, 1.3274970253,4.898761e-02,8.305704e-01,0.940751028,Not_significant,2.723289e+00,1.334517e+00,2.818400e+00,2.524439e+00,1.881320e+00,8.939415e-01,2.032954e+00,5.203200e+00
17419,AGIS_Os03g054210, 1.936760e-01, 1.1587712531,4.421571e-02,8.389522e-01,0.944099650,Not_significant,3.850167e+00,7.374960e-01,1.862157e+00,1.290906e+00,6.584621e-01,7.998424e-01,3.668157e+00,4.356167e+00
17420,AGIS_Os03g054220, 3.674385e-01, 7.6535050904,2.556125e+00,1.499294e-01,0.555090817,Not_significant,1.173362e+02,1.839526e+02,2.270825e+02,1.690513e+02,1.418986e+02,2.146871e+02,2.366182e+02,3.194523e+02
17421,AGIS_Os03g054230, 3.674616e+00,-0.4410402794,4.179657e+00,7.681746e-02,0.469496032,Not_significant,0.000000e+00,3.511886e-01,0.000000e+00,1.434340e-01,1.363957e+00,9.409911e-01,1.988760e+00,4.840186e-01
17422,AGIS_Os03g054240, 3.764669e-01, 5.5288803257,3.425226e+00,1.026682e-01,0.502987847,Not_significant,3.596620e+01,3.834979e+01,4.368520e+01,4.182536e+01,4.270597e+01,5.490683e+01,6.218188e+01,4.908755e+01
17428,AGIS_Os03g054300, 9.757522e-01, 1.7139108910,1.772215e+00,2.214624e-01,0.611730998,Not_significant,1.737271e+00,1.264279e+00,1.711171e+00,4.016152e+00,6.631654e+00,5.363649e+00,3.182015e+00,1.694065e+00
17429,AGIS_Os03g054310,-9.227664e-02, 7.1271408543,8.677522e-02,7.761629e-01,0.917916585,Not_significant,2.633608e+02,1.085524e+02,1.257208e+02,9.868260e+01,1.206397e+02,9.791012e+01,1.446049e+02,1.582337e+02
17431,AGIS_Os03g054330,-7.060123e-01, 5.3067849822,3.693899e+00,9.256454e-02,0.492048850,Not_significant,7.977359e+01,3.743670e+01,3.970924e+01,3.861244e+01,2.168222e+01,2.766514e+01,2.139021e+01,4.973291e+01
17435,AGIS_Os03g054370, 1.257583e+00, 1.4383108838,3.809829e+00,8.801602e-02,0.486008861,Not_significant,3.192822e+00,2.212488e+00,7.045999e-01,8.032305e-01,4.280003e+00,3.293469e+00,4.154298e+00,2.420093e+00
17436,AGIS_Os03g054380, 7.794117e-02, 2.9004473962,4.734992e-02,8.333757e-01,0.941474163,Not_significant,5.117905e+00,7.691029e+00,6.844685e+00,9.151090e+00,7.243083e+00,1.002156e+01,6.496615e+00,6.493916e+00
17437,AGIS_Os03g054390,-7.307652e-01, 4.7942403731,8.187844e+00,2.188454e-02,0.313307393,Not_significant,4.836186e+01,2.763854e+01,3.291488e+01,3.006377e+01,1.956573e+01,1.976081e+01,2.514676e+01,1.786835e+01
17439,AGIS_Os03g054410,-8.396806e-01, 6.4901369301,8.104209e+00,2.263201e-02,0.317804655,Not_significant,2.447204e+02,8.108944e+01,8.440100e+01,7.105721e+01,7.224270e+01,4.229755e+01,5.873470e+01,6.397112e+01
17440,AGIS_Os03g054420,-3.313113e-01, 5.2458369577,2.326139e+00,1.670432e-01,0.569689113,Not_significant,4.549771e+01,4.533844e+01,4.438979e+01,3.313326e+01,3.104178e+01,3.194665e+01,4.348754e+01,2.807308e+01
17442,AGIS_Os03g054440,-1.176386e+00, 0.2055658700,1.503161e+00,2.562313e-01,0.632649244,Not_significant,2.300710e+00,8.428525e-01,2.315114e+00,4.303020e-01,4.232970e-01,6.586938e-01,1.502618e+00,1.613395e-01
17443,AGIS_Os03g054450, 1.266874e+00, 2.1568154076,4.665342e+00,6.438371e-02,0.447508939,Not_significant,2.206803e+00,3.055340e+00,1.056900e+00,4.503828e+00,4.891433e+00,8.139573e+00,7.247924e+00,3.912484e+00
17444,AGIS_Os03g054460,-4.639392e-01, 4.0438587155,2.815042e+00,1.332344e-01,0.540413513,Not_significant,2.413398e+01,1.819157e+01,2.113800e+01,1.270825e+01,1.302814e+01,1.223288e+01,1.931307e+01,1.056774e+01
17445,AGIS_Os03g054470, 5.989395e-01, 6.1999332932,4.118804e+00,7.858841e-02,0.472213146,Not_significant,3.150564e+01,7.669958e+01,5.994132e+01,7.011055e+01,9.571217e+01,8.454805e+01,6.509873e+01,1.038220e+02
17448,AGIS_Os03g054500,-1.204421e-02, 6.6484531006,2.117323e-03,9.644788e-01,0.989296504,Not_significant,1.795023e+02,8.203765e+01,8.560889e+01,6.537722e+01,1.225680e+02,6.238771e+01,1.023548e+02,1.020876e+02
17449,AGIS_Os03g054510, 5.304372e-01, 1.1202240380,1.928444e-01,6.727146e-01,0.872611542,Not_significant,6.573456e-01,1.755943e+00,2.516428e-01,2.381005e+00,5.785060e+00,3.434618e+00,0.000000e+00,2.460428e+00
17450,AGIS_Os03g054520, 6.800675e-01, 1.8852907724,1.148370e+00,3.165736e-01,0.678642324,Not_significant,1.314691e+00,2.704152e+00,1.862157e+00,4.733322e+00,5.690994e+00,6.869235e+00,1.149061e+00,4.557842e+00
17451,AGIS_Os03g054530, 1.651240e+00, 1.0529580579,1.378181e+00,2.757076e-01,0.647328529,Not_significant,0.000000e+00,2.388082e+00,5.032857e-01,3.040801e+00,1.881320e+00,3.811014e+00,3.182015e+00,1.089042e+00
17453,AGIS_Os03g054550,-3.619501e-01, 5.3352865874,1.915641e+00,2.054250e-01,0.599317043,Not_significant,5.488836e+01,3.259030e+01,5.500912e+01,3.823951e+01,2.492749e+01,2.855908e+01,4.927704e+01,3.884249e+01
17454,AGIS_Os03g054560, 1.530383e+00, 3.0251280072,4.147111e+00,7.775808e-02,0.471111343,Not_significant,1.408598e+00,1.032494e+01,4.026285e-01,1.253613e+01,1.204045e+01,1.453831e+01,4.242687e+00,8.914009e+00
17460,AGIS_Os03g054620, 5.000483e-01, 3.3201387809,1.179531e+00,3.105291e-01,0.673378533,Not_significant,1.643364e+01,2.633914e+00,1.077031e+01,6.282410e+00,1.142902e+01,7.763177e+00,8.971515e+00,1.500458e+01
17461,AGIS_Os03g054630, 1.762134e-01, 4.6170247282,5.160521e-01,4.936739e-01,0.784307151,Not_significant,2.418093e+01,2.191417e+01,2.974418e+01,1.652360e+01,2.116485e+01,2.912367e+01,3.040592e+01,2.262787e+01
17462,AGIS_Os03g054640,-2.221179e-01, 4.9180481505,7.158359e-01,4.231313e-01,0.742827033,Not_significant,2.225585e+01,4.165096e+01,4.282961e+01,2.512964e+01,2.234068e+01,2.677120e+01,2.824039e+01,3.198556e+01
17463,AGIS_Os03g054650,-1.172728e-01, 0.5576526496,1.347077e-02,9.105837e-01,0.971109827,Not_significant,8.451587e-01,9.130902e-01,5.032857e-01,2.696559e+00,1.363957e+00,3.293469e+00,8.838931e-02,1.371386e+00
17467,AGIS_Os03g054690, 6.496022e-01, 1.6482231031,1.227175e+00,3.012421e-01,0.667897242,Not_significant,5.634391e-01,3.511886e+00,4.328257e+00,2.065450e+00,2.445716e+00,4.328559e+00,4.773023e+00,2.420093e+00
17470,AGIS_Os03g054720, 9.462925e-01, 2.3157685737,1.134389e+00,3.193426e-01,0.679896485,Not_significant,7.042989e-01,3.230935e+00,2.516428e+00,6.081602e+00,9.876931e+00,1.148009e+01,1.414229e+00,3.872149e+00
17472,AGIS_Os03g054740,-3.103965e-01, 5.8918762166,1.821468e+00,2.154603e-01,0.606698334,Not_significant,8.235602e+01,6.079074e+01,6.925211e+01,4.954211e+01,4.886729e+01,4.267395e+01,7.367249e+01,4.723215e+01
17473,AGIS_Os03g054750,-2.804198e-01, 5.2028958069,1.645566e+00,2.366981e-01,0.619213430,Not_significant,4.775147e+01,3.273077e+01,5.390189e+01,2.822781e+01,3.226464e+01,2.719464e+01,4.295721e+01,2.900078e+01
17474,AGIS_Os03g054760,-1.742655e-01, 7.6777598601,5.839017e-01,4.674745e-01,0.768510732,Not_significant,3.160424e+02,1.636187e+02,2.344808e+02,1.644041e+02,1.951399e+02,1.473122e+02,2.345852e+02,1.818297e+02
17475,AGIS_Os03g054770,-8.298556e-01, 2.6551649125,1.121330e+00,3.219619e-01,0.681519251,Not_significant,1.549458e+01,4.284500e+00,6.039428e+00,5.450493e+00,1.222858e+00,7.151532e+00,7.866649e+00,2.258753e+00
17476,AGIS_Os03g054780, 4.949132e-01, 4.6920327508,2.809007e+00,1.340446e-01,0.541062057,Not_significant,1.554153e+01,2.605819e+01,1.514890e+01,2.874418e+01,3.593322e+01,4.088606e+01,1.948984e+01,2.432193e+01
17477,AGIS_Os03g054790, 1.331644e+00, 4.0704781077,1.196455e+01,9.214587e-03,0.218273899,Not_significant,5.540485e+00,1.243207e+01,4.126942e+00,2.013814e+01,2.332837e+01,3.288764e+01,1.370034e+01,2.157916e+01
17478,AGIS_Os03g054800, 5.750898e-01, 4.6728101798,4.205994e+00,7.602322e-02,0.467040306,Not_significant,1.685622e+01,2.834092e+01,1.092130e+01,2.765408e+01,3.725014e+01,3.486372e+01,2.006437e+01,2.742772e+01
17480,AGIS_Os03g054820, 4.364080e-04, 2.7099984031,8.360231e-07,9.992936e-01,0.999655635,Not_significant,7.888148e+00,7.199365e+00,5.787785e+00,4.704636e+00,5.690994e+00,7.763177e+00,4.110103e+00,8.550995e+00
17481,AGIS_Os03g054830,-9.658902e-01, 0.7006974007,1.394923e+00,2.726459e-01,0.644672302,Not_significant,3.756261e+00,1.755943e+00,1.308543e+00,1.434340e+00,7.995611e-01,1.787883e+00,7.071145e-01,8.066977e-01
17482,AGIS_Os03g054840, 8.620617e-02, 5.1173788399,1.533729e-01,7.059099e-01,0.888221042,Not_significant,3.253861e+01,3.199328e+01,3.608558e+01,3.342013e+01,3.297014e+01,4.055672e+01,3.075948e+01,3.872149e+01
17484,AGIS_Os03g054860, 1.928644e-01, 3.1258202565,2.889670e-01,6.060117e-01,0.841654132,Not_significant,7.653381e+00,5.935087e+00,1.162590e+01,7.286448e+00,7.807479e+00,1.190354e+01,9.369267e+00,7.623293e+00
17485,AGIS_Os03g054870, 4.060480e-01, 5.2738049557,2.988560e+00,1.234413e-01,0.528286224,Not_significant,2.117592e+01,3.863074e+01,3.306587e+01,4.202617e+01,4.138904e+01,4.352084e+01,3.973100e+01,4.928923e+01
17486,AGIS_Os03g054880, 9.649204e-01, 3.2969076674,7.536205e+00,2.608486e-02,0.332712524,Not_significant,3.521495e+00,6.286275e+00,7.649942e+00,8.864222e+00,7.807479e+00,1.467946e+01,1.944565e+01,9.720707e+00
17487,AGIS_Os03g054890, 7.908159e-01, 3.4203166859,2.462573e+00,1.569997e-01,0.561450524,Not_significant,2.864149e+00,1.141363e+01,7.146656e+00,1.078624e+01,1.664968e+01,1.726719e+01,1.087189e+01,7.986307e+00
17488,AGIS_Os03g054900, 6.529498e-01, 2.3952662386,1.476969e+00,2.604699e-01,0.635806508,Not_significant,1.831177e+00,4.776164e+00,3.221028e+00,6.253723e+00,8.089677e+00,9.268762e+00,3.137821e+00,4.840186e+00
17491,AGIS_Os03g054930, 2.399291e-01, 6.1796320809,9.855236e-01,3.512078e-01,0.698520294,Not_significant,8.460978e+01,6.293299e+01,6.557812e+01,5.155018e+01,7.186643e+01,6.008228e+01,1.065975e+02,7.603125e+01
17497,AGIS_Os03g054990, 9.982067e-01, 3.1844278145,7.351300e+00,2.754716e-02,0.340597082,Not_significant,3.709308e+00,7.445197e+00,4.277928e+00,8.577354e+00,1.298111e+01,1.674964e+01,6.187252e+00,1.214080e+01
17498,AGIS_Os03g055000,-5.992453e-01, 0.3891448665,2.240203e-01,6.492220e-01,0.862003626,Not_significant,2.629383e+00,8.428525e-01,3.019714e-01,1.090099e+00,8.465941e-01,1.317388e+00,0.000000e+00,2.783107e+00
17499,AGIS_Os03g055010,-6.808746e-01, 3.6687139169,3.086899e+00,1.187608e-01,0.523408193,Not_significant,2.732680e+01,1.190529e+01,1.243116e+01,1.104442e+01,8.748139e+00,1.435011e+01,9.855408e+00,5.445209e+00
17502,AGIS_Os03g055040, 4.517239e-01, 5.1320418780,6.691721e-01,4.381084e-01,0.751156419,Not_significant,6.056971e+00,4.435511e+01,3.336784e+01,4.495222e+01,4.392883e+01,4.686136e+01,2.987559e+01,3.045284e+01
17504,AGIS_Os03g055060,-2.289585e-01, 1.8339584830,1.744807e-01,6.875429e-01,0.878733595,Not_significant,2.159850e+00,3.371410e+00,5.133514e+00,2.782620e+00,7.525281e-01,3.952163e+00,7.468897e+00,2.258753e+00
17505,AGIS_Os03g055070, 6.434451e-01, 0.8899873840,1.816236e-01,6.817346e-01,0.876148282,Not_significant,4.178840e+00,0.000000e+00,1.308543e+00,1.635148e+00,9.876931e-01,2.399527e+00,1.679397e+00,2.016744e+00
17507,AGIS_Os03g055090,-2.437146e-01, 1.4867231096,2.973243e-02,8.675789e-01,0.954882277,Not_significant,2.911102e+00,3.160697e-01,9.059142e-01,6.024229e+00,4.138904e+00,4.846104e+00,0.000000e+00,2.581432e+00
17508,AGIS_Os03g055100, 1.091617e+00, 4.7282985683,9.162826e+00,1.729429e-02,0.287648082,Not_significant,7.888148e+00,2.345940e+01,1.409200e+01,2.418297e+01,4.228267e+01,3.895703e+01,2.156699e+01,3.896350e+01
17510,AGIS_Os03g055120, 6.214435e-01, 4.0136296280,3.121568e+00,1.170191e-01,0.521561365,Not_significant,8.075961e+00,1.787550e+01,5.938771e+00,2.114217e+01,2.441013e+01,2.098410e+01,1.020897e+01,1.988510e+01
17512,AGIS_Os03g055140, 1.301408e-01, 5.0125263866,2.348399e-01,6.415458e-01,0.859216094,Not_significant,2.892321e+01,2.886770e+01,2.979451e+01,3.227265e+01,1.904837e+01,3.260534e+01,4.689053e+01,3.916517e+01
17513,AGIS_Os03g055150, 1.149680e+00, 3.7941148380,1.686262e+01,3.669540e-03,0.137676266,Not_significant,6.620410e+00,7.971980e+00,1.021670e+01,9.323211e+00,1.556792e+01,1.872572e+01,2.550032e+01,1.641630e+01
17514,AGIS_Os03g055160, 7.007872e-02, 3.7036199469,6.328151e-02,8.079426e-01,0.930958255,Not_significant,1.145660e+01,1.099220e+01,1.550120e+01,1.276563e+01,1.345144e+01,1.307978e+01,1.427487e+01,1.206013e+01
17515,AGIS_Os03g055170,-3.436734e-01, 3.7577622939,1.342697e+00,2.811103e-01,0.651733388,Not_significant,1.709099e+01,1.541718e+01,1.625613e+01,1.156078e+01,1.138199e+01,1.082140e+01,1.140222e+01,1.363319e+01
17517,AGIS_Os03g055190,-7.924801e-02, 4.9779199960,1.256881e-01,7.324247e-01,0.899605261,Not_significant,2.244366e+01,3.747182e+01,3.351882e+01,3.654699e+01,2.553892e+01,2.870023e+01,3.341116e+01,3.380063e+01
17518,AGIS_Os03g055200, 4.974582e-02, 2.1832744139,1.175118e-02,9.164378e-01,0.972560137,Not_significant,2.582429e+00,4.565451e+00,3.975957e+00,5.421806e+00,2.492749e+00,6.492839e+00,2.209733e+00,7.905637e+00
17522,AGIS_Os03g055240,-1.129985e+00,-0.4058328273,3.826179e-01,5.541956e-01,0.816546867,Not_significant,0.000000e+00,1.053566e+00,8.052571e-01,1.864642e+00,1.881320e-01,4.704955e-01,0.000000e+00,8.873674e-01
17527,AGIS_Os03g055290, 4.477728e-01, 5.4114061834,2.451572e+00,1.578122e-01,0.561887133,Not_significant,1.990818e+01,4.326643e+01,2.974418e+01,5.192311e+01,4.900839e+01,6.408149e+01,2.704713e+01,5.481511e+01
17528,AGIS_Os03g055300,-2.787822e-01, 1.5573126406,1.659237e-01,6.949290e-01,0.882872099,Not_significant,3.568448e+00,1.861299e+00,2.717743e+00,3.930092e+00,2.680881e+00,4.657906e+00,2.386511e+00,1.089042e+00
17529,AGIS_Os03g055310, 4.119505e-01, 6.3774279591,2.267177e+00,1.723168e-01,0.574286594,Not_significant,1.071473e+02,5.654136e+01,6.603108e+01,5.628351e+01,9.044447e+01,6.271706e+01,9.820053e+01,1.270952e+02
17530,AGIS_Os03g055320,-7.378656e-01, 5.1087443910,4.539318e+00,6.734291e-02,0.452359730,Not_significant,6.413815e+01,3.469743e+01,3.734380e+01,3.594456e+01,1.664968e+01,2.413642e+01,2.439545e+01,3.807613e+01
17531,AGIS_Os03g055330,-3.260225e-01, 3.8686214120,1.103236e+00,3.253436e-01,0.683161363,Not_significant,2.328882e+01,1.366123e+01,1.338740e+01,1.485976e+01,1.171122e+01,1.223288e+01,1.568910e+01,1.137444e+01
17532,AGIS_Os03g055340, 6.780901e-01, 2.8175914492,3.120058e+00,1.166452e-01,0.520911958,Not_significant,4.131887e+00,6.391632e+00,5.485814e+00,4.905443e+00,8.418908e+00,1.289158e+01,4.861412e+00,8.672000e+00
17533,AGIS_Os03g055350,-1.963869e-01, 2.4353961453,1.851917e-01,6.787483e-01,0.875099129,Not_significant,1.014190e+01,4.424976e+00,5.435485e+00,3.356356e+00,4.091871e+00,3.669865e+00,7.292118e+00,4.235163e+00
17534,AGIS_Os03g055360,-2.989244e-01, 2.8587950735,6.350082e-01,4.493114e-01,0.756942019,Not_significant,8.122914e+00,6.637464e+00,1.157557e+01,5.651300e+00,8.512974e+00,5.787095e+00,5.391748e+00,5.727553e+00
17535,AGIS_Os03g055370, 1.364319e+00, 3.3152131145,4.155215e+00,7.752246e-02,0.470630955,Not_significant,1.408598e+00,6.532107e+00,7.096328e+00,6.856146e+00,2.398683e+01,1.416192e+01,6.938561e+00,1.201980e+01
17537,AGIS_Os03g055390,-6.527507e-01, 3.5168394973,2.675828e+00,1.423014e-01,0.546603573,Not_significant,1.760747e+01,1.302910e+01,1.142458e+01,1.270825e+01,4.844400e+00,1.020975e+01,1.277226e+01,8.308986e+00
17538,AGIS_Os03g055400,-2.167532e-01, 3.8482354936,1.591120e-01,7.008922e-01,0.885451079,Not_significant,2.859454e+01,1.158922e+01,1.680974e+01,6.225036e+00,7.760446e+00,7.527929e+00,1.887112e+01,1.722299e+01
17539,AGIS_Os03g055410, 7.533743e-01, 4.0469599298,6.533173e+00,3.481222e-02,0.367059653,Not_significant,1.258347e+01,1.201065e+01,1.122327e+01,1.224926e+01,1.688485e+01,1.919622e+01,3.014076e+01,1.730366e+01
17540,AGIS_Os03g055420, 2.272387e-01, 5.0557399323,7.537744e-01,4.117005e-01,0.736104706,Not_significant,3.094220e+01,2.718199e+01,4.051450e+01,2.306419e+01,2.393980e+01,3.208780e+01,4.605083e+01,4.166593e+01
17541,AGIS_Os03g055430,-4.406851e-02, 6.2134859100,5.093923e-02,8.272911e-01,0.939350435,Not_significant,6.301128e+01,6.683118e+01,1.135412e+02,5.969724e+01,5.926159e+01,6.737496e+01,1.001009e+02,6.320476e+01
