,genes,logFC,logCPM,F,PValue,FDR,change,CPM.WTmycLP_1,CPM.WTmycLP_2,CPM.WTmycLP_3,CPM.WTmycLP_4,CPM.WTmycHP_1,CPM.WTmycHP_2,CPM.WTmycHP_3,CPM.WTmycHP_4
34368,AGIS_Os07g020600, 4.211336e+00,-9.358334e-01, 1.397760e+01,4.637776e-03,4.225956e-02,UP,8.301093e-02,5.813536e-02,6.931246e-02,0.000000e+00,1.018354e+00,1.173098e+00,8.661676e-01,5.358270e-01
34426,AGIS_Os07g021180,-1.824818e+00, 7.450298e+00, 1.633322e+01,2.924280e-03,3.083023e-02,DOWN,2.050577e+02,3.068675e+02,4.576875e+02,1.297591e+02,7.538817e+01,1.246720e+02,3.048910e+01,6.890400e+01
34456,AGIS_Os07g021480,-1.895746e+00, 2.975821e+00, 1.001265e+01,1.147580e-02,7.756563e-02,Not_significant,6.516358e+00,1.284791e+01,2.252655e+01,7.374608e+00,6.199981e+00,3.822682e+00,1.082710e+00,2.260520e+00
34457,AGIS_Os07g021490,-1.946733e+00, 2.941074e+00, 1.345878e+01,5.168812e-03,4.530491e-02,DOWN,8.965180e+00,6.772769e+00,3.004695e+01,4.924492e+00,3.998538e+00,3.296810e+00,1.472485e+00,1.607481e+00
34466,AGIS_Os07g021580,-5.376731e-01, 1.149473e+00, 9.739958e-01,3.494816e-01,6.031273e-01,Not_significant,2.199790e+00,2.121941e+00,2.373952e+00,2.328824e+00,6.289835e-01,2.042809e+00,4.850539e+00,9.209526e-01
34489,AGIS_Os07g021810, 2.496980e-01, 3.518424e+00, 4.963786e-01,4.989256e-01,7.261426e-01,Not_significant,8.612384e+00,1.165614e+01,9.929010e+00,8.490503e+00,3.684046e+00,1.516937e+01,1.938050e+01,1.445058e+01
34491,AGIS_Os07g021830,-1.862442e-01,-5.308180e-01, 4.781519e-02,8.317893e-01,9.258741e-01,Not_significant,3.735492e-01,6.104213e-01,4.851872e-01,1.212929e+00,2.096612e-01,6.674524e-01,1.234289e+00,4.688486e-01
34492,AGIS_Os07g021840, 2.763903e-02, 5.742512e+00, 2.856419e-02,8.695280e-01,9.438676e-01,Not_significant,5.835668e+01,5.694358e+01,4.638736e+01,4.871123e+01,6.951766e+01,5.881671e+01,4.153274e+01,4.772209e+01
34493,AGIS_Os07g021850, 2.497688e+00,-1.367858e+00, 3.267181e+00,1.041519e-01,3.118126e-01,Not_significant,4.150546e-02,0.000000e+00,1.386249e-01,2.911030e-01,8.985479e-01,2.022583e-02,9.527844e-01,3.851257e-01
34494,AGIS_Os07g021860,-4.394074e-01, 4.464079e+00, 4.432740e+00,6.455941e-02,2.339699e-01,Not_significant,1.992262e+01,2.805031e+01,2.592286e+01,2.566558e+01,1.159127e+01,1.688857e+01,2.858353e+01,1.965815e+01
34495,AGIS_Os07g021870, 9.570298e-02, 4.505787e+00, 2.081028e-01,6.590705e-01,8.311352e-01,Not_significant,2.002639e+01,2.273093e+01,2.384349e+01,2.037721e+01,3.004145e+01,1.842573e+01,2.018171e+01,2.578667e+01
34496,AGIS_Os07g021880, 3.114824e-01, 4.216511e+00, 3.205267e+00,1.070270e-01,3.162550e-01,Not_significant,1.404960e+01,1.616163e+01,1.789994e+01,1.821819e+01,1.906419e+01,1.996289e+01,2.026832e+01,2.277265e+01
34500,AGIS_Os07g021920,-6.272970e-01, 1.177176e+00, 2.475521e+00,1.500934e-01,3.857270e-01,Not_significant,2.718608e+00,1.802196e+00,3.552264e+00,2.741219e+00,2.306273e+00,1.537163e+00,1.277597e+00,1.825161e+00
34504,AGIS_Os07g021960, 5.857848e-01, 1.840378e+00, 2.746360e+00,1.318662e-01,3.574256e-01,Not_significant,4.690117e+00,2.354482e+00,1.871436e+00,2.741219e+00,3.848780e+00,5.238490e+00,3.854446e+00,3.717300e+00
34509,AGIS_Os07g022010,-9.692793e-01, 2.045079e+00, 5.468600e+00,4.413728e-02,1.853650e-01,Not_significant,6.931412e+00,4.650829e+00,4.539966e+00,4.803199e+00,1.692265e+00,5.137361e+00,3.356400e+00,1.624226e+00
34517,AGIS_Os07g022090, 7.806057e-03, 5.841614e+00, 7.765946e-04,9.783762e-01,9.915560e-01,Not_significant,4.916322e+01,5.554834e+01,5.506875e+01,5.722599e+01,2.223906e+01,6.257872e+01,8.401826e+01,7.262130e+01
34518,AGIS_Os07g022100,-1.796871e-01,-1.046350e+00, 1.046047e-02,9.207805e-01,9.687841e-01,Not_significant,8.301093e-01,2.906768e-02,4.158748e-01,6.792402e-01,0.000000e+00,4.247424e-01,4.330838e-01,7.367621e-01
34519,AGIS_Os07g022110,-5.283448e-01, 1.072252e-01, 9.116981e-01,3.646134e-01,6.164654e-01,Not_significant,1.452691e+00,8.720304e-01,1.178312e+00,1.406998e+00,7.038625e-01,8.494849e-01,7.362425e-01,1.105143e+00
34520,AGIS_Os07g022120,-3.061438e-01, 4.284965e+00, 1.535303e+00,2.466677e-01,5.047046e-01,Not_significant,2.203940e+01,2.139381e+01,2.490050e+01,1.661713e+01,9.958906e+00,2.010448e+01,2.035494e+01,2.027770e+01
34527,AGIS_Os07g022190, 3.150451e-01, 5.151865e-01, 3.416200e-01,5.732578e-01,7.779622e-01,Not_significant,1.660219e+00,4.650829e-01,1.316937e+00,1.309963e+00,3.025111e+00,9.303882e-01,6.496257e-01,1.691204e+00
34547,AGIS_Os07g022390,-2.190140e-01, 3.884741e+00, 7.993025e-01,3.945887e-01,6.426614e-01,Not_significant,1.442315e+01,1.921374e+01,1.587255e+01,1.239613e+01,7.113504e+00,2.040786e+01,1.375041e+01,1.470175e+01
34557,AGIS_Os07g022490, 6.669941e-01, 7.037105e+00, 7.514209e+00,2.280935e-02,1.216934e-01,Not_significant,1.026223e+02,9.766740e+01,1.144175e+02,8.349803e+01,2.154718e+02,1.353310e+02,1.064303e+02,1.948736e+02
34567,AGIS_Os07g022590, 2.894488e-01, 4.324138e+00, 1.499020e+00,2.519133e-01,5.105289e-01,Not_significant,1.454766e+01,2.110314e+01,1.897429e+01,1.528291e+01,1.100721e+01,2.238999e+01,2.931977e+01,2.731043e+01
34590,AGIS_Os07g022820, 2.538736e-01, 5.377771e+00, 6.414489e-01,4.438217e-01,6.831365e-01,Not_significant,3.135738e+01,3.424173e+01,2.665064e+01,5.349017e+01,1.704246e+01,5.766384e+01,6.121640e+01,5.066914e+01
34592,AGIS_Os07g022840, 4.213611e+00,-4.510217e-01, 9.275178e+00,1.389857e-02,8.791065e-02,Not_significant,0.000000e+00,1.162707e-01,0.000000e+00,5.822059e-01,1.287919e+00,1.173098e+00,8.228592e-01,1.490269e+00
34595,AGIS_Os07g022870, 7.590328e-02, 5.234302e+00, 1.312148e-01,7.255384e-01,8.697991e-01,Not_significant,3.152340e+01,3.496842e+01,3.962940e+01,3.675175e+01,2.071153e+01,4.291921e+01,4.365485e+01,5.066914e+01
34598,AGIS_Os07g022900,-1.623621e+00, 3.386007e+00, 3.919911e+01,1.479075e-04,3.765737e-03,DOWN,1.319874e+01,1.790569e+01,1.741476e+01,1.419127e+01,6.649254e+00,5.602555e+00,3.529633e+00,4.872677e+00
34601,AGIS_Os07g022930,-4.854477e+00, 2.444161e+00, 1.757159e+02,3.295019e-07,7.374376e-05,DOWN,1.180830e+01,1.156894e+01,7.537730e+00,1.096488e+01,3.893708e-01,2.022583e-01,3.897754e-01,4.688486e-01
34602,AGIS_Os07g022940, 2.822115e+00, 3.555796e-01, 2.096547e+01,1.331228e-03,1.791577e-02,UP,6.433347e-01,4.941506e-01,5.198435e-02,2.425858e-01,2.755547e+00,1.961906e+00,8.878218e-01,2.796347e+00
34607,AGIS_Os07g022990,-1.280455e+00, 4.579627e+00, 2.774034e+01,5.165458e-04,9.178913e-03,DOWN,2.992544e+01,3.863095e+01,3.275014e+01,3.158467e+01,6.888867e+00,1.632224e+01,1.957539e+01,1.535479e+01
34608,AGIS_Os07g023000, 7.080712e-01, 3.444559e+00, 3.300340e+00,1.026527e-01,3.088885e-01,Not_significant,9.400987e+00,4.505490e+00,4.176076e+00,1.887317e+01,1.644343e+01,1.144782e+01,1.188815e+01,1.003001e+01
34609,AGIS_Os07g023010, 9.631358e-01,-1.379612e+00, 2.416008e-01,6.348206e-01,8.161738e-01,Not_significant,1.660219e-01,2.906768e-01,1.732812e-02,5.336887e-01,3.594192e-01,7.079041e-01,7.145883e-01,0.000000e+00
34611,AGIS_Os07g023030, 4.633904e-01, 1.702751e+00, 1.185292e+00,3.045829e-01,5.620036e-01,Not_significant,4.150546e+00,1.337113e+00,1.992733e+00,3.784338e+00,3.429458e+00,4.611489e+00,3.269783e+00,3.131239e+00
34613,AGIS_Os07g023050, 1.556011e-01, 7.567234e+00, 4.732950e-01,5.088220e-01,7.333548e-01,Not_significant,1.717911e+02,1.466174e+02,1.242079e+02,2.785127e+02,2.920430e+02,1.685621e+02,1.380238e+02,1.971508e+02
34614,AGIS_Os07g023060, 2.285494e-01, 3.471252e+00, 1.380335e+00,2.702006e-01,5.290083e-01,Not_significant,1.160078e+01,1.040623e+01,9.669088e+00,8.951416e+00,1.434681e+01,1.223663e+01,1.041567e+01,1.076677e+01
34617,AGIS_Os07g023090,-1.934319e-03, 1.115537e+00, 1.129723e-05,9.973916e-01,9.992507e-01,Not_significant,4.192052e+00,1.308046e+00,2.391280e+00,9.703432e-01,2.815450e+00,2.164164e+00,9.744386e-01,2.160053e+00
34618,AGIS_Os07g023100,-1.330269e-01, 3.537986e+00, 3.394857e-01,5.744365e-01,7.784407e-01,Not_significant,1.442315e+01,1.034809e+01,9.894354e+00,1.390017e+01,9.824124e+00,1.345018e+01,1.024243e+01,1.053235e+01
34634,AGIS_Os07g023260,-6.338360e+00,-4.592250e-01, 1.730859e+01,2.448178e-03,2.715741e-02,DOWN,1.992262e+00,6.394889e-01,8.664058e-01,1.940686e+00,0.000000e+00,0.000000e+00,1.299251e-01,0.000000e+00
34636,AGIS_Os07g023280,-5.748725e-01, 9.223102e-01, 1.594478e+00,2.384319e-01,4.957836e-01,Not_significant,2.469575e+00,1.714993e+00,2.062046e+00,2.425858e+00,7.787415e-01,1.254001e+00,2.316998e+00,1.841905e+00
34637,AGIS_Os07g023290,-5.814184e-01, 2.493020e+00, 4.667189e+00,5.904199e-02,2.220419e-01,Not_significant,5.790012e+00,7.295988e+00,6.809949e+00,6.549816e+00,2.695644e+00,5.299167e+00,5.824977e+00,4.487551e+00
34638,AGIS_Os07g023300, 1.008502e-01, 4.963760e+00, 3.601810e-01,5.632147e-01,7.711299e-01,Not_significant,3.623427e+01,3.159657e+01,2.555897e+01,2.712109e+01,3.381535e+01,3.416143e+01,2.639646e+01,3.444363e+01
34641,AGIS_Os07g023330,-5.508232e-01, 2.352612e+00, 2.916976e+00,1.218410e-01,3.413689e-01,Not_significant,8.882169e+00,4.447355e+00,6.463387e+00,4.609130e+00,3.534288e+00,4.854199e+00,3.616250e+00,4.135915e+00
34654,AGIS_Os07g023460,-5.519804e-01, 3.057842e+00, 4.188444e+00,7.101718e-02,2.477843e-01,Not_significant,7.512489e+00,1.116199e+01,1.036221e+01,9.096967e+00,2.980184e+00,8.717333e+00,1.011251e+01,6.396435e+00
34655,AGIS_Os07g023470, 4.314877e-01, 2.727739e+00, 3.267486e+00,1.041380e-01,3.118094e-01,Not_significant,5.997539e+00,3.982272e+00,5.700950e+00,6.889437e+00,8.386447e+00,6.128427e+00,7.947088e+00,7.618790e+00
34657,AGIS_Os07g023490,-1.728617e-01, 2.411418e+00, 1.906398e-01,6.726754e-01,8.399134e-01,Not_significant,4.275063e+00,4.069475e+00,6.012856e+00,6.161679e+00,1.512556e+00,5.359845e+00,1.035070e+01,4.521040e+00
34658,AGIS_Os07g023500,-5.457113e-02, 3.079205e+00, 4.684943e-02,8.334672e-01,9.268605e-01,Not_significant,6.744638e+00,7.819206e+00,1.122862e+01,8.587537e+00,9.884027e+00,8.110558e+00,8.380172e+00,6.530391e+00
34660,AGIS_Os07g023520,-6.228492e-01, 2.285139e+00, 2.919343e+00,1.217090e-01,3.413194e-01,Not_significant,5.457968e+00,5.842604e+00,4.938513e+00,6.355748e+00,1.737193e+00,4.712618e+00,6.258061e+00,3.415897e+00
34671,AGIS_Os07g023630, 1.111285e-01, 2.346734e+00, 1.085251e-01,7.493694e-01,8.840699e-01,Not_significant,6.474852e+00,4.476423e+00,4.539966e+00,3.760080e+00,3.294676e+00,5.764362e+00,7.384079e+00,4.688486e+00
34673,AGIS_Os07g023650,-2.542489e-01, 4.345159e+00, 1.402663e+00,2.666212e-01,5.251394e-01,Not_significant,1.896800e+01,2.255652e+01,2.119229e+01,2.377341e+01,1.013862e+01,1.994267e+01,2.334322e+01,2.238752e+01
34676,AGIS_Os07g023680, 4.565912e-02, 2.293142e+00, 2.474236e-02,8.784842e-01,9.483856e-01,Not_significant,3.216673e+00,5.232182e+00,5.025153e+00,5.870576e+00,5.091771e+00,4.935103e+00,5.175352e+00,4.353594e+00
34680,AGIS_Os07g023720,-1.790391e+00, 4.039819e-02, 7.527178e+00,2.272129e-02,1.215178e-01,Not_significant,1.784735e+00,1.685925e+00,1.316937e+00,1.188670e+00,5.690803e-01,3.640649e-01,8.878218e-01,1.674459e-01
34684,AGIS_Os07g023760, 1.458045e-01, 1.697566e+00, 1.733579e-01,6.869017e-01,8.476287e-01,Not_significant,2.988393e+00,2.151008e+00,3.153717e+00,3.832856e+00,4.103369e+00,3.762004e+00,2.252036e+00,3.365663e+00
34685,AGIS_Os07g023770,-2.156547e-03, 2.825727e+00, 8.857212e-05,9.926964e-01,9.973048e-01,Not_significant,8.259587e+00,6.075145e+00,5.822247e+00,8.078107e+00,8.296592e+00,6.998137e+00,5.478510e+00,7.384366e+00
34686,AGIS_Os07g023780,-4.786815e-01, 1.282311e+00, 8.472373e-01,3.813526e-01,6.312213e-01,Not_significant,2.428070e+00,3.342783e+00,2.373952e+00,2.256048e+00,4.492740e-01,2.831616e+00,2.988278e+00,2.511689e+00
34688,AGIS_Os07g023800, 2.679361e-01, 2.104853e+00, 6.661104e-01,4.354863e-01,6.760595e-01,Not_significant,3.776997e+00,3.052106e+00,2.772498e+00,5.919093e+00,2.755547e+00,4.631715e+00,5.348585e+00,5.843863e+00
34689,AGIS_Os07g023810, 3.651077e-01, 5.672545e+00, 4.392633e+00,6.556727e-02,2.360862e-01,Not_significant,4.729548e+01,4.357245e+01,4.723644e+01,3.988110e+01,5.413751e+01,6.140562e+01,5.054088e+01,6.362946e+01
34690,AGIS_Os07g023820, 1.422998e+00, 5.893051e-01, 5.032655e+00,5.156918e-02,2.045602e-01,Not_significant,9.546257e-01,4.069475e-01,6.238122e-01,8.005331e-01,3.369555e+00,2.872068e+00,4.330838e-01,2.176797e+00
34702,AGIS_Os07g023940, 3.652476e-01,-2.448088e-02, 3.461257e-01,5.707860e-01,7.764458e-01,Not_significant,8.716147e-01,8.429627e-01,6.757965e-01,6.792402e-01,1.961830e+00,1.173098e+00,8.661676e-01,4.521040e-01
34703,AGIS_Os07g023950, 5.638870e-01,-1.186643e+00, 1.674027e-01,6.919990e-01,8.507569e-01,Not_significant,0.000000e+00,5.522859e-01,8.317495e-01,2.425858e-01,1.347822e-01,4.045166e-01,2.165419e-01,8.037405e-01
34705,AGIS_Os07g023970,-5.420942e-01, 1.013702e-01, 8.418491e-01,3.828055e-01,6.325842e-01,Not_significant,1.535702e+00,1.104572e+00,9.357182e-01,1.212929e+00,5.391287e-01,7.483557e-01,6.929341e-01,1.507013e+00
34714,AGIS_Os07g024060,-4.847688e-01, 3.310996e+00, 2.107574e+00,1.805327e-01,4.271110e-01,Not_significant,8.218082e+00,9.941146e+00,1.251090e+01,1.256594e+01,2.635741e+00,1.167030e+01,1.418349e+01,7.384366e+00
34715,AGIS_Os07g024070, 6.657162e-01,-3.179743e-01, 7.370340e-01,4.128995e-01,6.574014e-01,Not_significant,8.301093e-01,1.453384e-01,6.931246e-01,7.034988e-01,4.193224e-01,4.449683e-01,1.429177e+00,1.406546e+00
34716,AGIS_Os07g024080, 1.152133e-01, 2.776262e+00, 1.386196e-01,7.182760e-01,8.658894e-01,Not_significant,4.897645e+00,4.679896e+00,8.300167e+00,8.247917e+00,7.353117e+00,6.532943e+00,1.013416e+01,4.336850e+00
34717,AGIS_Os07g024090,-3.423411e-01, 4.483739e+00, 3.838505e+00,8.175881e-02,2.708309e-01,Not_significant,2.751812e+01,2.383550e+01,2.614813e+01,2.217234e+01,1.901926e+01,2.113599e+01,2.278021e+01,1.607481e+01
34719,AGIS_Os07g024110, 5.600416e-01, 5.835293e+00, 3.690287e+00,8.692631e-02,2.796920e-01,Not_significant,6.072249e+01,2.415524e+01,3.436165e+01,6.845771e+01,8.781808e+01,8.066061e+01,3.876100e+01,6.146940e+01
34722,AGIS_Os07g024140, 8.480612e-01, 2.578177e+00, 1.035170e+01,1.053762e-02,7.314169e-02,Not_significant,6.184314e+00,3.836934e+00,4.487982e+00,2.765478e+00,8.865673e+00,8.029655e+00,6.734453e+00,6.513647e+00
34724,AGIS_Os07g024160,-2.878666e-02, 4.743381e+00, 1.560865e-02,9.033223e-01,9.605250e-01,Not_significant,2.940662e+01,2.758523e+01,2.938848e+01,2.018314e+01,3.794867e+01,2.718352e+01,1.656546e+01,2.568621e+01
34730,AGIS_Os07g024220,-3.350310e-01, 3.854732e+00, 3.117635e+00,1.112725e-01,3.240522e-01,Not_significant,1.589659e+01,2.188796e+01,1.400112e+01,1.300260e+01,1.184586e+01,1.520982e+01,1.121687e+01,1.239100e+01
34732,AGIS_Os07g024240, 1.784366e-01, 4.706386e+00, 9.719956e-01,3.499526e-01,6.036688e-01,Not_significant,2.720683e+01,2.255652e+01,2.469256e+01,2.292436e+01,3.149410e+01,2.726442e+01,2.137269e+01,3.101099e+01
34733,AGIS_Os07g024250, 1.582780e-01, 3.339773e+00, 4.369251e-01,5.251732e-01,7.467090e-01,Not_significant,1.180830e+01,9.214454e+00,8.369480e+00,8.441986e+00,9.629438e+00,1.296476e+01,7.514004e+00,1.272589e+01
34745,AGIS_Os07g024370, 1.489427e+00,-7.947107e-02, 2.500208e+00,1.483009e-01,3.833658e-01,Not_significant,0.000000e+00,6.685566e-01,6.238122e-01,1.285705e+00,4.642497e-01,1.415808e+00,1.515793e+00,1.289334e+00
34761,AGIS_Os07g024530, 3.435831e-01,-1.045663e-01, 6.857314e-02,7.993224e-01,9.102601e-01,Not_significant,1.307422e+00,2.325414e-01,1.854108e+00,1.940686e-01,1.272943e+00,1.375356e+00,4.330838e-02,7.702513e-01
34762,AGIS_Os07g024540,-5.727578e-01, 2.662723e+00, 5.595107e+00,4.223508e-02,1.807369e-01,Not_significant,6.308830e+00,8.487762e+00,7.659027e+00,7.592935e+00,3.908683e+00,4.914877e+00,5.738360e+00,5.760140e+00
34763,AGIS_Os07g024550,-9.431086e-02, 2.458972e+00, 1.261862e-01,7.306049e-01,8.721632e-01,Not_significant,4.710870e+00,5.900739e+00,5.631637e+00,6.282972e+00,5.750707e+00,6.128427e+00,4.698959e+00,4.571274e+00
34774,AGIS_Os07g024660, 4.961350e-01, 3.013633e+00, 4.607437e+00,6.039002e-02,2.248784e-01,Not_significant,9.795289e+00,6.162348e+00,4.401341e+00,6.719626e+00,1.177098e+01,9.405011e+00,7.860471e+00,8.154617e+00
34777,AGIS_Os07g024690, 3.866422e-01, 4.288607e+00, 3.665784e+00,8.782013e-02,2.814471e-01,Not_significant,1.784735e+01,2.087059e+01,1.651369e+01,1.256594e+01,1.915405e+01,2.641493e+01,1.879584e+01,2.386105e+01
34778,AGIS_Os07g024700, 1.185465e-01, 5.090511e+00, 5.044717e-01,4.955386e-01,7.236332e-01,Not_significant,3.706438e+01,3.863095e+01,2.711850e+01,2.797014e+01,3.863756e+01,3.846953e+01,2.769571e+01,3.667066e+01
34780,AGIS_Os07g024720, 3.933012e-01, 8.965106e-01, 8.871911e-01,3.708414e-01,6.221244e-01,Not_significant,1.328175e+00,1.773128e+00,2.131358e+00,1.091636e+00,2.725595e+00,1.840551e+00,2.122111e+00,1.540503e+00
34781,AGIS_Os07g024730,-1.097361e-02,-1.381502e+00, 5.913564e-05,9.940322e-01,9.980262e-01,Not_significant,7.470983e-01,2.325414e-01,1.732812e-01,2.911030e-01,8.985479e-02,3.236133e-01,5.413548e-01,3.683811e-01
34782,AGIS_Os07g024740, 1.060794e+00, 1.635612e+00, 4.741346e+00,5.742109e-02,2.182432e-01,Not_significant,1.016884e+00,5.813536e-01,2.166014e+00,6.258713e+00,3.414482e+00,2.791165e+00,3.767829e+00,4.521040e+00
34792,AGIS_Os07g024840, 5.641837e-01, 1.546080e+00, 1.089247e+00,3.238684e-01,5.795440e-01,Not_significant,9.546257e-01,2.267279e+00,4.228060e+00,1.892169e+00,5.945392e+00,2.083261e+00,2.923316e+00,2.695880e+00
34795,AGIS_Os07g024870, 1.090245e+00, 2.937478e+00, 8.965254e+00,1.510315e-02,9.324250e-02,Not_significant,6.288078e+00,6.278619e+00,4.176076e+00,2.522892e+00,1.602410e+01,6.532943e+00,6.777762e+00,1.230728e+01
34798,AGIS_Os07g024900,-5.843990e-01,-8.916453e-01, 3.829340e-01,5.513813e-01,7.640281e-01,Not_significant,4.358074e-01,9.592334e-01,5.198435e-01,4.851716e-01,3.893708e-01,2.224841e-01,3.248129e-01,6.865283e-01
34799,AGIS_Os07g024910, 1.123395e-01, 4.394563e+00, 3.813483e-01,5.521898e-01,7.641040e-01,Not_significant,1.768133e+01,2.180076e+01,2.094969e+01,2.028017e+01,2.445548e+01,2.172254e+01,2.020336e+01,2.084702e+01
34801,AGIS_Os07g024930,-5.986570e-01,-1.624529e+00, 2.132807e-01,6.551714e-01,8.288124e-01,Not_significant,4.150546e-01,2.034738e-01,2.772498e-01,2.425858e-01,1.198064e-01,7.685815e-01,1.948877e-01,6.697837e-02
34807,AGIS_Os07g024990,-4.604298e-02, 1.099459e+00, 1.174854e-02,9.160646e-01,9.665178e-01,Not_significant,3.029899e+00,2.151008e+00,2.443264e+00,9.460846e-01,3.279700e+00,2.285519e+00,1.190980e+00,1.473524e+00
34814,AGIS_Os07g025060,-1.259904e+00,-1.177975e+00, 9.994883e-01,3.435621e-01,5.978852e-01,Not_significant,8.301093e-02,5.813536e-01,3.119061e-01,1.115895e+00,0.000000e+00,2.831616e-01,6.496257e-01,2.679135e-01
34815,AGIS_Os07g025070,-9.468013e-02, 1.445586e+00, 6.460003e-02,8.050814e-01,9.131943e-01,Not_significant,2.365811e+00,3.895069e+00,2.096702e+00,2.813995e+00,3.010135e+00,1.941680e+00,2.252036e+00,3.114494e+00
34817,AGIS_Os07g025090, 4.622461e-02, 4.954235e+00, 6.132437e-02,8.099738e-01,9.148114e-01,Not_significant,2.633522e+01,2.839912e+01,3.592118e+01,2.966824e+01,1.955839e+01,3.325126e+01,3.763498e+01,3.692183e+01
34819,AGIS_Os07g025110,-8.832408e-01, 1.946102e+00, 2.547431e+00,1.449494e-01,3.780164e-01,Not_significant,4.876892e+00,3.052106e+00,5.787591e+00,4.754682e+00,5.541045e-01,4.227198e+00,4.698959e+00,2.578667e+00
34820,AGIS_Os07g025120,-2.350128e-01, 3.297206e+00, 1.127276e+00,3.160249e-01,5.717556e-01,Not_significant,1.160078e+01,1.066784e+01,1.095137e+01,9.072709e+00,7.517851e+00,8.555526e+00,1.022078e+01,9.745353e+00
34823,AGIS_Os07g025150, 8.475722e-01, 7.830780e-01, 3.167364e+00,1.088374e-01,3.199127e-01,Not_significant,3.943019e-01,1.569655e+00,1.126327e+00,2.061979e+00,1.617386e+00,1.800099e+00,1.840606e+00,3.030771e+00
34824,AGIS_Os07g025160, 6.401606e-01, 2.442054e+00, 4.242003e+00,6.953409e-02,2.447172e-01,Not_significant,2.282800e+00,5.464724e+00,4.522638e+00,4.997267e+00,6.709158e+00,6.492491e+00,5.305277e+00,7.367621e+00
34825,AGIS_Os07g025170, 1.767587e-01, 2.753301e+00, 2.938957e-01,6.009019e-01,7.949275e-01,Not_significant,4.358074e+00,7.528529e+00,5.596981e+00,6.185938e+00,2.336225e+00,7.968977e+00,8.964835e+00,1.069980e+01
34826,AGIS_Os07g025180,-1.738996e-01, 1.694816e+00, 1.762535e-01,6.844607e-01,8.464528e-01,Not_significant,3.527964e+00,2.761430e+00,2.391280e+00,4.657647e+00,1.961830e+00,2.811390e+00,5.002118e+00,2.494944e+00
34828,AGIS_Os07g025200,-3.318360e-01, 3.087965e+00, 6.704699e-01,4.340400e-01,6.748475e-01,Not_significant,8.259587e+00,9.853943e+00,8.092230e+00,8.951416e+00,1.916902e+00,1.061856e+01,1.004754e+01,9.996522e+00
34829,AGIS_Os07g025210,-6.061565e-02, 2.749108e+00, 5.663012e-02,8.172348e-01,9.187510e-01,Not_significant,4.482590e+00,8.168018e+00,6.913918e+00,7.107764e+00,3.055063e+00,7.463331e+00,8.683330e+00,7.618790e+00
34851,AGIS_Os07g025430, 5.544174e-01, 7.651842e-01, 6.614092e-01,4.370551e-01,6.774102e-01,Not_significant,2.345059e+00,9.883011e-01,5.544997e-01,1.625325e+00,7.188383e-01,3.135004e+00,2.078802e+00,1.841905e+00
34855,AGIS_Os07g025470, 7.395319e-01, 8.429609e-01, 3.254529e+00,1.047313e-01,3.125820e-01,Not_significant,1.660219e+00,1.191775e+00,1.230296e+00,1.188670e+00,2.006757e+00,2.103486e+00,2.316998e+00,2.310754e+00
34856,AGIS_Os07g025480, 3.247899e-01, 3.002649e-01, 1.175949e-01,7.395339e-01,8.780222e-01,Not_significant,3.527964e-01,6.394889e-01,7.104527e-01,1.649583e+00,2.695644e-01,1.719196e+00,3.984371e+00,2.511689e-01
34858,AGIS_Os07g025500, 1.545076e+00, 3.606089e-01, 6.053962e+00,3.613852e-02,1.632970e-01,Not_significant,6.640874e-01,9.883011e-01,4.158748e-01,2.911030e-01,3.384530e+00,1.618066e+00,5.413548e-01,1.975862e+00
34860,AGIS_Os07g025520,-2.075077e-01, 3.730262e+00, 1.138852e+00,3.136923e-01,5.694910e-01,Not_significant,1.693423e+01,1.305139e+01,1.370654e+01,1.261446e+01,1.690768e+01,1.235798e+01,9.960928e+00,1.031467e+01
34863,AGIS_Os07g025550,-1.454173e-01, 3.867193e+00, 4.886874e-01,5.021836e-01,7.282909e-01,Not_significant,1.932079e+01,1.136546e+01,1.325601e+01,1.783006e+01,1.407725e+01,1.355131e+01,1.372876e+01,1.329521e+01
34864,AGIS_Os07g025560,-5.400481e+00, 4.209734e+00, 1.249045e+02,1.411909e-06,1.548500e-04,DOWN,3.098383e+01,3.674155e+01,4.524371e+01,3.105098e+01,1.437677e+00,1.618066e-01,1.234289e+00,9.376972e-01
34867,AGIS_Os07g025590,-2.847476e-01, 3.726636e+00, 1.315341e+00,2.810140e-01,5.395451e-01,Not_significant,9.525504e+00,1.377808e+01,1.640973e+01,1.559827e+01,4.567619e+00,1.158940e+01,1.994351e+01,1.419942e+01
34870,AGIS_Os07g025620,-3.254294e-01, 3.992383e+00, 1.697452e+00,2.249786e-01,4.804856e-01,Not_significant,1.766057e+01,1.944628e+01,1.815986e+01,1.426404e+01,7.922197e+00,1.654473e+01,1.585087e+01,1.717995e+01
34872,AGIS_Os07g025640,-1.343748e+00, 1.754787e+00, 1.221407e+01,6.781549e-03,5.398068e-02,Not_significant,6.703132e+00,4.302017e+00,4.089435e+00,3.832856e+00,2.096612e+00,8.697107e-01,2.641811e+00,2.176797e+00
